title,content,sentiment_chunks,title_sentiment,content_sentiment
A budget beyond rhetoric,"AE
Game-changing ideas and transformative actions, not routine fixes, are what Pakistan needs now
There is no dearth of proposals and ideas for the forthcoming federal budget for the year 2025-26, nor is there any shortage of ambition and claims by the finance ministry about the poor-friendly nature and positive impact of the budget on the economy of Pakistan.
What, in fact, is lacking is any innovation or change — and above all, the resources to meet the aforementioned aspirations and claims. Why not think out of the box and come up with some game-changing and transformative actions? This is the time for Pakistan to defy rhetoric and prove an ability to do something different and unexpected. Some of these ideas are as follows.
First and foremost, there is a real need to expand the revenue base and numbers. Every year there are certain adjustments in tax rates and incidence, primarily to expand the taxpayers' base. This adds a couple of hundred billion rupees each year, in addition to the normal increase in the revenue base due to economic growth.
This time, why not meet this target by another source — bar the banks, particularly the government-owned ones, from loan write-offs and recover those as part of the federal revenue? This would yield at least a couple of hundred billion rupees. Moreover, why not cease the subsidies to state-owned enterprises, especially the likes of Pakistan International Airlines (PIA), Pakistan Steel, and Pakistan Railways? This would save another few hundred billion rupees. This would spare the poor taxpayers, especially individuals, who must bear the burden of increased tax collection every year.
Among the more standard and expected actions to increase revenue is the implementation of comprehensive tax reforms. This includes broadening the tax base by bringing more individuals and businesses into the tax net.
Simplifying the tax code, reducing exemptions, and enhancing tax compliance through digitalisation and automation can significantly improve tax collection. Additionally, introducing progressive taxation policies can ensure that the wealthy contribute their fair share to the national exchequer.
Secondly, rather than curtailing public sector expenditure in the development sector, it is imperative that we increase it. Investing in infrastructure is crucial for boosting productivity and economic growth. The government should prioritise the development of transportation networks, energy projects, and digital infrastructure by itself rather than relying only on the China-Pakistan Economic Corridor (CPEC).
Public-private partnerships (PPPs) can be leveraged to attract private investment in large-scale infrastructure projects. Improved infrastructure will not only facilitate international and internal trade and commerce but also enhance the overall quality of life for citizens.
Thirdly, it is important to incentivise and invest more in the agriculture sector rather than finding ways to tax it. Agriculture remains a vital sector for Pakistan — not only for the economy and jobs but for the very basics of society and the future of food security. Increasing agricultural productivity will have a transformative impact on the whole economy and society. The government should invest in modernising agricultural practices, providing access to high-quality seeds, fertilisers, and irrigation systems. Promoting research and development in agriculture and offering training programs for farmers can lead to higher yields and better-quality produce. Additionally, establishing efficient supply chains and reducing post-harvest losses can improve the profitability of the agricultural sector.
Fourthly, it is important to announce an impactful and sizable support package for the promotion and strengthening of Small and Medium Enterprises (SMEs). SMEs are the backbone of Pakistan's economy, and supporting their growth can lead to substantial economic benefits. The government should introduce targeted incentives for SMEs, such as a blanket tax break for innovation-oriented SMEs, low-interest loans, and grants for innovation and technology adoption. Establishing business incubators and providing access to training and mentorship programmes through government support programmes can also help SMEs thrive and create more job opportunities.
Fifthly, it is time to adapt the fiscal system to promote innovation and technology. Innovation and technology are key drivers of economic growth in the modern world. The government should invest in research and development (R&D) and promote collaboration between academia, industry, and government institutions. Providing grants and incentives for startups and tech companies can spur innovation and create new business opportunities. Additionally, enhancing digital literacy and expanding access to high-speed internet can empower citizens to participate in the digital economy.
Sixthly, to ensure inclusive growth, it is essential to strengthen social safety nets and provide support to vulnerable populations. The government should enhance resources for social welfare programmes such as the Benazir Income Support Programme (BISP), but also expand these to healthcare, education, and housing. Implementing targeted cash transfer programs and providing subsidies for essential goods can help alleviate poverty and improve the standard of living for marginalised communities.
It is quite easy, despite the challenging economic situation, to come up with a budget with some adjustments in the usual economic and budget toolkit and create a political marketing package for it. It may, however, be much easier for the citizens, more impactful in the long term, and better for the country if some game-changing actions are taken at the cost of short-term political capital.
THE WRITER IS AN INTERNATIONAL ECONOMIST
COMMENTS","['POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Reconstruction work stalls over land dispute,"US
Resource disagreements between Pakistan Railways and the Sindh government have instigated a development impasse
For a city as big as Karachi, a citywide transit network is crucial for addressing the transportation needs of the low-income masses and reducing the atmospheric pollution plaguing the industrial hub. Yet progress on public transport projects like the Karachi Circular Railway (KCR) has remained minimal due to persistent land disagreements between state bodies.
According to information received by The Express Tribune, in 2021, on the directions of the Supreme Court, Pakistan Railways had started development work on underpasses and flyovers at various places in the city to eliminate the KCR gates. ""The revival of the Karachi Circular Railway was planned to be done in two phases. The first phase, costing Rs20 billion, involved the elimination of 24 railway crossings while the second project concerned the revival of the Circular Railway, including the construction of double tracks, reconstruction of stations and purchase of light rail. This phase was estimated to cost Rs200 billion under a public-private partnership. The entire project was to be completed in two years,"" said an official from Pakistan Railways, speaking on the condition of anonymity.
The official further revealed that in 2022, caretaker Prime Minister Shehbaz Sharif had approved the request of Sindh Chief Minister Murad Ali Shah, directing Pakistan Railways to immediately hand over all the assets and land of the Karachi Circular Railway to the Sindh government. However, senior officials of Pakistan Railways were skeptical on the grounds that the construction, repair and operation of the railway system was a highly technical task requiring ample experience, which the Sindh government lacked. Since the federal government rejected the concerns of Pakistan Railways, development work on the railway crossings of the KCR was halted three years ago.
According to the concerned officer, underpasses, flyovers and elevated rail tracks were to be constructed at seven locations along the 44 kilometre loop of the Karachi Circular Railway. Work on two underpasses at Gulshan-e-Iqbal 13D had started three years ago, 70 per cent of which had been completed. In addition, a railway overhead bridge at Hussainabad, a 3.5 kilometre elevated track from Musa Colony to Manghopir and a 6.5 kilometre elevated rail track from Gulbai Phatak to West Wharf were also under construction. Moreover, an underpass was to be constructed on University Road and a flyover at Ahmed Shah Bukhari, Machar Colony. Unfortunately, none of this could be completed.
Dr Syed Nawaz Al-Huda, a regional planner, was of the opinion that had the Karachi Circular Railway project been completed in time, the people of Karachi would not have been victims of so many road accidents today. ""In principle, this project should remain with Pakistan Railways because the Sindh government has no experience in railway construction and operations. It has been 36 years since the closure of the KCR, but this project is still plagued by the red tape,"" highlighted Dr Al-Huda, who implored the government to complete this project on a priority basis.
Addressing the criticism, Managing Director of the Sindh Mass Transit Authority (SMTA) Kamal Hakim Daio told The Express Tribune that the Sindh government had not yet taken over the Karachi Circular Railway project. ""Pakistan Railways has not yet handed over the land and assets of the Circular Railway to the Sindh government since it is seeking land or compensation in exchange. The Sindh government is still in the process of negotiating for the land for the KCR project, which will cost 2 billion US dollars,"" said Daio.
On the other hand, a spokesperson for Pakistan Railways assured that progress was being made on land-related matters in connection with the KCR project. ""Details of the land of KCR have been shared by Pakistan Railways with the SMTA while discussions are also underway with the Board of Revenue, Sindh Management and Budgetary Reforms (SMBR) and the provincial government. No final decision has been made yet,"" claimed the official.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
"Qatar, Egypt to intensify efforts to resume Gaza truce talks","PL
.
Qatar and Egypt announced on Sunday plans to step up efforts for Gaza truce negotiations, as the Palestinian militant group Hamas said it was prepared to ""immediately"" hold a fresh round of talks.
""Qatar and Egypt, in coordination with the United States of America, affirm their intention to intensify efforts to overcome the obstacles facing the negotiations,"" the two mediators said in a joint statement.
""The two countries are also striving to swiftly reach a 60-day temporary truce, which would pave the way for a permanent ceasefire agreement in the Gaza Strip,"" the statement added.
Doha, Cairo and Washington have been engaged in months of back-and-forth mediation with Israel and Hamas but another round of negotiations aimed at ending 20 months of war in Gaza this week appeared to conclude once more without a breakthrough.
A two-month truce, in which dozens of hostages held by Hamas were released in exchange for hundreds of Palestinian prisoners, collapsed in March, with Israel intensifying military operations in Gaza afterwards.
Following the statement by the Arab mediators, Hamas said it was ready ""to immediately begin a round of indirect negotiations to reach an agreement on the points of contention"".
Hamas previously said it had responded positively -- albeit with requested amendments -- to the latest US-backed truce proposal on Saturday which would see 10 living hostages released form Gaza.
The United States envoy to the Middle East, Steve Witkoff, wrote on X, ""Hamas should accept the framework proposal we put forward as the basis for proximity talks, which we can begin immediately this coming week.""
""That is the only way we can close a 60-day ceasefire deal in the coming days,"" he added.
Israel has in recent weeks expanded its offensive in the Gaza Strip, drawing international condemnation as aid trickles in following a months-long blockade that has caused severe food and medical shortages.
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
Govt refutes allegations of irregularities,"US
The project underwent rigorous evaluation and received clearance from a Technical Committee.
The Khyber-Pakhtunkhwa government has strongly rejected allegations of irregularities and financial misconduct in its flagship initiative to provide free solar energy systems to 130,000 low and middle-income households.
In a statement issued on Sunday, the provincial administration labeled recent media reports as ""baseless"" and part of a ""misleading propaganda campaign"" allegedly driven by vested interests within the solar industry.
The Energy and Power Department clarified that the large-scale solarization project is being implemented through the Pakhtunkhwa Energy Development Organization (PEDO), a subsidiary body of the department.
Chief Minister Ali Amin Gandapur recently inaugurated the first phase of the initiative via online e-balloting, ensuring a transparent selection of eligible beneficiaries. Authorities emphasized that no funds have yet been disbursed under the scheme, nor has any contract been awarded to a vendor. The project's cost estimates have been prepared in line with the Market Rate System (MRS) 2024 and endorsed by the Finance Department's approved market analysis.
The project underwent rigorous evaluation and received clearance from a Technical Committee.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],NEUTRAL
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
"Climate shifts, droughts threaten migratory bird haven","PK
Numbers have dropped dramatically due to a mix of reasons including wetlands degradation
Pakistan's once-thriving wetlands, long a sanctuary for millions of migratory birds fleeing Siberia's brutal winters, are witnessing a disturbing decline in avian visitors.
Experts warn that a mix of prolonged drought, receding water levels, and growing habitat degradation is driving away these seasonal guests — some possibly for good.
Sindh province, a traditional favorite for migratory birds, has seen the most drastic decline. According to the Sindh Wildlife Department's 2024-25 waterfowl count, the number of migratory birds fell sharply from 1.2 million in 2023 to 603,900 in 2024 and just 545,000 this year, a staggering drop of over 50% in two years.
In 2023, the region experienced an exceptional influx of birds, buoyed by the lingering effects of the catastrophic 2022 floods that, while devastating for communities, temporarily revived Pakistan's lakes, streams, and lagoons.
The excessive rainfall had replenished many wetlands, making them ideal resting spots for birds making the 4,500-kilometre (2,800-mile) journey from Siberia to India via the Indus Flyway, with stopovers at various lakes and water reservoirs in Pakistan. However, this year tells a different story.
""Sindh has long been a refuge for migratory birds because of its unique biodiversity and its many lakes, lagoons and other waterways,"" Mumtaz Soomro, an official from the Sindh Wildlife Department, told Anadolu.
""But those numbers have seen a gradual decline since 2023 due to receding water levels and droughts.""
Soomro explained that the latest survey — covering 40% of Sindh's territory — found notable shortages at key bird habitats, including Manchar, Keenjhar, Hamal and Haleji lakes, Nareri lagoon, and the Rann of Kutch wildlife sanctuary. ""During the survey, our teams reported water shortages at most of the sites, including the marshy Rann of Kutch wildlife sanctuary,"" he said.
Shadow of past flocks
The migration is seasonal, with birds arriving by late August and departing by February. Among the over 50 recorded species were gulls, mallards, plovers, snipes, cormorants, cranes, and storks.
The highest number of birds — 112,000 — was spotted at Nareri lagoon, followed by 91,000 at Rann of Kutch. But even these numbers are a shadow of past flocks.
Zohaib Ahmed, a Karachi-based ornithologist, said climate change is not the only factor pushing migratory birds away from Pakistan, as man-made habitat degradation, pollution, and illegal hunting also play a significant role.
""Human-induced changes and rampant human interference, often in the name of development, has exposed these fragile ecosystems of wetlands to a string of threats,"" Ahmed told Anadolu.
Despite the alarming trends, some officials argue that threats like poaching and trapping have been brought under control.
""Hunters and poachers are there but they do not pose a major threat to migratory birds. It's climate change that really haunts them,"" said Hasan.
But not everyone agrees
Ahmed, the ornithologist, contests this assessment, particularly in Sindh: ""At least for Sindh, I can say with surety that there is no drop in hunting and trapping of migratory birds, especially in the Kirthar mountain range and Karachi's coastal belt."" He added that several migratory species are still being openly sold at illegal bird markets, undermining conservation efforts and contributing further to the birds' decline.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
