title,content,sentiment_chunks,title_sentiment,content_sentiment
Police break up Nigeria protest after deadly attack,"US
.
Nigerian police fired tear gas to disperse protesters in the central city of Makurdi on Sunday as anger mounted over the killing of at least 45 people by gunmen in a nearby town.
Gunmen attacked the village of Yelewata on Friday night in a region that has seen a surge in violence.
Police fired tear gas to break up a protest by thousands of people, witnesses said, as demonstrators called on Benue state's governor to act swiftly to halt the cycle of violence.
""The protesters were given specific time by the security to make their peaceful protest and disperse,"" Tersoo Kula, the governor's spokesperson, told AFP.
John Shiaondo, a local journalist, said he was covering the ""peaceful protest"" when the police moved in and started firing tear gas.
""Many people ran away for fear of injuries, and I also left the scene for my safety,"" he told AFP.
Joseph Hir, who took part in the protest, said people were protesting the continued killings in Benue when the police intervened.
""We are not abusing any one, we are also not tampering with anybody's property, we are discharging our rights to peacefully protest the unabated killings of our people, and now the police are shooting tear gas at us,"" he told AFP.
Kula confirmed 45 deaths in Friday's attack, though residents said the toll could exceed 100.
Amnesty International also put the death toll at more than 100.
The rights group called the attack ""horrifying"", saying it ""shows the security measures (the) government claims to be implementing in the state are not working"".
Pope Leo XIV also condemned the killings during his Sunday prayer in Rome, calling it a ""terrible massacre"" in which mostly displaced civilians were murdered with ""extreme cruelty"".
Nigeria's federal government has yet to issue a statement on the attack.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Afghan imports temporarily exempt from certificate,"US
Special exemption granted for specific goods including cotton, beans, coal, and soapstone
Negotiations between customs authorities and traders have proved successful, resulting in a temporary exemption for the Certificate of Origin requirement on Afghan imports until June 30.
According to Customs Collector Azood Mehdi, productive discussions were held with a delegation representing traders regarding the mandatory Certificate of Origin for goods imported from Afghanistan.
The Collector clarified that under Federal Board of Revenue (FBR) regulations, the certificate is a legal requirement for all Afghan imports.
However, a special exemption has been granted for specific goods, including cotton, beans, coal, and soapstone.
A total of 667 cargo vehicles carrying these items had been halted at the Torkham border due to the absence of the required documentation.
These consignments will now be allowed clearance upon submission of a written affidavit, in lieu of the certificate, valid until June 30.
After the deadline, all Afghan imports must be accompanied by the Certificate of Origin without exception.
Traders have welcomed the temporary relief and expressed their gratitude to the customs authorities for the flexibility and cooperation.
COMMENTS","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Shortage of water – myth or reality,"RO
Dearth of water for industry can prove to be biggest growth choke-point
Shortage of water is now posing an existential threat to Pakistan in multiple dimensions. The widespread protests we observed in Sindh a few weeks back regarding six canals are just one example. The more serious dimension of the issue can be observed by Pakistan's unequivocal declaration that India's implementation of its recent absolutely illegal intimation of putting the Indus Waters treaty in abeyance would be considered as an act of war.
Both the above reactions make complete sense, when we realise that per capita freshwater availability in Pakistan has declined from 5,260 cubic metres in 1951 to around 900 cubic metres and is projected to decrease to 560 cubic metres by 2050.
What further accentuates its significance is the fact that, while the global average for the annual utilisation of freshwater is 70% for agriculture, though for Europe it is only 40%, in Pakistan it is 93%. The disproportionate consumption reflects nothing else except wastage. Also, its alarmingly diminishing availability for the industry can prove to be the biggest choke-point for industrial growth.
Agricultural use
While rising ambient has increased water evaporation and transpiration, our cropping strategy has proven to be a more potent culprit. Sugarcane and cotton alone account for at least one-third of the aggregate consumption by the agricultural sector. What adds to the injury is that Pakistan's crop water productivity for sugarcane is around 53.5% lower than the global average. For rice, with one-third of the global average, it is even worse.
Irrigated agriculture, which is generally considered to be a luxury vis-a-vis rain-fed farming, provides 90% of Pakistan's food, while the global average is 40%. Despite the operational convenience it provides, we have failed to utilise it effectively so far. Irrigation system in Pakistan, rather, is a major source of wastage. Some 25% of water is lost till the farm gate, followed by the loss of 30% of the remaining water till its application at the crop root.
The ingress of poor farming practices is so pervasive that it has left no aspect unaffected. For instance, almost half of upper Sindh's irrigated land is now affected with water logging and salinity. While the increase in ambient is aggravating the issue of salinity, seepage from unlined watercourses and cultivation through water inundation keep on making more land hostage to water-logging.
In my view, the current system of billing the water use in agriculture, called Abiana system, majorly contributes to the above rampant utter extravagance of water. Instead of per unit usage, it is based on the area being cultivated, thus providing least incentive for the user to save it. Also, the state succeeds in recovering only a fraction of what is billed. Thus, what is ultimately collected barely covers 10% of the maintenance costs for water channels.
The ""water use efficiency"", ie, the value created in USD/cubic metres of water used, is the most common yardstick for assessing a country's performance regarding its water economy. As per the UN records, for Pakistan, China, Israel and India, its overall value, respectively, stands at 1.84, 31.21, 128.94 and 3.13, while for agriculture for the same countries in the same order, it stands at 0.40, 2.51, 2.06 and 0.49. For Switzerland, the overall value is 432 and for agriculture it is 5.95.
The numbers say everything about the steep uphill journey required to be traversed by us. No wonder that our foreign exchange spending on food-related imports has already grown by around five times during the past 20 years.
Industrial use
Rapid urbanisation is increasing the per capita demand for freshwater while increasing urban waste continues to pollute it. As a result, the size of the global water and wastewater treatment market is expected to reach twice of its current size of $350 billion by 2034; a reflection of the growth of circular economies.
In Pakistan, we have so far not observed any such signs. This is despite the fact that out of the total industrial consumption, 49% goes to the textile sector and only few textile manufacturers treat their effluent before dumping it. In Faisalabad, the textile hub of the country, around 3.6 million cubic metres of effluent water is disposed of without treatment into Chenab and Ravi.
In the above backdrop, for purchasing textiles, the EU and the US regulations are more and more focusing on mechanisms for establishing products' traceability. This includes a regime of Digital Product Passport vide which providing detailed data on the sustainability of each product is essential. Most of these regulatory filters would be fully effective by 2030 and their non-compliance can prove cataclysmic for our economy – when 60% of our textile exports are made to the US and Europe.
What is to be done
From the above observations and analysis, we can observe similar disregard for the real economic value of this natural resource, as we adopted for decades towards natural gas till we had frittered away most of its proven reserves.
The crisis of water is definitely more fundamental. In view of the same, the following steps seem essential: 1) Uninterrupted flow of water, in line with the Indus Waters Treaty, from India to Pakistan can only be ensured through effective diplomacy. This would, however, remain unsustainable, if not complemented with bilateral trade and economic relations with India and other critical countries capable of leveraging their influence in Pakistan's favour when required. The same, in turn, requires industrial development for generating value-added products for exports. 2) Kabul River contributes tangibly to the economy of K-P. Thus, to ensure a sustained and judicious use of its water, a treaty with Afghanistan needs to be initiated. 3) The present unit cost of $0.08/cubic metres of water for the textile sector is the lowest in the region; thereby, generating an attitude of indifference towards its wastage. This requires necessary price adjustment and stringent regulatory measures for wastewater treatment and water conservation including a system of penalties and rewards around the principle of circular economy. Similarly, for agriculture, volume-based water metering needs to be introduced with Abiana indexed to the same as well as the farm size and corresponding income. The current petty recovery of Abiana is a shame vis-a-vis the palatial palaces in which our feudals (owners of at least 65% of the agricultural land) live. 4) Integrated economics of water guzzling crops like cotton, sugarcane and rice versus their replacement with less water-intensive crops need to be reviewed. 5) Replacement of current practice of crop inundation with drip-feeding is imperative. 6) Investment in the wastewater treatment industry needs to be encouraged.
It goes without saying that like many other sectors, we have burnt all the margins in this respect as well; hence, delay in the implementation of the above measures is not an option.
The writer is a petroleum engineer and an oil and gas management professional
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Punjab unveils budget today,"GB
.
Punjab Finance Minister Mujtaba Shujaur Rehman will present the provincial budget for the financial year 2025-26 in the Punjab Assembly on Monday (today), following its approval in a special cabinet meeting chaired by Chief Minister Maryam Nawaz.
Finance Minister Rehman has said that the upcoming budget will be people-friendly and will reflect the development vision of the chief minister. He emphasized that no new taxes will be introduced, instead, the government will focus on improving the recovery of existing taxes.
According to the minister, effective utilization of provincial assets to increase resources will be a key priority of the government, and successful projects in education, health and social security sectors will continue besides provision of technical and financial assistance to small and medium-sized enterprises (SMEs).
COMMENTS","['POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Heatwave halts trading activities,"US
All tourist spots, parks also give deserted look throughout the day
Amid the scorching sun and intense heatwaves, an oppressive stillness gripped wholesale markets, trading centres, grain markets, and commercial bazaars across the city on Sunday. All tourist spots and parks remained deserted throughout the day due to the unbearable heat, severely affecting the businesses of stallholders.
From 10am to sunset, commercial activity in markets drastically declined. Shopkeepers were seen wiping sweat off their faces while sitting under fans blowing hot air, waiting in vain for customers.
The extreme heat also forced birds to seek refuge in flocks under thick tree canopies. With temperatures soaring between 45°C to 47°C, the skies appeared empty as even birds avoid flying.
The Citizen Action Council has appealed to residents to place water and grains in shaded areas of their balconies and rooftops to help birds survive the heat — a charitable act considered a form of ongoing charity (sadaqah jariyah) for households.
Meanwhile, the relentless heatwave, combined with scarce rainfall, has led to a drop in the underground water table, and many delicate bird species have been found dead.
The intensity of the sun has also impacted loading and unloading activities, badly affecting the working class and daily-wage labourers.
After Eidul Azha, people's purchasing power has significantly declined, and due to the heat, most avoid visiting markets during the daytime. Some citizens only venture out after sunset, but even then, business activity has plummeted. Instead of buying bulk items from wholesale markets, many now prefer purchasing small quantities from neighbourhood shops.
Meanwhile, in homes, streets, mosques, imambargahs, and churches, people have started praying fervently for rain to break the intense heat.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
TikTok murder highlights Pak's unease with women online,"US
Short video app is popular, in part because of its accessibility to a population with low literacy levels
Since seeing thousands of comments justifying the recent murder of a teenage TikTok star in Pakistan, Sunaina Bukhari is considering abandoning her 88,000 followers.
""In my family, it wasn't an accepted profession at all, but I'd managed to convince them, and even ended up setting up my own business,"" she said.
Then last week, Sana Yousaf was shot dead outside her house in the capital Islamabad by a man whose advances she had repeatedly rejected, police said.
News of the murder led to an outpouring of comments under her final post — her 17th birthday celebration where she blew out the candles on a cake.
In between condolence messages, some blamed her for her own death: ""You reap what you sow"" or ""it's deserved, she was tarnishing Islam"".
Yousaf had racked up more than a million followers on social media, where she shared her favourite cafes, skincare products and traditional shalwar kameez outfits.
TikTok is wildly popular in Pakistan, in part because of its accessibility to a population with low literacy levels. On it, women have found both audience and income, rare in a country where fewer than a quarter of the women participate in the formal economy. But as TikTok's views have surged, so have efforts to police the platform.
Pakistani telecommunications authorities have repeatedly blocked or threatened to block the app over what it calls ""immoral behaviour"", amid backlash against LGBTQ and sexual content.
TikTok has pledged to better moderate content and blocked millions of videos that do not meet its community guidelines as well as at the request of Pakistan authorities.
After Yousaf's murder, Bukhari, 28, said her family no longer backs her involvement in the industry.
""I'm the first influencer in my family, and maybe the last,"" she told AFP.
Only 30 percent of women in Pakistan own a smartphone compared to twice as many men (58 percent), the largest gap in the world, according to the Mobile Gender Gap Report of 2025.
""Friends and family often discourage them from using social media for fear of being judged,"" said a statement from the Digital Rights Foundation (DRF).
In southwestern Balochistan, a man confessed to orchestrating the murder of his 14-year-old daughter earlier this year over TikTok videos that he said compromised her honour. In October, police in Karachi, in the south, announced the arrest of a man who had killed four women relatives over ""indecent"" TikTok videos.
These murders each revive memories of Qandeel Baloch, one of the country's first breakout social media stars whose videos shot her to fame. After years in the spotlight, she was suffocated by her brother.
Violence against women is pervasive in Pakistan, according to the country's Human Rights Commission, and cases of women being attacked after rejecting men are not uncommon.
""This isn't one crazy man, this is a culture,"" said Kanwal Ahmed, who leads a closed Facebook group of 300,000 women to share advice. ""Every woman in Pakistan knows this fear. Whether she's on TikTok or has a private Instagram with 50 followers, men show up. In her DMs. In her comments. On her street,"" she wrote in a post.
In the fifth-most-populous country in the world, where 60 percent of the population is under the age of 30, the director of digital rights organisation Bolo Bhi, Usama Khilji, says ""many women don't post their profile picture, but a flower, an object, very rarely their face"".
""The misogyny and the patriarchy that is prevalent in this society is reflected on the online spaces,"" he added. A 22-year-old man was arrested over Yousaf's murder and is due to appear in court next week.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],NEGATIVE
From Imperial China to global stage,"US
Taiwan's Palace Museum charts new century
Taiwan's National Palace Museum, home to one of the world's biggest collections of imperial Chinese treasures, must expand its horizons internationally to let the ""world see Taiwan"", President Lai Ching-te said on Friday as it marked its centenary.
The museum was re-established in Taiwan in 1965 after the Republic of China government lost a civil war with Mao Zedong's communists and fled to the island in 1949, taking with them thousands of cases of antiques once owned by China's emperors, saving them from destruction during and after the revolution.
While it is a top tourist attraction, the presence of so many Chinese artefacts has over the years caused discomfort to those Taiwanese who champion the island's separate and distinct identity from China.
Speaking to inaugurate an exhibit of French impressionist and early modernist paintings from New York's Metropolitan Museum of Art, Lai said the National Palace Museum was a ""state asset"".
""The National Palace Museum not only needs to deepen its roots locally, it also needs to deepen them internationally. We need to go into the world, to let the world see Taiwan, but also to bring the world to Taiwan,"" he said at the museum, located in Taipei's foothills.
""The National Palace Museum is not only the National Palace Museum of Taiwan, but also the National Palace Museum of the world, and I believe these values should be strongly supported by the international community.""
A competing institution remains in Beijing, the similarly named Palace Museum, though the National Palace Museum is not planning any joint anniversary events with China.
Quincy Houghton, the Met's Deputy Director for Exhibitions and International Initiatives, speaking at the event with Lai, praised the close relations between the museums, including in 1996 when the National Palace Museum sent some of its collection to the Met.
""We are honoured to collaborate with the National Palace Museum on its very special centennial year,"" she said.
Works by Pierre-Auguste Renoir, Vincent van Gogh and Paul Cézanne are on show at the National Palace Museum until mid-October. Reuters
COMMENTS","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Messi denied late winner in Club World Cup,"PL
Inter Miami were held 0-0 by Egypt's Al Ahly in the opening match of the tournament
Lionel Messi and Inter Miami were held to a 0-0 draw by Egyptian side Al Ahly on Saturday as FIFA's new 32-team tournament got off to a smooth start in front of 60,927 fans in Florida.
Messi was denied a storybook stoppage-time winner when he saw his curling shot from 20 yards out tipped on to the bar by Mohamed El Shenawy as Miami piled on the pressure in the final minutes of the game.
Al Ahly, who were cheered on by over 10,000 of their supporters, were left to rue a first-half penalty from Egypt international Trezeguet which was saved by Miami's Argentine keeper Oscar Ustari.
But the Egyptians also had El Shenawy to thank for another fine save in the dying seconds to keep out a header from Maxi Falcon as Miami pushed for three points in the Group A clash.
For organisers FIFA, who have faced heavy skepticism over the necessity for the tournament, the absence of a goal was the only disappointment on a night that delivered everything else that their president Gianni Infantino had hoped for from the opening night.
Fears of a low crowd for the opener eased as the seats in the 64,000 venue began to fill up with the stadium almost full at kick-off time.
Thousands of fans of Al Ahly, record 12 times African Champions League winner and 45-time league champions of Egypt, arrived at Hard Rock Stadium well ahead of kick-off and made their presence felt with singing and chanting.
The stadium, home to the NFL's Miami Dolphins, witnessed chaotic scenes last year at the final of the Copa America between Argentina and Colombia where fans broke into the ground after long delays to enter.
But there was an efficient filter system set up for ticket and security checks well away from the stadium perimeter and there were no signs of any problems.
Nor was there any indication of the controversial crackdown on illegal immigrants from US President Donald Trump's administration having any impact on the game in the heavily Hispanic South Florida community.
While there were no goals to celebrate, the game was far from boring with Al Ahly enjoying the better of the first half before Miami improved significantly after the break.
Al Ahly opened up Miami's defence with ease in the opening minutes of the game and Emam Ashour was denied by Ustari after being put through by Trezeguet.
Palestine international striker Wessam Abou Ali had an effort ruled out for offside in the 31st minute and then the Denmark-born forward had a fierce strike tipped over by Ustari.
The penalty came when Telasco Segovia bundled over Zizo but Trezeguet's spot kick was weak and parried out with the former Aston Villa forward unable to react fast enough to the rebound.
Miami were stronger after the break with Messi going close in the 64th minute with a free-kick which grazed the post before hitting the side-netting, tricking part of the crowd into thinking he had scored.
He nearly did in stoppage time, after a well-worked short-corner but the outstretched finger tip of El Shenawy was to deny him.
Miami face Porto in Atlanta on Thursday before returning home to face Brazil's Palmeiras on Monday and while those should be tougher tests, their Argentina coach Javier Mascherano was upbeat.
""The truth is we leave with the feeling that we could have won it in the second half. Going forward we have to do what we did in the second half, not have any fear, shed whatever baggage we had because when we play like that, we can play even with any team,"" he said.
Al Ahly's Spanish coach Jose Riveiro, who only took charge of the team for this tournament, said his team should have finished the game off in the first half.
""It's a game of mistakes. We had a decent amount of chances in the first half to put the game in a different space,"" he said before praising the team's fans.
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
