title,link,content,sentiment_chunks,title_sentiment,content_sentiment
War only option if India blocks Pakistan’s water: Bilawal,https://www.thenews.com.pk/print/1321708-war-only-option-if-india-blocks-pakistan-s-water-bilawal,"ISLAMABAD: Pakistan Peoples Party (PPP) Chairman Bilawal Bhutto-Zardari has warned that if India attempts to block Pakistan’s water, then war would remain the only option left for the country.
“Such actions pose an existential threat to Pakistan... Water is our lifeline, and we will never relinquish our rightful share under any circumstances,” he said during an interview with a German news outlet, DW Urdu.
A high-level Pakistani Parliamentary delegation, led by Bilawal, recently wrapped up high-level peace mission to Brussels after successful visits to Washington, New York and London to debunk the Indian propaganda in the aftermath of recent conflict between the two countries.
During the interview, Bilawal termed India’s threat to stop water flow to Pakistan a clear violation of the United Nations Charter. He stressed that if India resorts to water aggression, “Pakistan will be left with no choice but war.”
He further said that India is involved in supporting terrorist activities inside Pakistan. “Despite that, we have never advocated for war as response to terrorism,” he said.
“We do not want war,” the PPP chief reiterated, emphasizing Pakistan’s preference for peace but asserting that the country’s survival and water security were non-negotiable.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Need to rid finance bill of errors,https://www.thenews.com.pk/print/1321712-need-to-rid-finance-bill-of-errors,"ISLAMABAD: Some glaring mistakes have surfaced in the Finance Bill for 2025-26 tabled before parliament, whereby the Aviation Policy of 2015 was given as reference, but currently, the Policy of 2023 is in place.
Secondly, the FBR proposed tax exemption on import or lease of aircraft by Pakistan International Airlines Corporation Limited (PIACL). The question arises what will happen after the possible privatisation of PIA. A question also arose why the same favour was not granted to other airlines operating in the country under the principle of equity.
There is another issue that on the lease of aircraft, there is a charge of GST on the lease amount, but it does not clarify how this issue would be settled.
Earlier, the mistake on the pension tax surfaced in the proposed Finance Bill 2025-26, which was accepted by the FBR high-ups who commented that it was unintended and would be rectified. If the Finance Bill was approved in its existing shape, it could result in bringing many pensioners into the tax net.
The Finance Bill 2025-26 gives reference to the Aviation Policy 2015. As a matter of fact, the Aviation Policy of 2019 was enacted, and in the latest revision, the Aviation Policy of 2023 was operational at the moment.
Secondly, there is no concept of registration of an airlines, but there is a requirement for a licensing and operation certificate under the ambit of the Civil Aviation Act 2023. There is an immediate need for rectification in Part VI with regard to tariffs in the Finance Bill 2025-26.
The FBR has constituted anomaly committees to rectify the Finance Bill before getting the assent of parliament to convert it into an Act of Parliament.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
PTI protests outside Pakistan Embassy in Washington,https://www.thenews.com.pk/print/1321713-pti-protests-outside-pakistan-embassy-in-washington,"KARACHI: On June 14, the American chapter of the Pakistan Tehreek-e-Insaf (PTI) held a protest outside the Pakistan Embassy in Washington, DC, against what it says is authoritarian rule in Pakistan.
Initially, there was confusion around the planned protest in DC. On June 12, just a day after PTI Chairman Barrister Gohar Ali Khan publicly distanced the party from the protest – suggesting it was the work of individual supporters in the US – the official PTI account on X (formerly Twitter) had posted a promotional tweet endorsing the demonstration. The tweet claimed that “PTI USA, in collaboration with the Pakistani diaspora, is organizing a major demonstration in Washington, DC, to protest against the #UndeclaredMartialLaw in Pakistan.”
On June 14, the official PTI account on X posted a series of posts regarding the protest, along with videos and statements from attendees.
Not only that, PTI USA members also posted on X.
According to the PTI’s official account, “From all across North America, the Pakistani diaspora are raising their voices against dictatorship, repression, and the imposition of undeclared martial law”.
Videos online show that former SAPM during Imran Khan’s time, Dr Shahbaz Gill, was also present at the protest.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
"Petrol price up by Rs4.80, diesel by Rs7.95 per litre",https://www.thenews.com.pk/print/1321714-petrol-price-up-by-rs4-80-diesel-by-rs7-95-per-litre,"ISLAMABAD: The federal government on Sunday announced an increase in the petrol price by Rs4.80 per litre for the next 15 days, raising it to Rs262.59 from Rs254.64 per litre.
In a notification, the Finance Division said that the new petrol price will take effect from June 16.
The rate for high-speed diesel was also increased by Rs7.95 per litre, raising it to Rs258.43 from Rs253.63 per litre.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Govt in talks with ‘crypto mentor’ Michael Saylor on bitcoin reserves,https://www.thenews.com.pk/print/1321717-govt-in-talks-with-crypto-mentor-michael-saylor-on-bitcoin-reserves,"KARACHI: Finance Minister Muhammad Aurangzeb on Sunday chaired a high-level meeting with Michael Saylor, executive chairperson of Strategy (formerly MicroStrategy), and Minister of State for Crypto and Blockchain Bilal bin Saqib to explore the use of Bitcoin as a sovereign reserve asset, according to a statement.
The meeting, held in Islamabad, focused on the role of Bitcoin in strengthening the country’s monetary resilience and accelerating its transition to a digitally enabled economy. “Pakistan aspires to lead the Global South in digital asset adoption,” said Aurangzeb.
Saylor, whose firm is the largest corporate holder of Bitcoin globally, praised Pakistan’s openness to embracing the digital asset. He called Bitcoin a “once-in-a-generation opportunity” for emerging markets to leapfrog legacy financial systems and build long-term economic sovereignty.
Bilal bin Saqib highlighted Strategy’s transformation from a mid-sized software company into a $100+ billion tech giant through disciplined Bitcoin accumulation, adding, “If private individuals can build that in the US, why can’t Pakistan, as a nation, do the same?”
The meeting comes amid growing global momentum behind Bitcoin, punctuated by the recent Bitcoin 2025 conference in the US. There, in his interview with a foreign outlet, Saylor called it the “greatest Bitcoin conference ever”, citing record institutional engagement and swelling public-sector interest. He reiterated his thesis that Bitcoin is “perfect money”, enabling individuals and states to store and transmit economic energy without interference.
Strategy recently doubled its capital plan to $84 billion in a bid to expand Bitcoin holdings and issue Bitcoin-backed financial instruments, such as yield-generating preferred stock -- bridging traditional capital markets and the digital asset economy.
That narrative is gaining traction among governments. In March, the Trump administration announced a sweeping shift in US digital asset policy at the first White House Digital Assets Summit. President Trump unveiled plans for a Strategic Bitcoin Reserve, calling it a “virtual Fort Knox for digital gold”, seeded with as many as 200,000 Bitcoin already in government possession.
Trump vowed never to sell the holdings and ordered federal departments to explore cost-free acquisition strategies and inventory all crypto assets across agencies. “America will follow the rule that every Bitcoin knows very well: never sell your Bitcoin,” he said.
The move -- framed as an end to the federal “war on crypto” -- dismantled key regulatory hurdles which had allegedly pressured banks to sever ties with crypto businesses. Treasury Secretary Scott Bessent said the executive order would “augment the assets side of the United States balance sheet”, while other top officials hailed the pivot as restoring “legal fairness” and unleashing a new era of innovation.
The policy shift and global institutional momentum add tailwinds to Pakistan’s ambitions to position itself as a Bitcoin-ready emerging market. “Bitcoin is the strongest asset for long-term national resilience,” Saylor said. “Pakistan has brilliant people and the clarity needed to lead in this space.”
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
"CEC, ECP members appointment: NA secretariat says procedures being followed",https://www.thenews.com.pk/print/1321718-cec-ecp-members-appointment-na-secretariat-says-procedures-being-followed,"ISLAMABAD: The National Assembly Secretariat on Sunday gave an explanation with regard to constitutional requirements and parliamentary procedures on the appointment of Chief Election Commissioner (CEC) and two EC members.
It stated that these are being fully adhered to and in this regard, Speaker National Assembly Sardar Ayaz Sadiq has written a letter in response to the recent letter from the Leader of the Opposition Omar Ayub.
According to the spokesperson for the National Assembly, the constitutional and legal procedures for the formation of parliamentary committee are being followed in letter and spirit. It was clarified that the first step in this process is mutual consultation between the prime minister and leader of the opposition.
The spokesperson further stated that the Speaker National Assembly also referred to the letter dated 16 May 2025, sent by Prime Minister Shehbaz Sharif to the opposition leader, in which the prime minister wrote for initiation of consultations regarding the nominations.
The speaker National Assembly also wrote if the prime minister and the leader of the opposition fail to reach an agreement on the names of the Chief Election Commissioner or members, then the matter will be referred to the speaker under Article 213(2A) of the Constitution, so that the process for forming the parliamentary committee can be carried forward. The spokesperson added that the prime minister will formally write to the speaker to seek nominations for committee members from all parliamentary leaders.
After this, the speaker will issue letters to all parliamentary leaders and request them to submit names. It has been clarified that the composition of the parliamentary committee will be based on the proportional representation of each party currently present in the National Assembly, ensuring the formation of the committee is completely constitutional and fair.
The spokesperson further stated that the parliamentary committee can only be constituted when names of members are received from both the government and the opposition. If there is a delay or non-cooperation from either side, the formation of the committee will not be possible. The spokesperson also stated that Opposition Leader Omar Ayub Khan had demanded in his letter the immediate formation of a parliamentary committee for the appointment of Chief Election Commissioner and two Election Commission members.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Senate panel asks FBR to define tax fraud threshold that would lead to arrest,https://www.thenews.com.pk/print/1321720-senate-panel-asks-fbr-to-define-tax-fraud-threshold-that-would-lead-to-arrest,"ISLAMABAD: The Senate Standing Committee on Finance has asked the FBR to define a threshold and establish slabs for allowing arrests on tax frauds and imprisonment of up to ten years under the proposed Finance Bill 2025-26.
The FBR has proposed drastic powers, including the sealing of business premises, the seizure of movable property, or the appointment of a receiver for the management of the taxable activity of persons who fail to register themselves. It also proposes to bar operations of bank accounts and transfers for immovable property owners who prefer not to get registered for the sales tax.
On the threshold of tax frauds, the FBR proposed that there should be a limit of Rs10 million maximum for allowing arrest. Without taking stern actions, FBR Chairman Rashid Mehmood Langrial stated that tax fraud cannot be tolerated at all. Senator Anusha Rahman stated that e-commerce was brought into the tax net and proposed that the FBR differentiate for low-income and poor segments of society.
A heated debate occurred among senators and FBR high-ups over whether the arrest in tax fraud to be allowed during the inquiry or after completion of the investigation. Senator Farooq H Naek from the PPP stated that the arrest could only be allowed by the FBR after permission from the judge.
The Senate Standing Committee on Finance and Revenues continued to scrutinise the Finance Bill 2025-26 for finalising its recommendations. After getting assent of the Upper House of Parliament, the recommendation will be forwarded to the National Assembly. It is yet to be seen how many substantial recommendations of the Senate are going to be made part of the Finance Bill to convert into an Act.
Senator Farooq H Naek argued that the NAB law was amended because earlier, the arrest was allowed during the inquiry, and now the FBR was proposing sweeping powers.
FBR Chairman Rashid Mehmood Langrial strongly defended the proposed changes in the Finance Bill and stated that if anyone stole a motorcycle, it becomes a cognizable offense, but the Parliamentary Committee was asked not to arrest anyone involved in tax fraud worth billions of rupees.
Minister of State for Finance Bilal Azhar Kiyani stated that they were improving the procedures of allowing arrest in tax frauds under the proposed bill and explained that in the existing provision of Sales Tax under 37 A to prosecute and arrest whereby Assistant Commissioner IR who, based on material evidence has reason to believe that any person has committed a tax fraud or any offense warranting prosecution may cause arrest of such person, but now under the proposed bill the Assistant Commissioner would have to seek permission of Commissioner to initiate an inquiry. He was of the view that the proposed bill placed safeguards to restrict the powers of the FBR.
At one point in time, the FBR chairman stated if the parliamentary panel was not fine with the proposed safeguards, they would be fine with the existing powers.
The senators were offended because of removing the restriction of Rs1 billion for arresting in tax frauds. The committee proposed that there should be a threshold for allowing arrest. Shibli Faraz, the opposition leader of PTI in the Senate, opposed the FBR move for drastic powers.
The FBR proposed 5-year imprisonment for tax frauds up to Rs1 billion and more than Rs1 billion it should be 10 years but nothing could be finalised.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Revised PPAs with wind power plants expected in next two weeks,https://www.thenews.com.pk/print/1321722-revised-ppas-with-wind-power-plants-expected-in-next-two-weeks,"ISLAMABAD: The task force on power currently in talks with wind power plants (WPPs) is likely to come up with revised power purchase agreements (PPA) in the next two weeks as has been done with IPPs and government power plants. The government has already revised the power purchase agreements with IPPs and government power plants (GPPs).
“We are on a positive track in talks and hope to seal the deal with WPPs, though talks were tough and took time as there were some hiccups mainly because of the issues pinpointed by lenders of the projects,” a senior official of the Power Division, who is also a part of the negotiations with WPPs, told The News.
“Their debt payment tenure stands for 3-4 years and the government functionaries want lenders to enhance the debt payment tenure. We hope to get relief of Re0.13 per unit.”
The government’s task force, which is in talks with WPPs, comprises Power Minister Sardar Awais Khan Leghari, Adviser to the Prime Minister on Privatisation (formerly Special Assistant on Power) Muhammad Ali, National Coordinator Lt-Gen Zafar Iqbal, and representatives from CPPA-G, PPIB, SECP, and Nepra.
“The talks witnessed many stalemates and opposition from lenders of the projects earlier but when they were asked to face the forensic audit, they agreed to initiate talks. However, the talks are very tough but authorities want the revised contracts in the supreme interest of the country. We are heading towards an amicable solution through a transparent manner and may come up with the revised PPAs in the next two weeks.”
Pakistan has 36 operational wind power projects with a cumulative capacity of 1,845.475MW. These projects are primarily located in the Gharo-Jhimpir wind corridor in Sindh province. However, despite this installed capacity, wind power’s contribution to the national energy mix is limited due to transmission constraints and operational challenges.
Out of 36, there are five WPPs installed under CPEC umbrella.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Bilal Azhar Kiyani says govt was improving procedures of allowing arrest in tax frauds under proposed bill
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
"Children of industrial, mine workers can get admission to COMSATS: Maryam",https://www.thenews.com.pk/print/1321724-children-of-industrial-mine-workers-can-get-admission-to-comsats-maryam,"LAHORE: Chief Minister Punjab Maryam Nawaz has announced free education in higher educational institutions for children of industrial and mine workers.
“Children of workers will be admitted to 7 campuses of COMSATS University, Punjab government will pay their fees,” said Chief Minister Punjab Maryam Nawaz Sharif while announcing the initiative of free education for the children of industrial and mine workers in a highest educational institution.
As directed by chief minister, Worker Welfare Fund has invited applications from workers in this regard. The chief minister said, “Workers are crown of our heads, we will provide them every facility including education and health.” She added, “Doors of higher educational institutions are being opened for the children of every worker in Punjab. No child in Punjab, whether he is a child of a worker, will be deprived of education now.” She noted, “We are taking such historic steps for the welfare of workers that are unprecedented in the past.”
Chief Minister Maryam Nawaz Sharif said, “Children of workers in Punjab will be able to study in COMSATS University, Islamabad, sub-campuses Abbottabad, Wah, Attock, Lahore, Sahiwal and Vehari. Children of disabled and deceased workers will also be provided free education at COMSATS University.”
Authorities concerned briefed Chief Minister Maryam Nawaz that registered workers can submit applications by July 9 in Islamabad campus, July 17 in Lahore campus, July 4 in Wah Cantt and Abbottabad, July 11 in Vehari and Attock and August 15 in Sahiwal Campus.
They added, “Application form must be accompanied by a copy of the worker’s national identity card, registered certificate, student’s national identity card or B-Form, social security card or old age benefit. Workers’ children must apply online on the university’s website and submit relevant documents in admission office.”
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Russia has not announced its military deaths since September 2022
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Bilal Azhar Kiyani says govt was improving procedures of allowing arrest in tax frauds under proposed bill
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
"Ukraine says received another 1,200 bodies from Russia",https://www.thenews.com.pk/print/1321727-ukraine-says-received-another-1-200-bodies-from-russia,"KYIV, Ukraine: Ukraine on Sunday said it had received another transfer of 1,200 bodies from Russia as part of an exchange agreement struck in Istanbul talks earlier this month.
“Another 1,200 bodies which the Russian side claims belong to Ukrainian citizens, including military personnel, were returned to Ukraine,” Kyiv’s headquarters for the treatment of prisoners of war wrote on social media.
“In total, 4,812 bodies have been returned this week,” Ukrainian Defence Minister Rustem Umerov said on Facebook. “I am grateful to everyone involved in this humanitarian mission,” he said. Ukraine has not said whether it has transferred any bodies to the Russian side.
The two sides agreed a large-scale exchange of prisoners and bodies of killed soldiers during their latest round of direct talks in Istanbul on June 2. Both Russia and Ukraine typically do not disclose their military losses.
In a rare public estimate, President Volodymyr Zelensky told US news outlet NBC earlier this year that more than 46,000 Ukrainian soldiers have been killed and some 380,000 wounded.
Russia has not announced its military deaths since September 2022, when it said fewer than 6,000 soldiers had been killed -- a figure believed to be vastly lower than reality.
Several independent investigations using open sources, such as the publication of death announcements by local officials and family members,
have reported massive death tolls for Moscow’s army.
The Russian website Mediazona and the BBC’s Russian service said they had identified the names of some 111,000 killed Russian soldiers.
Under pressure to act, govt says that NCA would be asked to find more people who have escaped prosecution
Justices are expected to issue rulings in major cases in coming weeks
Sarkozy had been wearing an electronic ankle tag until last month
Children of workers will be admitted to 7 campuses of COMSATS University, says Punjab chief Minister
Pakistan has 36 operational wind power projects with cumulative capacity of 1,845.475MW
Bilal Azhar Kiyani says govt was improving procedures of allowing arrest in tax frauds under proposed bill
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
