title,content,sentiment_chunks,title_sentiment,content_sentiment
Pak-Bangladesh T20Is begin today,"DK
The three-match series will be played at the Gaddafi Stadium in Lahore
Pakistan are all set to take on Bangladesh in the three-match T20I series commencing from Wednesday, 28 May. The second T20I will be held on Friday, 30 May, while the third and final T20I of the series is scheduled on 1 June.
All three T20Is will be played at Lahore's Gaddafi Stadium, which will host its first T20I series after going through a complete renovation earlier this year. The T20Is will begin at 8pm, with the toss taking place at 7.30pm local time.
Salman Ali Agha will lead Pakistan, while Litton Das to captain Bangladesh. Both sides had their first training session at the Gaddafi Stadium under lights on Monday evening, while they will undergo another training session on Tuesday evening to get themselves ready for the series.
On head to head in Pakistan, both sides have featured in four T20Is with Bangladesh touring Pakistan for T20I in 2020. Pakistan have won three T20Is, while one match was washed out. Overall in five bilateral series, Pakistan have edged out Bangladesh four times with the visitor's only win coming in 2015.
Earlier, Mike Hesson was appointed Pakistan's white-ball coach, while Salman Ali Agha, who has so far led the team in nine T20Is, will continue to the skipper of the side.
Salman Ali Agha, Pakistan captain: ""We had a very productive practice session yesterday and the boys are doing well as a unit. A lot of our players are coming off strong performances in the HBL PSL X, which is one of the most competitive T20 tournaments in the world. That form and momentum are something we are hoping to carry into this series.
""Bangladesh are a quality side with talented players and we are expecting a good challenge from them. I believe fans are in for some thrilling cricket over the next few days.
""I would like to urge fans to turn up in big numbers and support not just us, but the spirit of the game.""
Litton Das, Bangladesh captain: ""We have had a good training session and we are familiar with the conditions here. The players are looking forward to the series. Everyone is focused and understands the challenge Pakistan poses, especially in their home conditions.
""This series is a great opportunity for every player to step up. We are trying a few combinations in the build-up to the T20 World Cup next year and this tour is a valuable part of that process.""
The Pakistan Cricket Board has unveiled the five-member commentary panel for the series. Former Test captains Aamir Sohail and Ramiz Raja, Test cricketer Bazid Khan and former Bangladesh international cricketer Athar Ali Khan alongside Mike Haysman. Zainab Abbas will be the series presenter.
The T20I matches will be broadcast live on A Sports and Ten Sports in Pakistan, while the matches will be live-stream on Tamasha and Tapmad within Pakistan. 24 full High-Definition cameras will beam live action around the globe through PCB's broadcast partners.
For international viewers, Cricbuzz (Middle-East and North Africa), TSports (Bangladesh), Tapmad (Bangladesh), ARY (UK), Dialog (Sri Lanka), Super Sports (Africa) and Willow TV (North America) will broadcast matches internationally.
The tickets for the series have been put on sale to fans from 25 May onwards at TCS Express Centres (infographic attached). To encourage fans to come to the ground, affordable prices have been set for the matches with general enclosures tickets available from PKR 200, while Gallery tickets are available at PKR 2,000.
COMMENTS","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Kuwait visa ban no more,"US
.
Kuwait's landmark decision to lift its 19-year visa ban on Pakistani citizens could make a huge impact on the lives of Pakistani workers seeking employment abroad. The policy change reinstates access to work, family, tourist and commercial visas for Pakistanis, ending a restrictive policy that had been in place since 2011 due to security concerns. Citizens of Iran, Syria and Afghanistan were also included in the 2011 ban.
Relaxation of the restriction shows that the Kuwaitis are prioritising mutual growth, opening the doors for skilled Pakistani workers such as nurses, who make up the majority of the first batch of visa recipients. Indeed, Kuwait has historically benefited from the labour of hundreds of Pakistani health professionals, apart from thousands of people who have worked in all imaginable fields in the tiny oil-rich state.
Kuwait's adoption of an online visa platform also underscores its commitment to modernisation, efficiency and transparency, enabling most applicants to secure visas in under 24 hours. The visa restoration for Pakistanis may also reflect closer diplomatic ties, since years of negotiations between the two nations have led to a new memorandum of understanding to streamline worker mobility and safeguard rights.
At the same time, it is worth noting that Kuwait has been lagging behind other Gulf countries in terms of non-oil economic activity, so much so that even local media, which generally shows restraint while criticising the government, has been lambasting economic policymakers for years.
Much of the criticism has focused on foreign worker policies that have failed to keep up with the times, such as laws dealing with freelancers, education requirements for several visa categories, and property rights, and how places like the UAE have benefited from forward-thinking policies in these areas.
If Kuwait reforms its own rules, it could become a desirable 'home away from home' for thousands of Pakistani entrepreneurs and freelancers.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Incredulous India,"US
To brand a nation that has lost countless lives to terrorism as a terrorist state is a blatant twisting of the truth
In 1991, Rajiv Gandhi was assassinated by a suicide bomber representing the banned separatist organization, Liberation Tigers of Tamil Eelam (LTTE). Subsequently, 21st May was declared Anti-Terrorism Day in India. A day dedicated to promoting peace through awareness and education by conducting trainings and workshops to curb the spread of terrorism. The 1991 assassination, however, was not the first time a terrorist attack (even in the modern sense of the word), had occurred in India.
The first Indo-Pak War was fought from 1947-1948 over the Princely State of Jammu and Kashmir, marking the birth of separatist movements and militant groups in the country, regardless of alleged external support. Insurgent groups in the Northeastern states have fought for greater autonomy since the 1970s. The Meenambakkam Bombing was yet another terror attack by the Tamil Eelam Army in 1984. A plethora of terror incidents to draw from, in particular the Bombay Bombings (1993) followed by the post 9/11 attacks (Indian Parliament Attack (2001), Mumbai Train Bombings (2006) and Mumbai Attacks (2008).
Across the border, Pakistan too has bled in its fight against terrorism -losing more than 70,000 (The South Asia Terrorism Portal) people to terrorist incursions, regardless of who's ""war"" was/is being fought. The fallout from the Afghan conflict in the late 70's and 80's sowed the seeds of extremism. Since then, not only has Pakistan fought homegrown militant groups but faced the reality of sectarian violence and weathered the storm of insurgencies with outside influence.
The sacrifices of the soldiers, the unwavering spirit of the people facing a very real threat to life and the resulting heavy toll on the economy are undisputed facts. To brand a nation that has lost countless lives — both civilian and military — to terrorism as a ""terrorist state"" isn't just insensitive; it's a blatant twisting of the truth. An example of 2009, Pakistan's worst hit year, with 2,586 terrorist, insurgent and sectarian related incidents reported, killing 3,021 people and injuring 7,334 according to the ""Pakistan Security Report, 2009"" published by the Pak Institute for Peace Studies (PIPS). Armed with decades of such experience, in the immediate aftermath of the Pahalgham attack, Pakistan volunteered to allow an independent investigation into the matter; a call that fell on deaf ears.
While the fight for terrorism within the two neighbouring countries is alive, it is rife with contentious statements of the other country's deep state machinations. The age-old blame game gives birth to patriotic fervor, which has sky rocketed post the latest skirmish in the decades long Indo-Pak conflict.
Said patriotism in Pakistan played out with an explosion of nihilistic memes and TikTok videos taking jabs at our institutions and the neighbouring state machinery in equal parts. Another extreme, however, was on full theatrical display in India with calls for the annihilation of the state of Pakistan, fueled fervently by the national media itself. Suffice it to say, the root cause being the rise in tensions. What has also been on the rise is Hindutva nationalism in India since Modi's election in 2014. The extreme hate for the Muslims, especially in Pakistan stems from a narrative that is very old and equally dangerous.
The term ""Hindutva"" was coined by Vinayak Damodar Savarkar in his writings, through which he changed the narrative Swami Vivekan and established in late 1800s where Vivekananda stated that Hinduism was the only universal religion. Savarkar then traced the word Hindu to not be inclusivist, but exclusivist in nature. He prescribed that there are three essentials to Hindutva — a common nation, a common race and a common civilization in turn — making religious belief and practice secondary in nature and thereby excluding Muslims and Christians altogether.
M.S. Golwalker, a prominent advocate of the Rashtriya Swayamsevak Sangh (RSS), further exploited the ever evolving Hindudtva ideology by declaring that Hindus came ""into this land (Hindustan) from nowhere, but are indigenous children of the soil always, from times immemorial and are natural masters of the country specifically referencing the example of Nazi Germany and how it had shown that it was impossible for ""for Races and cultures, having differences to the root, to be assimilated into one united whole, a good lesson for use in Hindustan to learn and profit by.""
The RSS is the ideological mentor of The Bharatiya Janata Party (BJP). Not surprisingly then, the recent attack on Pakistani soil, killing civilians, including two children by attacking civilian areas in the dead of the night has been dubbed by many as an attack reminiscent of the Israeli tactics being used in Palestine. Equally preposterous, and again seemingly taken directly from the Israseli textbook was the justification peddled out, when the Indian representatives, both state and media, deemed all the civilian casualties as terrorists, even children. Hence, hateful tweets from the Indian citizenry followed — one such asking for Pakistan to be flattened just like Gaza.
What then, one may ask, is the significance of 21st May when the BJP and the ruling class presents terror and hate in the mainstream? To see the practical effects of such hateful rhetoric, one does not need to go too far back. The 2002 Gujrat massacre holds all the key elements of terrorism, played out under Modi, Chief Minister at the time, whose controversial role in the incident itself has been widely debated. So much so, he was even denied visa to the United States in 2005, reportedly based on serious concerns surrounding human rights issues. Bilawal Bhutto's words, if ever appropriate, certainly may be used in this context, ""Osama Bin Laden is dead, but the butcher of Gujrat lives. And he is the Prime Minister of India"".
What then does the future hold for the new Hindutva-led Bharat and subsequent Indo-Pak relations?
COMMENTS","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Smoking costs Pakistan $2.5b annually,"DE
Tobacco costs Pakistan 164,000 lives
Tobacco costs Pakistan 164,000 lives and $2.5 billion annually — urgent tax increases can save lives and generate revenues.
In a statement, the World Health Organization (WHO) noted that the country loses Rs700 billion — approximately $2.5 billion — annually due to the devastating impacts of tobacco on public health. It called for urgent measures including increased taxation to save lives. It said all tobacco products on the market, without exception and regardless of its manufacturer, are extremely harmful to health and pose a major risk to vulnerable populations such as children and teenagers.
""As World No Tobacco Day — observed on 31 May — approaches, WHO reaffirms its commitment to partnering with Pakistan to address the chronic health crisis caused by tobacco,"" it said.
It said taxation must be used as a tool to reduce tobacco consumption. Taxation can also increase revenues that can be directed towards health and development priorities.
Without additional measures, the harmful impact of tobacco on public health and the national economy will continue to jeopardize Pakistan's efforts to advance the 2030 Agenda with regard to achieving the Sustainable Development Goals (SDGs).
It said research has shown that tobacco taxation is effective in increasing revenues for the government while also reducing consumption, tobacco-related diseases and pressure on health systems.
""In 2023, following a tax increase on tobacco products in Pakistan, tobacco use declined by 19.2%, with 26.3% of smokers cutting down on cigarette consumption. Revenue collection from the Federal Excise Duty (FED) on cigarettes increased by 66%, from Rs142 billion in 2022-23 to Rs237 billion in 2023-24.""
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
PSX inches up as investors stay cautious,"KR
KSE-100 gains 112 points in range-bound session; K-Electric leads volumes for second straight day
The Pakistan Stock Exchange (PSX) closed modestly higher on Tuesday, posting a gain of 112 points, as the KSE-100 index oscillated in a narrow band throughout the day.
Investors were wary ahead of the budget presentation, although cement stocks rose, driven by hopes for announcement of a real estate package in the federal budget.
Analysts noted that there was some mid-session pressure due to investor concerns over the lack of agreement with the International Monetary Fund (IMF) on budgetary targets and subsidies.
K-Electric was the volume leader for the second consecutive day, with 267 million shares changing hands, following approval of its multi-year distribution tariff for the period FY24 to FY30.
Ahsan Mehanti of Arif Habib Corp commented that stocks staged a recovery amid speculation in the pre-budget session. Hopes for a real estate package in the federal budget sparked a rally in cement stocks.
Investor concerns over the IMF's disagreement regarding key budgetary targets and subsidies and rupee fluctuation caused mid-session pressure. Moreover, the government's measures for increasing tax collection to slash the fiscal deficit aided the positive close, he said.
At the end of trading, the benchmark KSE-100 index recorded an increase of 111.79 points, or 0.09%, and settled at 118,332.91.
According to Topline Securities, the market saw a range-bound session, with the index moving within a confined band due to the rollover pressure and uncertainty surrounding the upcoming budget. It touched the intra-day high of 587 points and low of 77 points before settling at 118,333, up 112 points.
The positive momentum was mainly driven by Meezan Bank, Systems Limited, Pakgen Power, Pakistan Petroleum and DG Khan Cement, which added 223 points to the index, Topline said.
In its commentary, Arif Habib Limited (AHL) remarked that Tuesday's session was largely flat ahead of the May 28 holiday.
Some 48 shares rose while 50 fell. Meezan Bank (+1.61%), Systems Limited (+1.22%) and Pakgen Power (+6.77%) contributed the most to index gains while UBL (-1.78%), Hub Power (-0.82%) and Pakistan Services (-3.5%) were the biggest drags, it said.
AHL added that headline inflation for May 2025 was projected to rise to 3.04% year-on-year, an uptick from 0.3% in April, but still significantly lower than the 11.8% reading in May 2024. The sharp moderation reflects a strong base effect and easing inflationary pressures across key categories such as food and transportation.
Moreover, cement was the standout sector where Flying Cement (+10%) Dewan Cement (+8.29%) and DG Khan Cement (+3.23%) were the major gainers. ""The market appears to be biding time for a positive catalyst to breach 120,000 on a sustained basis,"" AHL said.
Analyst Ali Najib commented that ""consolidation continues ahead of the budget,"" adding that the PSX had a stable day as the KSE-100 index floated in a narrow range and ended the day on a flat note at 118,333, reflecting a gain of 112 points. He noted that investors were likely to exercise caution in the coming sessions amid the ongoing macroeconomic uncertainty.
Overall trading volumes increased to 690.4 million shares compared with Monday's tally of 635.5 million. The value of shares traded during the day was Rs23.8 billion.
Shares of 459 companies were traded. Of these, 211 stocks closed higher, 210 fell and 38 remained unchanged.
K-Electric was the volume leader with trading in 267.6 million shares, gaining Rs0.17 to close at Rs5.89. It was followed by WorldCall Telecom with 31.6 million shares, gaining Rs0.03 to close at Rs1.30 and PTCL with 20 million shares, gaining Rs0.21 to close at Rs24.28. During the day, foreign investors sold shares worth Rs876.7 million, the National Clearing Company reported.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
Legal and ethical dimensions of polygraph testing,"US
.
The recent headlines regarding Imran Khan's refusal to undergo a polygraph test have reignited public discourse around the legal and ethical implications of such investigative techniques. The entry of digital tools like lie detectors into criminal investigations raises important questions: Can a suspect be compelled to undergo a polygraph test without their consent? Are the results of such tests admissible in a court of law?
To address these concerns, it is essential to understand what a polygraph test entails. Commonly known as a lie detector test, a polygraph measures physiological indicators — heart rate, blood pressure, respiratory rate and galvanic skin response — while the subject answers a series of questions.
The assumption is that deceptive responses produce physiological reactions distinct from those linked to truthful answers. However, polygraph testing is not based on an established scientific theory accepted in the field of law or physical science, and thus, its results are not considered conclusive evidence.
The legality of compelling an individual to undergo such a test touches directly upon constitutional protections, particularly the right against self-incrimination and the right to privacy.
In Pakistan, Article 13(b) of the Constitution provides protection against self-incrimination, stating: ""No person accused of an offense shall be compelled to be a witness against himself."" This constitutional safeguard underpins the principle of a fair trial, ensuring that individuals are not forced to provide evidence that may lead to their own conviction.
A landmark judgment in this context is the Indian Supreme Court's ruling in Selvi & Ors v. State of Karnataka (2010), which addressed the involuntary administration of narco-analysis, polygraph tests and brain-mapping techniques. The Court held that such practices violate Article 20(3) of the Indian Constitution, which guarantees the right against self-incrimination, and also infringe on Article 21, which protects personal liberty, including mental and physical privacy.
The Selvi judgment categorically stated that no individual can be compelled to undergo a polygraph test. Informed consent is mandatory, and even when consent is provided, procedural safeguards — such as legal representation and the presence of an independent medical practitioner — must be ensured.
Similarly, in the United States, forcing a suspect to take a polygraph test without their consent may violate the Fifth Amendment, which protects against self-incrimination.
The central legal question relates to the evidentiary value of polygraph results. Courts globally have expressed skepticism regarding the reliability and scientific validity of such tests.
In Selvi, the Indian Supreme Court clarified that while polygraph results may aid investigation if obtained with voluntary consent, they cannot form the sole basis for conviction. Such evidence, due to concerns over reliability and potential misuse, is inadmissible as substantive evidence.
In the United States, admissibility often hinges on the Frye and Daubert standards, which assess whether scientific evidence is generally accepted by the scientific community and meets established reliability criteria. Polygraph results frequently fail these tests, and thus, are typically excluded for fear they may unduly influence juries.
In the United Kingdom, polygraph tests are not used in criminal trials and have only limited application in investigative contexts. Across the European Union, the priority given to human rights leads courts to regard such techniques with caution.
In Pakistan, the Supreme Court's decision in Husnain Mustafa v. The State and another echoed this view. The Court recognised polygraph testing as a modern forensic tool capable of indicating deception but emphasised that its findings cannot be equated with an admission of guilt.
Beyond legal admissibility, polygraph testing raises significant ethical concerns. The possibility of coercion — whether overt or subtle — during the process of obtaining consent cannot be discounted. Moreover, physiological responses may be influenced by anxiety, medical conditions or the testing environment, rather than deception.
Another critical issue is the potential for institutional misuse. In high-profile cases, investigative agencies might use polygraph results to sway public opinion or create an illusion of progress, regardless of the scientific credibility of the findings. Over-reliance on such methods could divert attention from more reliable investigative tools like forensic analysis, corroborative witness testimony and digital evidence.
Polygraph tests also risk undermining the interrogative competence of law enforcement agencies. While these tests may offer psychological leverage or investigative leads, they must not be prioritised over constitutionally sound procedures or used at the expense of a suspect's fundamental rights.
There is broad consensus within the legal and academic community that individuals should not be compelled to participate in polygraph testing and that the admissibility of such results must be heavily restricted. Courts have rightly emphasised that criminal justice cannot be reduced to a spectacle reliant on questionable science.
The controversy surrounding Imran Khan's refusal to undergo a polygraph test underscores the delicate balance between science, law and ethics in criminal jurisprudence.
While polygraph tests may have a supplementary role in investigations, their inherent limitations must not be overlooked. Legal frameworks must continue to uphold voluntariness, due process and the right against self-incrimination — ensuring that justice is not only done but is seen to be done in a fair and constitutionally sound manner.
COMMENTS","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],NEGATIVE
NA opposition leader protests 'censorship',"US
.
Leader of the Opposition Omar Ayub Khan formally wrote a letter to the Speaker of the National Assembly on Tuesday, expressing concerns over what he described as increasing censorship of parliamentary speeches and an alleged breach of constitutional and procedural norms.
In the three-page letter, the NA opposition leader reminded NA Speaker Ayaz Sadiq of his constitutional role as the custodiannot the masterof the House. The letter underscores repeated instances where, according to Ayub, opposition members' speeches were either censored or cut and altered when official footage was requested, raising concerns over transparency and fairness.
""Since the commencement of the current Assembly in 2024, opposition members have faced increasing censorship not only through restricted media coverage but also through the editing and significant alteration of our recorded speeches,"" he wrote. ""When I and other members requested access to official footage of our speeches, we found them substantially cut and manipulated.""
""I must also remind you that under the law and tradition, the Speaker is the custodian, not the master of the House,"" Ayub stated, ""The custodian of this august institution cannot arbitrarily suppress or distort the voice of the peoples' representatives.""
The opposition leader emphasized that members of the National Assembly are constitutionally entitled to express their views freely.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Modi's latest vitriolic draws FO rebuke,"US
Terms Indian PM's accusations against Islamabad 'reckless provocation'
The Foreign Office on Tuesday vehemently rejected Indian Prime Minister Narendra Modi's latest statement accusing Pakistan of supporting terrorism, terming it a ""reckless provocation.""
On the second day of his visit to the state of Gujarat, while addressing party workers in Gandhinagar, Modi spoke about the militant attack in Pahalgam and India's military response, 'Operation Sindoor'.
Speaking about the Pahalgam attack, Modi said, ""This cannot be called a proxy war, because the terrorists killed on May 6 during Operation Sindoor were given state funerals in Pakistan. Their coffins were draped in Pakistani flags and were saluted by the Pakistani military. This proves that these acts of terrorism are not just proxy warfare but part of a well-thought-out war strategy.""
It is worth noting that Pakistani civilian and military officials have repeatedly claimed that Indian strikes in various cities across Pakistan have killed innocent civilians, including women and children.
Modi stated: ""I want to tell the new generation how this country was ruined. The way the Indus Waters Treaty was signed in the 1960s — if you examine its details, you'll be shocked. The treaty even stated that the dams built on rivers in Jammu and Kashmir would not be cleaned, and their gates would not be opened.""
""For 60 years, those gates were not opened. India's water reservoirs, which should have been filled to 100% capacity, were reduced to just 2-3%. Don't the people of my country have a right to that water? Shouldn't our people get their rightful share?""
""And I haven't even done much yet. We've just announced the suspension of the treaty — and they [Pakistan] are already sweating. We slightly opened the dam gates to start cleaning, and even that much caused floods over there.""
The Foreign Office vehemently rejected Modi's diatribe. ""Pakistan has taken note of the recent remarks by the Prime Minister of India, delivered in Gujarat with the theatrical flourish of a campaign rally rather than the sobriety expected of the leader of a nuclear-armed state,"" noted the Foreign Office.
""The hate-driven invocation of violence in his remarks is deeply disturbing, not only for its content but for the dangerous precedent it sets in a region already burdened by volatility. We regret the continued erosion of maturity and decorum in Indian statecraft,"" it added.
""Such statements blatantly violate the fundamental principles of the United Nations Charter, which obliges member states to resolve disputes peacefully and to refrain from the threat or use of force against the sovereignty or political independence of other states.""
The Foreign Office said that Pakistan views these remarks as a ""reckless provocation"", intended to distract from the ongoing human rights abuses and demographic engineering in Indian Illegally Occupied Jammu and Kashmir (IIOJK).
Pakistan's record as a leading contributor to the UN peacekeeping and its consistent cooperation in the global counter-terrorism efforts speak louder than any hostile soundbite, according to the statement.
""If extremism is indeed a concern for the Indian government, it would do well to turn inwardtoward the alarming rise of majoritarianism, religious intolerance, and the systematic disenfranchisement of minorities under the increasingly brutal Hindutva ideology.""
The statement said Pakistan remains committed to peace based on mutual respect and sovereign equality. However, any threat to its security or territorial integrity will be met with firm and proportionate measures, in accordance with Article 51 of the UN Charter.
The Foreign Office stressed that the international community must take serious note of India's escalating rhetoric, which undermines regional stability and the prospects for lasting peace.
Israeli provocation
A separate statement issued by the Foreign Office spokesperson said that Pakistan condemned in the strongest possible terms the latest provocative actions by Israeli occupation power as well as illegal settlers to undermine the religious, historical and legal status of the Al-Aqsa Mosque.
""Such actions are unacceptable and constitute a flagrant violation of the international law, and have the potential to further escalate an already volatile situation in the region,"" it said. ""Pakistan calls for upholding the sanctity and historical status of the holy sites, and preventing Israel from any further provocations.""
The Foreign Office statement also deplored the continued targeting of the Palestinian civilians in Gaza by the occupation power. The latest reprehensible attack against a school sheltering displaced families in Gaza was an example of continued Israeli impunity.
""The harrowing images being witnessed by the world in the aftermath of the attack that resulted in dozens of deaths, many of them children, should be a wake-up call for the international community. These attacks must end forthwith, and Israel must be held accountable for its heinous crimes,"" it stressed.
The spokesperson said Pakistan reiterated its unwavering support for the Palestinian people's right to self-determination and called for the establishment of an independent, viable and contiguous Palestinian state based on pre-1967 borders, with Al-Quds Al-Sharif as its capital.
(WITH INPUT FROM APP)
COMMENTS","['NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
"Body of nationalist worker exhumed, given to family","AU
Deceased was unlawfully buried by police defying court orders
The body of nationalist worker Irfan Ali Laghari was exhumed on Tuesday from Mulan Muhammad Shah graveyard in Noushehro Feroze on court orders and then handed over to the family of the deceased for burial. Earlier, the police buried the body which ignited controversy.
The Sessions Judge Nadeem Badar Qazi not only ordered the exhumation but he also allowed the family to take the body to Civil Hospital Moro for the postmortem which was already performed in Liaquat University Hospital, Hyderabad, on May 23.
Qurban Ali Laghari, brother of the deceased, informed the court that the police unlawfully took Laghari's body to LUH Hyderabad and buried him on May 24.
A day ago the same judge had issued a show cause notice to the district SSP Bashir Ahmed Brohi stating that the court on May 24 had directed him to handover the body to the family either through the police or a non-governmental organisation. The judge underlined that his order was not complied as the police buried the body.
Laghari's burial will be performed in his village Bijarani Laghari in Moro on Wednesday afternoon.
The deceased has been survived by a child and his widow who is reportedly expacting a baby. Besides Irfan, another resident of the same village, Zahid Laghari, also lost his life in alleged police firing on May 20.
Meanwhile, the Inspector General Sindh Police Ghulam Nabi Memon has formed a five-member inquiry committee to probe the May 20 Moro incident in which two nationalist workers were killed and the house of Sindh Home Minister Ziaul Hassan Lanjar was partially torched.
The DIG Karachi west, Irfan Ali Baloch will head the committee while SSP Anti Vehicle Lifting Cell Amjad Ahmed Shaikh, SSP Shaheed Benazirabad district Shabbir Sethar, DSP CIA Hyderabad Iftikhar Buriro and Sub Inspector Naek Muhammad Khoso are its members. The committee has been given five days to complete the task.
However, some of the nationalist leaders have rejected the committee, arguing that they do not expect a transparent probe by the police. ""A judicial commission comprising two judges of the Sindh High Court and the Sessions Judge Noushehro Feroze should conduct the inquiry,"" said Jeay Sindh Mahaz's Chairman Riaz Ali Chandio.
He alleged that the home minister and the police under him were involved in the killings of peaceful protesters.
As per the postmortem report from the LUH, a fatal gunshot to his face ultimately took Laghari's life after three-days of life saving medical treatment. He had also sustained a gunshot to his leg.
The report pointed out that some abrasions on his forehead, left foot and left leg also existed. The bullet which pierced through his face, stuck in his skull, making a 3.5-centimeter hole. The bullet wound on his leg was 1.5cm in size.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
