title,content,sentiment_chunks,title_sentiment,content_sentiment
Air India black box data downloaded,"SG
The black boxes of the plane - the cockpit voice recorder (CVR) and flight data recorder (FDR) - were recovered
Investigators have downloaded flight recorder data from an Air India crash this month that killed 260 people, India's civil aviation ministry said on Thursday, a long-awaited step towards understanding the world's worst aviation disaster in a decade.
The London-bound Boeing 787 Dreamliner crashed moments after takeoff from India's Ahmedabad city on June 12, killing 241 of the 242 people on board and the rest on the ground.
The black boxes of the plane - the cockpit voice recorder (CVR) and flight data recorder (FDR) - were recovered in the days that followed, one from the rooftop of a building at the crash site on June 13, and the other from the debris on June 16.
The ministry said data from the front recorder was accessed on Wednesday by a team led by India's Aircraft Accident Investigation Bureau (AAIB), with the US National Transportation Safety Board.
""These efforts aim to reconstruct the sequence of events leading to the accident and identify contributing factors to enhance aviation safety and prevent future occurrences,"" the ministry said in a statement.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Pakistan pledges to stamp out torture,"NL
Pakistan remained committed to eradicating torture and strengthening protections for all individuals
As the world observes the International Day in Support of Victims of Torture on Thursday, Pakistan reiterated its solidarity with torture victims globally and reaffirmed its commitment to eradicating torture and upholding human dignity.
""Islam upholds the sanctity and dignity of every human being. Any act of torture or cruel, inhuman, or degrading treatment is incompatible with the values of justice, mercy, and compassion that are at the core of Islamic teachings,"" the Foreign Office spokesperson said in a message on the Day.
He said that guided by these values and its international obligations, Pakistan remained committed to eradicating torture and strengthening protections for all individuals.
""Legal reforms, institutional safeguards, and oversight mechanisms continue to be strengthened by Pakistan to ensure accountability and uphold the rule of law. Measures are also being taken to provide victims with medical, legal, and psycho-social support,"" he remarked.
The spokesperson said that Pakistan remained gravely concerned at the widespread and systematic use of torture as an instrument of oppression in situations of foreign occupation.
He highlighted that the people of the Occupied Palestinian Territory and the IIOJK continued to be subjected to the worst forms of torture and other cruel, inhuman, or degrading treatment or punishment by the occupying powers to suppress their right to self-determination.
""Pakistan reiterates its call on the international community to condemn the crimes of these occupying powers and to hold them accountable, in addition to helping end the plight of the victims of their torture and oppression,"" he added.
COMMENTS","['POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Performances that shaped Mahira,"NL
The unforgettable fourteen years of Pakistan's favourite superstar
Mahira Khan marked 14 years in the industry with an Instagram post on Wednesday that read: ""Today marks 14 years of my debut. Today, in this very moment, I am sitting under the same skies where I prayed, dreamed, worked hard, manifested... Today I bow my head in gratitude.""
Today, Mahira Khan is a household name across South Asia, but her legacy has been built gradually through a body of work that has helped shape the landscape of Pakistani cinema and television. Known for portraying women who are vulnerable, flawed, resilient, spiritual, and brave, Mahira has consistently taken on roles that challenge and expand the representation of femininity on screen.
Her breakout role, Ayesha, came in Bol (2011), marking the beginning of her ascent as one of the region's most influential actors. As the quiet, supportive sister to Humaima Malick's Zainab, her lightheartedness and inner strength reflected the lives of many women caught in abusive family dynamics in Pakistan. The film changed the course of Pakistani cinema and launched Mahira into stardom.
Throughout her ongoing career, Mahira has been part of many iconic projects, portraying her acting chops through incredible characters alongside some of the biggest names in the industry.
'Humsafar' (2011)
Humsafar is arguably Mahira's most beloved role and made her shy heroine, Khirad, a national sweetheart overnight. Starring opposite Fawad Khan's suave Ashar, Mahira's character starts out as a simple, educated girl forced into a marriage of convenience. As the two develop feelings for each other, a sinister scheme by her mother-in-law, played by Atiqa Odho, tears the couple apart. When betrayed and cast out, she raises her child alone, returning not for revenge, but to be heard and to fight for the rights of her daughter. Khirad's strength and dignity highlight the power of mothers.
'Shehre Zaat' (2012)
Adapted from Umera Ahmad's novel of the same name, Shehre Zaat finds Mahira playing Falak, a self-centred sculptor from a wealthy family, obsessed with outer beauty and romantic ideals. After her marriage to Mikaal Zulfiqar's character fails due to his infidelity, she turns inward, questioning ego, faith, and identity - and giving one of the best performances of her career. She ultimately turns to God, going through a spiritual journey with the help of her grandmother, played by Samina Peerzada. The TV series has been praised for showing strong female characters, a break from the mopey, weak portrayals of women commonly written.
'Bin Roye' (2015)
Her first role next to superstar Humayun Saeed was for Bin Roye, a film adapted from a novel by Farhat Ishtiaq. Mahira plays Saba, a naive and emotional girl who is deeply in love with her cousin, played by Humayun. However, he falls in love with her sister and marries her, and Saba's grief turns to bitterness. After her sister passes away in an accident, Saba goes into guilt-ridden shock, but she is married off to Humayun's character to accompany him to America and also to take care of his son. Her journey moves from possessive love to self-realisation. Saba is one of Mahira's most emotionally volatile roles, showing jealousy, vulnerability, and redemption. The success of this film resulted in it being adapted into a television series with the same name, with the same cast.
'Verna' (2017)
Verna is a powerful story of Sara, played by Mahira, who is kidnapped and sexually assaulted by a powerful politician's son. She refuses to stay silent, fights the system, and takes matters into her own hands. This gut-wrenching story becomes an inspirational tale of a woman who goes against all odds to fight back against the injustices done to her. Near its release, Central Board of Film Censors stated, ""The general plot of the movie revolves around rape, which we consider to be unacceptable,"" as they moved to ban it in Pakistan. However, after an outcry from women's rights activists, the film was released and well-received for its portrayal of jarring and real issues women in Pakistan go through, especially if they have been victims of sexual violence.
Right now, Mahira is making waves in the media for her new film with Humayun, released on Eidul Adha. Love Guru is a modern-day love story, where Humayun plays a ""love guru"" who helps people find love and get married, until he is tasked with breaking up the forthcoming wedding of the character, played by Mahira. As reactions and reviews are pouring in, the film has received mixed reviews on story and acting; however, the chemistry between the leads has been highly praised.
Not only has Mahira shone as an actor, but she has also emerged as a vocal advocate for human rights. Her career reflects a deep commitment to telling stories that matter, both on screen and beyond it.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
KMC Council passes Rs55b budget with majority,"NL
In a rare display of political maturity, no ruckus in the house during session
The Karachi Metropolitan Corporation (KMC) Council approved a budget of Rs55.28 billion for the fiscal year 2025-26, by a majority vote, during a session chaired by Mayor Karachi Murtaza Wahab. Deputy Mayor Salman Abdullah Murad and Municipal Commissioner Afzal Zaidi were also in attendance, along with other notable figures. For the first time in KMC's history, all council members were given the opportunity to participate in discussions and offer suggestions before the budget was passed.
Wahab stated that the new budget will open fresh avenues for the city's development and ensure equal treatment for all union committees. He reassured that the promises made to the people of Karachi would be fulfilled, emphasising that development funds had been allocated fairly across all areas. The mayor acknowledged input from both the treasury and opposition benches, noting that useful proposals had been presented for the improvement of the city's development projects. He also expressed hope that all elected representatives would support public welfare initiatives through mutual consultation.
Meanwhile, Parliamentary Leader Karamullah Waqasi appreciated the manner in which the budget was presented, allowing every member to express their views. He noted that development work was underway across 246 union committees, with 71% of the planned work completed. Further, Waqasi urged accountability in case of any corruption, and clarified that the Rs3 billion allocated for the K-IV water project had been provided by the federal government, not the city administration.
Separately, Council member Najmi Alam highlighted equal spending of the CLIP fund across towns, confirming that Rs20 million had been allocated to each union committee. He also pointed out that stormwater drains were clogged with plastic bags, proposing a ban on plastic use.
Deputy Parliamentary Leader Juman Darwan, stating that a budget reflects the performance of an institution, criticised the federal government for making promises to Karachi but failing in deliverance. He praised the KMC budget for addressing key urban challenges including sewerage, water supply, roads, and other critical sectors.
Following approval of the budget, the city council meeting was adjourned indefinitely.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],POSITIVE
"K-P budget decision unanimous, says Shibli","NL
.
Opposition Leader in the Senate Shibli Faraz on Thursday said the PTI political committee had unanimously decided to present the Khyber- Pakhtunkhwa budget and that they would consult PTI Patron-in-Chief Imran after meeting him.
Any suggestions from Imran would be approved by a two-thirds majority, he added.
Speaking to the media outside Adiala Jail alongside K-P government Finance Adviser Muzammil Aslam, Faraz alleged that there was a conspiracy to prevent the presentation of the K-P budget in order to create a constitutional crisis.
He said before tabling the budget, the PTI founder had instructed him, Muzammil Aslam, Omar Ayub, Taimur Jhagra and Ali Amin Gandapur to consult with one another.
""We made several attempts to meet the PTI founder, but permission was not granted,"" Faraz said. ""Therefore, the budget was presented in line with the political committee's decision.""
He dismissed talk of ""minus one"" or ""minus two,"" saying that people still firmly stood with the PTI founder. Passing the budget had defeated the conspiracy, he noted.
He further stated that the budget is provisional and that changes can be made at the PTI founder's direction.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Safety off track,"DE
.
Pakistan Railways is lurching from one preventable disaster to another. In just the first six months of 2025, the network has witnessed 45 train-related accidents. Of the 45 incidents, 22 involved passenger trains and 20 freight trains. No amount of official statements or half-hearted safety ""initiatives"" can now mask the dangerous reality that our railways are neither safe nor reliable.
The consequences extend beyond physical injuries and financial losses running into tens of millions of rupees. Each accident disrupts lives, paralyses trade and erodes public confidence. The recent kidnapping of passengers on the Jaffer Express marks a new low — one that exposes the railway's failure not just in safety, but also in security.
For years, Pakistan Railways has operated on outdated infrastructure and a bureaucracy that prioritises damage control over meaningful change. That has to end. The way forward is clear, but it requires political will and administrative resolve. First, unmanned level crossings — death traps across the country — must be eliminated through either full automation or permanent staffing. Second, real-time monitoring and fail-safe signalling systems must be made standard. Third, any staff negligence — from drivers to supervisors — must face swift and transparent accountability. And finally, the security apparatus on trains needs to be overhauled. If passengers cannot travel without fear of abduction, then Pakistan Railways has failed in its most fundamental duty.
The tracks are stained with negligence, and each new incident should serve as a final warning. Pakistan cannot afford to lose more lives and billions in economic losses due to institutional inertia. The railways serve as a lifeline for millions — especially those who cannot afford alternatives. Dismantling the system is not the solution. Reforming and rebuilding it from the ground up is.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
ICC enforces key changes in all formats,"DE
The changes for white-ball formats will take effect from July 2
The International Cricket Council (ICC) has introduced several important changes to its playing conditions, which will apply across all formats of the men's game. These changes aim to improve the pace and fairness of play and will come into effect from July 2, 2025, for white-ball matches, while some are already active in the current World Test Championship (WTC) cycle.
Stop clock introduced in Test cricket: After being trialled in limited-overs formats, the stop clock will now be used in Test matches to address slow over rates. The fielding team must be ready to start the next over within 60 seconds of the previous one ending. Umpires will give two warnings before awarding five penalty runs for each further delay. The countdown will reset every 80 overs and will be visible on screen.
Updated saliva rule: The ban on using saliva to shine the ball remains, but umpires will no longer need to change the ball immediately if saliva is applied accidentally. Instead, they will assess whether the condition of the ball has been affected. If the ball behaves unusually but hasn't changed significantly, five penalty runs will be given to the batting side, but the ball will not be replaced. New DRS dismissal protocol: A major change has been made to the Decision Review System (DRS). If a batter is given out caught, but replays show no bat involved, the third umpire will now check for a possible lbw dismissal. If ball-tracking shows the ball hitting the stumps and the decision falls under ""umpire's call,"" the original out decision will still stand.
Catch review allowed on no-ball: If a no-ball is called during a delivery where a catch is taken, the TV umpire will still review the catch. If it's clean, the batting team will only get the run for the no-ball. If it's not a fair catch, the batting side will receive any completed runs as well. These changes are part of the ICC's efforts to modernise the game, make it more efficient, and ensure fairer play across formats.
COMMENTS","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
