title,content,sentiment_chunks,title_sentiment,content_sentiment
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
"Couple dies, child survives in road crash","US
The injured child was rushed to a nearby hospital for treatment.
A road accident claimed the lives of a couple from Attock on Tuesday, while their young child miraculously survived with injuries in the scenic Kaghan Valley. According to police, the family's vehicle skidded off a mountainous road and plunged hundreds of feet into a deep ravine.
The incident occurred near a sharp curve, where the vehicle lost control and fell into a fast-flowing stream below. Rescue 1122 and local volunteers conducted a challenging operation to retrieve the bodies.
The injured child was rushed to a nearby hospital for treatment.
Eyewitnesses described the scene as deeply distressing, leaving both tourists and locals shaken. This is the latest in a series of accidents that have marred the ongoing tourism season in Kaghan and Naran valleys.
Earlier this year, three people — including a child — died in a similar crash near Batakundi, while another incident near Jalkhad left multiple tourists injured when a car overturned on a slippery road due to over-speeding.
Despite safety measures such as increased patrolling, warning signs, and awareness campaigns, road accidents in the region continue to rise. The KDA and district administration have once again urged tourists to drive cautiously, especially on steep slopes and blind turns, and called for stricter enforcement of road safety protocols.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Raducanu praises Wimbledon,"US
The former US Open champion had been followed by a man
Briton Emma Raducanu said she felt reassured about her safety after Wimbledon prevented a man who had been stalking her from buying tickets for the Grand Slam that begins on Monday.
The former US Open champion had been followed by the man to WTA events in Singapore, Abu Dhabi and Doha earlier this year and she broke down in tears after noticing him during one of her matches at the Dubai Championships in February.
The man was given a restraining order by Dubai police and banned from all Tour events but officials at Wimbledon, which is organised by the All England Club, had to block him following a sweep of the public ballot applicants.
""Wimbledon and everyone did an amazing job,"" Raducanu told the BBC. ""I got a notification, the police contacted me and told me everything was OK.""
""I know that I'm not the first athlete to go through this, and I probably won't be the last — not just as an athlete, but females in general.""
The 22-year-old, who had not yet been born when then world number one Monica Seles was stabbed in the back by a fan at an event in 1993, said she felt much safer with extra security at events.
""I have a lot more protection around me — especially the ones here in the UK, where it's busy and there's more spectators around. I feel a difference, and that reassures me and makes me feel more comfortable,"" she added.
Raducanu also praised British number two Katie Boulter for sharing her experience of online abuse.
""I try and not read the comments or look at the messages because it makes you upset,"" she said. ""It doesn't matter how many positive comments you read, you are always going to remember the more negative ones — so I just try and stay away.""
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],NEUTRAL
13m passports issued in two years,"US
Directorate working round the clock to clear the backlog
Authorities have issued over 13 million passports in the last two years, including 130,318 to the overseas Pakistanis via online service, as the country witnesses a surge in demand for this vital travel document, according to the annual performance report of the Directorate of Immigration and Passports.
According to the report, the directorate has been working round the clock to clear the backlog and provide prompt service to the citizens. It said that the total number of the Pakistani passports issued to the people has reached 232 million.
The data showed that for the past 17 years, the authorities have been issuing 3.4 million passports annually. However, a surge has been witnessed in the demand for passport during the last two years. As a result the issuance increased to 6.7 million passports annually. In the last 16 years, the directorate collected a total of Rs295.7 billion as the passport fee. In the last two years, the amount has doubled to Rs40 billion annually. Last year, the department issued 53 Pakistan Citizenship Certificates, 4,447 renunciation certificates and one naturalisation certificate.
The report says that the directorate has upgraded its Infrastructure and introduced modern security features. It included 32 new passport counters across the country and round-the-clock passport provision facility in all major cities of the country.
Ten modern passport printers and 6 laminators have been purchased for timely printing of passports, while an e-gate system is being introduced on passports across the country linked to e-passports. The passport app has also been updated. During the last year, the passport department has been built as per modern requirements. The department is committed to providing easy services to Pakistani citizens around the world, DG Passports Mustafa Jamal Qazi said.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Female pharaoh's erasure unrelated to gender,"SG
Why did Queen Hatshepsut's stepson destroy her statues?
She was one of ancient Egypt's most successful rulers, a rare female pharaoh who preceded Cleopatra by 1,500 years, but Queen Hatshepsut's legacy was systematically erased by her stepson-successor after her death.
The question of why her impressive reign was so methodically scrubbed has attracted significant debate, but in new research published Monday, University of Toronto scholar Jun Wong argues far too much emphasis has been placed on her gender.
""It's quite a romantic question: why was this pharaoh attacked after her death?"" Wong told AFP, explaining his interest in a monarch who steered ancient Egypt through a period of extraordinary prosperity.
Earlier scholars believed Queen Hatshepsut's stepson Thutmose III unleashed a posthumous campaign of defilement against her out of revenge and hatred, including because he wanted to purge any notion that a woman could successfully rule.
""The way in which (Hatshepsut's) reign has been understood has always been coloured by her gender,"" Wong said, referencing beliefs that Thutmose III may have viewed her as ""a kind of an evil stepmother.""
Hatshepsut ruled Egypt roughly 3,500 years ago, taking over following the death of her husband Thutmose II.
Wong reassessed a range of material from damaged statues uncovered during excavations from 1922 to 1928.
He said there is no doubt Thutmose III worked to eliminate evidence of Hatshepsut's achievements, but his efforts were ""perhaps driven by ritual necessity rather than outright antipathy,"" Wong said.
Thutmose III may have been trying to neutralise the power of his predecessor in a practical and common way, not out of malice.
He also found that some of the statues depicting Hatshepsut were likely damaged because later generations wanted to reuse them as building materials.
""For a long time, it has been assumed that Hatshepsut's statuary sustained a vindictive attack,"" Wong said, arguing that a fresh look at the archives suggests ""this is not the case.""
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Samar talks about co-star Aina,"US
'Parwarish' star on new drama, fans shipping
Samar Abbas Jafri and Aina Asif have captured the hearts of Pakistani drama fans through their on-screen chemistry and compelling performances in Parwarish. Sharing a candid off?screen friendship as well, Aina and Samar play Maya and Wali in the hit TV series.
In an interview with a local news outlet, Samar said that he is happy that fans are enjoying his pairing with Aina. ""If you are playing a character and they are showing a 'love angle', and people love it, what's better than that for the actors?"" Samar added, ""Chemistry is the most important thing for the male and female leads.""
Talking about what he feels he has in common with Wali, he said, ""I could relate to that character because one of his biggest struggles was about music."" Samar, who released the music video for Hoor earlier this month, said Wali's arc made him reflect on his journey as a musician, confessing, ""I thought I was not good enough for music."" Building confidence in his music was not easy, but the young actor is grateful for the positive reception of his songs for the drama series.
Parwarish is a family drama that delves into the emotional complexities of parenting and adolescence, exploring how generational trauma, pressure, and societal expectations shape young minds. The story follows two teenagers, played by Aina and Samar, as they navigate rigid upbringings, conflicting family dynamics, and the search for personal identity.
The duo first appeared together in the 2023 hit Mayi Ri, where Samar played Fakhir and Aina portrayed Annie. Critics and audiences alike praised their acting skills, and the internet was soon ""shipping"" the pair. In a recent interview with Buzz, Aina echoed her co-actor's sentiments, ""We are very good friends, and I don't mind fans shipping us together,"" she said.
""I wouldn't want it to happen with anyone else."" Aina explained, ""Because that would make me uncomfortable to work with them then. But with Samar, I'm comfortable because we share such a good bond. And I know that he always has the best interest and heart for me.""
Earlier this year, while appearing on a local channel's morning show, the duo appeared with their Parwarish castmates Reham Rafiq and Abul Hasan. Talking about the themes of their drama, the Gen Z actors gave their take on parenting. Samar advised parents not to pressure their children to do things, ""If you force them, kids become rebellious."" Talking about facing challenges, Aina said, ""Before delving into solutions, we must first identify the problem,"" building on her own life experiences and how parents can help their children successfully.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Pakistan to export skilled workers to KSA,"PK
Overseas Pakistanis are the backbone of the country and play a role in boosting the national economy
The Overseas Employment Corporation (OEC) will facilitate the export of skilled workers to Saudi Arabia.
An official source told APP in Islamabad on Tuesday that the demand for Pakistani skilled and unskilled workers is increasing due to the productive and constructive policies of the incumbent regime.
He said that already thousands of workers are working in the Gulf Cooperation Council (GCC) countries and sending huge remittances to their homeland.
He said that overseas Pakistanis are the backbone of the country and play a role in boosting the national economy.
COMMENTS","['POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
"Six killed, 10 injured in Quetta bus inferno","US
Balochistan government orders inquiry to ascertain cause of fire
In a tragic incident, at least six people lost their lives and more than ten others sustained injuries when a passenger bus suddenly caught fire near the Western Bypass in Quetta, the provincial capital of Balochistan.
Rescue teams rushed to the site and shifted the injured to nearby hospitals for urgent medical treatment.
According to eyewitnesses, the fire broke out during the journey, causing panic and chaos among the passengers. Rescue personnel managed to save several individuals through prompt action, but unfortunately, six individuals succumbed to their injuries.
The Balochistan government expressed deep sorrow over the tragic incident and has ordered an immediate inquiry into the cause of the fire.
Provincial government spokesperson Shahid Rind extended heartfelt condolences to the bereaved families. He said the injured are being provided immediate and quality medical care, adding a formal investigation has been launched to determine the cause of the fire.
He noted that strict legal action would be taken against those found responsible, adding all possible assistance will be provided to the victims and their families.
The spokesperson further said all relevant authorities are fully mobilized and hospitals are providing the injured necessary facilities and support.
This incident is yet another grim reminder of the dangers posed by reckless driving, poor vehicle maintenance, and inadequate road safety measuresfactors that continue to claim precious lives in Quetta and other parts of Balochistan.
Such accidents, unfortunately, have almost become the order of the day, highlighting the urgent need for reform and enforcement of safety standards on public transport.
CM discusses province issues with NP chief
National Party (NP) chief and former chief minister Dr. Abdul Malik Baloch called on Balochistan Chief Minister Mir Sarfraz Bugti on Tuesday.
During the meeting, they discussed the overall situation of Balochistan, public issues and development issues of the province in detail.
Both leaders agreed to prioritize public welfare, promote political harmony and uphold democratic values in the meeting. (More input from APP)
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
