title,link,content,sentiment_chunks,title_sentiment,content_sentiment
Arrest only to be made over Rs50m tax fraud: Kayani,https://www.thenews.com.pk/print/1323367-arrest-only-to-be-made-over-rs50m-tax-fraud-kayani,"ISLAMABAD: Giving a policy statement in the National Assembly, Minister of State for Finance and Revenue Bilal Azhar Kayani Friday said new safeguards against investigations and arrest had been introduced for citizens in tax fraud cases.
He said the new safeguards had been introduced on the directives of Prime Minister Shehbaz Sharif under which no arrests would be made during the inquiry process and any individual facing allegations would be given the opportunity for hearing. He said only the commissioner Inland Revenue would be authorized to permit investigations following the inquiry process.
Moreover, Kayani said arrests during the investigation stage would only be made in sales tax fraud of over Rs50 million but only after approval of by a three-member FBR committee comprising the FBR members.
He pointed out that Inland Revenue officers of assistant commissioner rank were already enjoying unsettled powers to arrest tax defaulters.
“On directives of the prime minister and after having inputs from the Senate Standing Committee on Finance, we decided to further safeguard the citizens,” he said.
Kayani said the government’s target was to make the current IMF programme the last one but it was possible only by enhancing exports and ensuring inclusive and sustainable economic growth.
“The government’s target is to make the current IMF program the last one and this will only be possible by enhancing exports and ensuring an inclusive and sustainable economic growth,” Bilal Kayani said during the budget debate.
Delivering his maiden speech in the National Assembly only a few days after assuming the charge of minister of state for finance and revenue, he said the budget for next financial year was aimed at further consolidating the economic gains, providing relief to the people and continuing the journey of reforms.
Minister for Finance and Revenue Senator Muhammad Aurangzeb was also present in the House.
Kayani said a critical aspect of the next year budget was tariff reforms, aimed at enhancing productivity of industries.
He said allocation for Benazir Income Support Program had been enhanced from Rs592 billion to Rs716 billion saying 10 million deserving families would be benefitting from the budget.
He said while the salaries of government employees had been enhanced by 10 percent, at the same time, the government employees have been provided with relief on taxes as was promised by Prime Minister Shehbaz Sharif.
He said as the government took over, there was double digit inflation — up to 38 percent — but the regime accepted the challenge.
“We have been able to reduce the inflation rate to more than our expectations due to the measures taken with the cooperation of our allies,” he said, adding the government had been achieving all the economic targets.
JUIF MNA Noor Alam Afridi called for further increase in the defence budget saying the proposed allocations were not sufficient in view of the prevailing tense situation in the region.
Afridi said the government should reduce the development budget and more allocations be made for the defence sector.
Participating in the discussion on the budget, Nafeesa Shah emphasized the need for extending support to the agriculture sector.
Minister for Religious Affairs Sardar Muhammad Yousaf, taking the floor, termed the budget balanced and said matters were moving towards improvement as a result of difficult decisions taken by the government.
He said over 115,000 Pakistani pilgrims performed Hajj this year.
He said Saudi Arabia had awarded the award of excellence to Pakistan for making excellent arrangements for Pakistani pilgrims. He said process had been started to make arrangements for the next year’s Haj, emphasizing that the Saudi guidelines will be fully followed.
Sardar Yousaf voiced serious concern over the denial of basic human rights and alleged discrimination against the people of Hazara, particularly in Mansehra district.
He said the region’s population of over 300,000 lacked access to clean drinking water, gas, and proper infrastructure.
He urged the Khyber Pakhtunkhwa government, led by Pakistan Tehreek-e-Insaf (PTI), to stop marginalizing the region and ensure fair treatment.
He also called for reconstruction of education and healthcare infrastructure destroyed in the past earthquakes and demanded prompt compensation for those affected by the Suki Kinari Dam project.
In his remarks, Junaid Akbar Khan said the budget carried nothing for the people. He said the people of Khyber Pakhtunkhwa had rendered immense sacrifices in the war on terrorism.
Syed Rafiullah urged the government to review family pension reforms, emphasizing that there should be no limitations on pensions for spouses and disabled children.
Sahibzada Hamid Raza said health and education had been ignored in the budget.
Minister for Board of Investment Qaiser Ahmed Sheikh, said economic indicators had improved and there was reduction in inflation and increase in remittances.
Saba Talpur proposed support to the farmers and reduction in the prices of seeds, fertilizers and pesticides. Minister of State for Religious Affairs and Interfaith Harmony Kesoo Mal Kheal Das said the government had imposed no tax on the agriculture sector.
He called for joint efforts to put the country on the path of progress and development and also urged the provincial governments to fulfill their responsibilities in providing facilities to people.
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEUTRAL
PM visits Maulana Fazl,https://www.thenews.com.pk/print/1323368-pm-visits-maulana-fazl,"ISLAMABAD: Prime Minister Shehbaz Sharif visited Jamiat Ulema-e-Islam-Fazl (JUIF) chief Maulana Fazlur Rehman at his residence on Friday following an attack on the latter’s son, Asjad Mahmood.
The prime minister expressed deep concern over the assault and foiled kidnapping attempt on Mahmood, inquiring about his health. Shehbaz issued immediate directives to arrest those involved in the attack and ensure swift legal action, according to a statement from the PM’s Media Office. During the meeting, the two leaders discussed the country’s overall situation, with particular focus on political developments. The visit was attended by key officials including Minister for Planning Ahsan Iqbal, Minister for Law and Justice Azam Nazir Tarar, Minister for Information Attaullah Tarar, and Adviser to the Prime Minister on Political Affairs Rana Sanaullah.

A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Sugar import may not help cut price,https://www.thenews.com.pk/print/1323369-sugar-import-may-not-help-cut-price-situationer,"LAHORE: While the focus turns to importing sugar to stabilise supply or even reduce domestic prices, recent data regarding import costs suggests this might be a false hope, potentially leading to higher consumer burdens.
The persistent debate over sugar prices continues to stir public sentiment, particularly after federal government’s waking up to the reality of importing 0.5 million tons of refined sugar following export of commodity on wrong estimation of ample production. However, this move may be a futile exercise for controlling the skyrocketing domestic prices of sweetener in the backdrop of current dynamics of international sugar market.
According to a presentation by Pakistan Sugar Mills Association (PSMA) to the Ministry of Industries and Production on June 18, 2025, the cost of imported refined sugar at Karachi Port stands at PKR 153 per kilogram without any duties or taxes. When only sales tax is applied, this figure rises to PKR 181 per kilogram. Crucially, if all applicable duties and taxes are levied, the cost of imported sugar soars to a staggering PKR 249 per kilogram.
More worryingly, government seems incapable to provide subsidy for reduction of imported sugar prices or withdraw some of taxes given the tough conditions of IMF loan programme.
Haroon Akhtar Khan, Special Assistant to the Prime minister on Industries and Production, acknowledged that prices may remain high, saying “there is a problem as under the IMF programme no subsidies can be given and neither any duties or taxes can be slashed.”
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Pakistan recommends Trump for 2026 Nobel Peace Prize,https://www.thenews.com.pk/print/1323370-pakistan-recommends-trump-for-2026-nobel-peace-prize,"ISLAMABAD: The government has decided to formally recommend President Donald Trump for the 2026 Nobel Peace Prize, in recognition of his decisive diplomatic intervention and pivotal leadership during the recent India-Pakistan crisis.
“The international community bore witness to unprovoked and unlawful Indian aggression, which constituted a grave violation of Pakistan’s sovereignty and territorial integrity, resulting in the tragic loss of innocent lives, including women, children, and the elderly. In exercising its fundamental right to self-defence, Pakistan launched Operation Bunyanum Marsoos—a measured, resolute, and precise military response, carefully executed to re-establish deterrence and defend its territorial integrity while consciously avoiding civilian harm,” said an official press release.
It said: “At a moment of heightened regional turbulence, President Trump demonstrated great strategic foresight and stellar statesmanship through robust diplomatic engagement with both Islamabad and New Delhi which de-escalated a rapidly deteriorating situation, ultimately securing a ceasefire and averting a broader conflict between the two nuclear states that would have had catastrophic consequences for millions of people in the region and beyond. This intervention stands as a testament to his role as a genuine peacemaker and his commitment to conflict resolution through dialogue.
“The Government of Pakistan also acknowledges and greatly admires President Trump’s sincere offers to help resolve the longstanding dispute of Jammu and Kashmir between India and Pakistan—an issue that lies at the heart of regional instability. Durable peace in South Asia would remain elusive until the implementation of United Nations Security Council resolutions concerning Jammu and Kashmir.
“President Trump’s leadership during the 2025 Pakistan India crisis manifestly showcases the continuation of his legacy of pragmatic diplomacy and effective peace-building. Pakistan remains hopeful that his earnest efforts will continue to contribute towards regional and global stability, particularly in the context of ongoing crises in the Middle East, including the humanitarian tragedy unfolding in Gaza and the deteriorating escalation involving Iran.”
Meanwhile, US President Trump made a series of bold statements during a media interview on Friday, claiming credit once again for preventing war between Pakistan and India, while also expressing frustration at not receiving a Nobel Prize for his efforts.
“I should get the Nobel Prize for stopping the Pakistan-India war,” Trump declared, alleging that the award is only given to liberals. “They should give me the Nobel Prize for Rwanda and if you look, the Congo, or you could say Serbia, Kosovo, you could say a lot of them. The big one is India and Pakistan. I should have gotten it four or five times. But they only give it to liberals. They won’t give it to me.”
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Govt allows commercial import of five-year-old vehicles,https://www.thenews.com.pk/print/1323371-govt-allows-commercial-import-of-five-year-old-vehicles,"ISLAMABAD: The government has allowed commercial import of old/used vehicles up to five years from the present three-year-old vehicles.
The Senate Standing Committee on Finance met under the chairmanship of Senator Saleem Mandviwalla here on Friday. Secretary Commerce Jawad Paul informed the Senate panel that the period for the import of old/used vehicles under the Baggage Scheme was not changed, and overseas Pakistanis could continue to import three-year-old vehicles under this scheme, adding that from September 1, the commercial import of five-year-old vehicles would be allowed.
However, there would be an additional tariff protection of 40 per cent on such vehicles in FY 2025-26, as the tariff would be restricted at 50 per cent from the earlier average tariff of 90 per cent.
In the next four years, the 40 per cent additional import tariff would be brought to zero on the import of used and old vehicles. In the future, the import of six to seven years old vehicles would also be allowed. The quantity and standards would be maintained to ensure that old and used vehicles do not create environment-related problems in the country.
Mandviwalla said the same time period of five years should apply to the import of vehicles under the baggage scheme as well as commercial import. The government should give the same treatment to overseas Pakistanis and commercial importers for the import of vehicles, he added. The commerce secretary said the gift scheme was being misused on the import of old and used vehicles.
Meanwhile, the National Assembly’s Standing Committee on Finance and Revenues met under the chairmanship of Syed Naveed Qamar, which granted approval for bringing over Rs10 million pension into the tax net at a rate of 5 per cent.The NA panel also approved amendments proposed in the Income Tax in the Seventh Schedule, which provides special treatment for the banking sector. The FBR has proposed five amendments for disallowing banks from incorporating expenses from the payment of taxes, including the rented building of banks and advances to non-performing loans.
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Govt signs Rs1.275tr loans with local banks to ease circular debt,https://www.thenews.com.pk/print/1323372-govt-signs-rs1-275tr-loans-with-local-banks-to-ease-circular-debt,"KARACHI: Pakistan has signed term sheets with 18 commercial banks for a Rs1.275 trillion ($4.50 billion) Islamic finance facility to help pay down mounting circular debt in its power sector, government officials said on Friday.
The government, which owns or controls much of the power infrastructure, is grappling with ballooning “circular debt”, unpaid bills and subsidies, that has choked the sector and weighed on the economy.
The liquidity crunch has disrupted supply, discouraged investment and added to fiscal pressure, making it a key focus under Pakistan’s $7 billion IMF programme.
Finding funds to plug the gap has been a persistent challenge, with limited fiscal space and high-cost legacy debt making resolution efforts more difficult.
“Eighteen commercial banks will provide the loans through Islamic financing,” Khurram Schehzad, adviser to the finance minister, told Reuters.
The facility, structured under Islamic principles, is secured at a concessional rate of 3-month KIBOR, the benchmark rate banks use to price loans, minus 0.9 percent, a formula agreed on by the IMF. “It will be repaid in 24 quarterly instalments over six years,” and will not add to public debt, Power Minister Awais Leghari said.
Existing liabilities carry higher costs, including late payment surcharges on Independent Power Producers of up to KIBOR plus 4.5 percent, and older loans ranging slightly above benchmark rates.
Meezan Bank, HBL, National Bank of Pakistan NBP and UBL were among the banks participating in the deal.
The government expects to allocate Rs323 billion annually to repay the loan, capped at Rs1.938 trillion over six years.
The agreement also aligns with Pakistan’s target of eliminating interest-based banking by 2028, with Islamic finance now comprising about a quarter of total banking assets.
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Nadra amends registration rules to guard against fraud,https://www.thenews.com.pk/print/1323373-nadra-amends-registration-rules-to-guard-against-fraud,"ISLAMABAD:  Following the directives of Interior Minister Mohsin Naqvi, the National Database and Registration Authority (NADRA) has made significant amendments to the National Identity Card Rules 2002.
The reforms aim to bolster the security of Pakistan’s identification system and curb fraudulent activities, including child trafficking.
The reform draft has received the federal cabinet’s approval, and the Nadra has issued an official notification.
Under the new regulations, obtaining a B-Form will now require mandatory registration of birth with the Union Council. While children under three years of age will not need biometric data or photographs, children between the ages of three and 10 will now be required to have a photo and an iris scan for their B-Form. For those aged ten to eighteen, a photo, biometric data, and an iris scan will all be mandatory.
A notable change is the issuance of a separate B-Form for each child, which will now also carry an expiry date. Although the existing B-Forms will remain valid, a new B-Form will be a prerequisite for passport applications. The Nadra asserts that these measures are crucial in preventing fake registrations and effectively combating child trafficking.
Furthermore, the Family Registration Certificate (FRC) has been elevated to the status of a legal document. The applicants will now be required to sign a declaration affirming the accuracy of the information provided, and FRCs can only be obtained based on the Nadra’s official records.
The citizens are also mandated to register any family members not yet listed in the system, with updates possible via the Nadra mobile app or by visiting a Nadra office. Men with multiple marriages will be required to provide complete details for each family under the FRC. In a move addressing gender preferences, women will now have the option to display either their father’s or husband’s name on their national ID card. Decisions regarding the confiscation, cancellation, or restoration of ID cards will be finalized within 30 days. To enhance service delivery, non-chip cards will now incorporate most features of smart cards, including bilingual (Urdu and English) details and a QR code, with no additional fees for this upgrade. Additionally, individuals who voluntarily report false information previously used in card issuance will be granted legal protection.
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Gandapur threatens to dissolve KP Assembly,https://www.thenews.com.pk/print/1323374-gandapur-threatens-to-dissolve-kp-assembly,"PESHAWAR: Issuing a stern warning to the federal government, Chief Minister Ali Amin Gandapur on Friday claimed that he had the authority to dissolve the Khyber Pakhtunkhwa Assembly at any time, and vowed to resist any attempts to oust the Pakistan Tehreek-e-Insaf (PTI)-led government through what he described as a “financial emergency-based takeover.” In a video message, Gandapur said the budget voting process in the KP Assembly was about to begin, but the party’s founding chairman had not been consulted. “I instruct all our MPAs not to participate in the budget voting,” he said. “If we do not pass the budget, they may use this as a pretext to impose a financial emergency and take over the province.”
Gandapur alleged that a conspiracy to remove the PTI government in KP had been underway since day one. “This is part of a broader plan. It is the governor’s constitutional duty to convene the budget session, but he has failed to do so. The conspiracy started right there.”
He added that the provincial government had presented the budget to PTI’s founding chairman for his input before finalisation. “It is his political right to have a say in the budget. We have consistently stated that we will act on his directives,” he said.
The chief minister sent a strong message to the federal authorities, asserting that they had no legal grounds to disqualify his government. “Let it be clear, the power to dissolve the assembly lies with me, and ultimately, with the party’s founder,” Gandapur declared.
Calling on PTI lawmakers to be prepared for decisive action, Gandapur vowed not to let “their conspiracies succeed.” He said, “Before they act, we will make moves they will never forget. We will take to the streets in full force for our constitutional rights. The movement we will launch will paralyse this entire system.”
The comments come amid a tense political standoff between the KP government and the federal administration over constitutional authority, governance and the treatment of incarcerated PTI founder Imran Khan.
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
From planning to followup: PM fully in loop on Trump-COAS meeting,https://www.thenews.com.pk/print/1323375-from-planning-to-followup-pm-fully-in-loop-on-trump-coas-meeting,"ISLAMABAD: Prime Minister Shehbaz Sharif was fully briefed by Chief of Army Staff Field Marshal Asim Munir following the latter’s recent high-profile meeting with US President Donald Trump at the White House, a senior source confirmed on Friday.
According to the informed source, the subsequent phone call made by US Secretary of State Marco Rubio to Prime Minister Shehbaz Sharif was also a continuation of the Washington engagement.
The source asserted that all developments, from the scheduling of the Trump-Munir meeting to its content and the followup diplomacy, were coordinated with Prime Minister Shehbaz and carried out in line with mutual policy decisions.
“Although some quarters are spreading disinformation to create mistrust, the reality is that Prime Minister Shehbaz Sharif and Field Marshal Asim Munir are in close and regular contact,” the source said, adding that the civil and military leadership remain united in both strategy and execution.
The high level of coordination between the political and military leadership is not new. Recently, The News reported, citing well-placed sources, that the prime minister and the army chief (field marshal) remained in constant contact during the recent Pakistan-India military conflict. Their collaboration covered all key aspects, including military, diplomatic, and political responses.
“There was seamless coordination, a trust-based relationship underpinned by mutual respect and shared responsibility. It was a unified approach that ensured effective outcomes for Pakistan,” a source familiar with the inner workings of the country’s power corridors was quoted as saying by this newspaper.
Describing the depth of their cooperation, the source had noted, “It was a 24/7, real-time, two-way flow of information, with extensive consultations between the prime minister, the army chief, and their respective teams.”
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
‘Vulnerable’ US bases in Middle East,https://www.thenews.com.pk/print/1323376-vulnerable-us-bases-in-middle-east,"ISLAMABAD: The most vulnerable American bases in the Middle East includes Al-Asad airbase in Iraq, Tanf in Syria, NSA Bahrain and Al-Udeid airbase in Qatar.
Recently, it was reported that the Iranian officials warned Qatar about possible attacks on the US bases in response to American strikes, putting US embassies and diplomatic facilities in the area at risk, stated an article in The Washington Post.
It’s to be noted that the maximum range of Iranian ballistic missiles is 2,000 kilometers, and almost all US military bases in the Middle East are under the radius of 2,000 kilometers of Iran.
Al-Asad airbase has faced many attacks from Iran and its allied groups in recent years. It is located 150 miles west of Baghdad and is jointly run by Iraqi and US air forces. The facility houses thousands of American service members.
After the US killed Iranian General Qasem Soleimani in January 2020, Iran retaliated by launching 16 missiles at locations with US forces in Iraq, hitting al-Asad with 11 missiles, injuring numerous soldiers and causing significant damage. Iran also targeted a military facility in Irbil.
According to the reports, attacks on al-Asad by Iranian-backed militias continued, including missile and drone strikes as recently as August.
In Syria, the Trump administration announced a reduction of US military presence, cutting bases from eight to just one at Tanf, which is near the borders of Iraq and Jordan. The timeline for this change is not clear. A drone attack in January 2024 on Tower 22, a US outpost in Jordan, resulted in the deaths of three American soldiers and many injuries, marking the most severe attack on US forces since the fall of Kabul in 2021.
In the Persian Gulf, notable US military bases include Naval Support Activity, Bahrain, home to the US 5th Fleet, and al-Udeid Air Base in Qatar, which has over 10,000 troops. Other bases in the region include Camp Buehring and Ali al-Salem Air Base in Kuwait and al-Dhafra Air Base in the UAE.
The western media reported already that the US has also evacuated some staff from missions in Iraq and Israel.
A key focus of talks was high-quality development of China-Pakistan Economic Corridor
Salman Raja stresses that safeguarding citizens’ fundamental rights, as enshrined in Constitution, remains court’s...
There is no word yet on whether these recommendations are being considered seriously or at what stage process is at
Court directed Central Depository Company of Pakistan Ltd to amend central depository register accordingly
It adds that timeline of events leaves no ambiguity regarding who initiated the ceasefire proposal
Cost of projects is up to Rs7bn and it is developed in accordance with Global Sustainable Tourism Council  criteria
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
