title,content,sentiment_chunks,title_sentiment,content_sentiment
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
ICC announce Women's WC schedule,"US
Pak women cricketers will play all their matches in Colombo
International Cricket Council (ICC), the world cricket governing body, has announced the schedule for the Women's Cricket World Cup 2025.
Hosts India will get the tournament underway against Sri Lanka in Bengaluru. The two countries will get the tournament started at M. Chinnaswamy Stadium on 30 September, with action starting at 15h00 local time.
Pakistan will play all their games in Colombo in accordance with the hybrid agreement arrived at between the BCCI and the PCB. Their high-profile fixture against India will be played at the neutral venue of R Premadasa Stadium in Colombo on October 5.
India enjoys a dominant record over Pakistan in women's ODIs, having won all 11 previous encounters, including their last World Cup meeting in Mount Maunganui, New Zealand, where India secured a convincing 107-run victory.
Pakistan will also face Bangladesh (Oct 2), England (Oct 15), New Zealand (Oct 18), South Africa (Oct 21) and Sri Lanka (Oct 24).
Defending champions Australia, then get their campaign up and running against neighbours, New Zealand, at Holkar Cricket Stadium in Indore on 1 October, while Bangladesh face Pakistan a day later in Colombo.
Bengaluru plays host for a second time as 2022 runners-up England, face South Africa on Friday, 3 October in the final opening match.
The round-robin stage runs until 26 October, with the final day of group stage action culminating in two matches on the same day with England facing New Zealand in Guwahati and India hosting Bangladesh in Bengaluru.
The semi-finals are scheduled for 29 and 30 October, before the Final takes place on 2 November.
The top four sides from the round-robin stage will progress to the semi-finals, with first place playing fourth and second taking on third.
ICC Chairman, Mr. Jay Shah said: ""The confirmation of the schedule only builds further excitement and anticipation for the ICC Women's Cricket World Cup 2025.
""With the eight best teams in the women's game descending on India, alongside incredible venues and what promises to be record-breaking crowds, we are all looking forward to an unforgettable tournament.""
The tournament will feature 28 league games followed by three knockouts, with matches spread across Bengaluru, Indore, Guwahati, Visakhapatnam and Colombo. The last of these - a double-header Sunday featuring England vs New Zealand and India vs Bangladesh - is on October 26.
ICC thank ECB, MCC for hosting WTC Final
The International Cricket Council (ICC) thanks the England & Wales Cricket Board (ECB) and Marylebone Cricket Club (MCC) for successfully hosting the ICC World Test Championship Final 2025.
South Africa won the trophy for the first time courtesy of a five-wicket win over Australia at Lord's, which hosted the Final for the first time.
The showpiece occasion brought sell-out crowds to the Home of Cricket and fans were captivated throughout by an absorbing contest.
ICC Chairman, Mr. Jay Shah, said: ""We would like to thank and congratulate the ECB and MCC for successfully hosting the ICC World Test Championship Final 2025.
""Lord's is a place synonymous with Test cricket and this was a match fitting of both the occasion and the venue.
""This was the third instalment of the ICC World Test Championship Final, the first at Lord's, and those involved in preparing the playing surfaces, delivering the match and hosting the teams and supporters should be very proud of the show they helped put on.
""Fans both in the ground and tuning in across the world through satellite and digital channels could not have failed to be gripped by the contest between two proud cricketing nations.
""Thank you to both Australia and South Africa for making it such a compelling occasion, and congratulations to South Africa for winning the competition for the first time.
""We look forward to the upcoming cycle of the ICC World Test Championship, which begins on 17 June, and crowning the next winners in 2027.""
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
IHC issues notices in May 9 attack case,"US
.
The Islamabad High Court (IHC) on Monday issued notices to all parties involved in appeals challenging the convictions in the Ramna police station attack case of May 9, and directed them to submit responses by June 19.
A division bench comprising Justice Khadim Hussain Soomro and Justice Azam Khan heard the appeals against the 10-year imprisonment sentence handed down to Sohail Khan and others.
Advocate Babar Awan, Sardar Bushak, Advocate Amina Ali and others appeared on behalf of the petitioners.
Babar Awan argued that those who were sentenced were not nominated in the case, adding that peaceful rallies are allowed.
Justice Khadim Hussain Soomro said that notices are given on appeals.
The lawyer requested that notice be given of the short date, all the sentences have been given and it has also been said that identification has not been done. He said no one was injured, died or kidnapped in the case, yet it has been labelled as terrorism.
He said that according to the police, two sticks were recovered from the accused on May 9.
According to the FIR, the accused had sticks, PTI flags and firearms. Babar Awan said that according to the case, the enraged accused attacked the Ramna police station. His client's name is not mentioned anywhere in this case.
The court inquired how long the accused have been in custody? The lawyer said that the clients were on bail. He was arrested from the court after anti-terrorism court announced the verdict.
The court issued notice and adjourned the hearing till June 19. The anti-terrorism court had sentenced the accused in the Ramna police station attack case.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Govt plans tax to counter India's water threat,"PL
Seeks IMF approval for 1% cess to fund Diamer-Bhasha, Mohmand dams completion
Pakistan has sought the International Monetary Fund's (IMF) permission to impose a special 1% tax on every taxable product produced in the country, except electrical energy and medicines, to fund two mega water storage dams as a solution to deal with Indian water aggression.
The decision to impose a new cess has been taken after majority of the provincial governments showed reluctance to finance the early completion of the Diamer-Bhasha Dam and the Mohmand Dam, according to the sources in the Ministry of Water Resource and the Ministry of Finance.
However, the government was also meeting opposition from the IMF, which has urged the federal government to try to find a space within the approved Rs1 trillion federal Public Sector Development programme, the sources revealed.
The Diamer-Bhasha Dam worth Rs480 billion and Mohmand Dam – originally estimated to cost Rs310 billion – had been approved in 2018 but still a minimum Rs540 billion was needed for their completion.
India has threatened to cut water supplies after it held the Indus Waters Treaty (IWT) in abeyance in violation of the treaty provisions and in the breach of the international law. Islamabad has plainly told India that any such act would be considered as an act of war.
The sources said that as an alternate strategy, Pakistan has decided to fast track the construction of the two dams. However, due to its political priorities and pressing demands by the coalition partners, the government has reduced the water sector development budget by 28% to Rs133 billion for the next fiscal year. Now it wants to offset this by introducing a new tax.
The sources said that the government has decided to levy a 1% cess on the gross value of all local taxable supplies to raise the additional funds, subject to the approval by the IMF and by parliament. They said that all the goods produced in Pakistan and subjected to tax are proposed to be charged at a new cess rate of 1%.
The goods that are currently exempted from the sales tax under the Sixth Schedule, or are charged at a zero rate under the Fifth Schedule of the sales tax law would be immune to the cess. Likewise, the electrical energy goods and pharmaceutical goods are proposed to be exempted from the new cess.
Cess is different from a normal tax and it can only be levied for a specific purpose, like the Gas Infrastructure Development Cess (GIDC) that had been imposed to fund Iran-Pakistan Gas Pipeline. Effectively, every good produced in Pakistan and consumed by all households would be subject to 1% new special tax, said the sources.
The Ministry of Finance spokesman Qumar Abbasi and the Secretary Water Resources Ministry Syed Ali Murtaza did not respond to the request for comments. They have been asked to confirm the development and also the IMF's position.
A senior Finance Ministry official said that the proposal was under consideration but the discussions with the IMF were still going on. He said that the cess would not be imposed through the Finance Act 2025, and instead a new separate bill will be introduced in parliament, subject to the IMF clearance.
In the case of GIDC, the Supreme Court has decided that the cess can only be levied for a specific purpose and it requires separate legislation. This binds the government's hands from introducing the cess through the Finance Act, which is currently under discussion in parliament.
The GIDC case is also an example of how the government is indifferent. The textile and fertiliser companies have not yet deposited over Rs400 billion in the kitty despite collecting those from the consumers. The finance and petroleum ministries are not able to make an effective strategy.
One of the options is that instead of levy a new 1% cess, the government should amend the GIDC law and divert the already collected money towards building dams.
On the intervention of the Petroleum Minister Ali Pervaiz, the government has again constituted a committee under the chairmanship of Finance Minister Muhammad Aurangzeb to recover the GIDC. But this committee too is moving at a snail's pace.
The sources said that the IMF's view was that the government should fund the dam projects from the PSDP instead of imposing more burden on the people.
However, the Ministry of Water Resources has informed the government that it would take 15 years to complete the Mohmand Dam and over 20 years to finish work on the Diamer-Bhasha Dam at the current pace of the budget allocations.
The PSDP is already overstretched and there is no space to fund these projects beyond the allocations made in the new budget, said Ahsan Iqbal, the federal minister for Planning and Development. He said that out of the Rs1 trillion allocations, effectively, Rs640 billion was available for funding the PSDP.
Iqbal said that the remaining Rs360 billion had been allocated for spending on N-25 Karachi-Quetta road, provincial schemes and special areas' allocations.
The sources said that after the National Economic Council (NEC) meeting earlier this month, Prime Minister Shehbaz Sharif had also chaired a special meeting with the provinces to convince them to fund these two dams to deal with Indian aggression.
In a follow-up meeting with Deputy Prime Minister Ishaq Dar, the provinces except Khyber-Pakhtunkhwa showed reluctance to fund federal projects, said the sources.
The cost of the Diamer-Bhasha Dam had been estimated at Rs480 billion seven years ago and it still needs Rs365 billion more to complete the work against a price that is likely to increase further. For the next fiscal year, only Rs25 billion has been allocated for project, which is even less than this fiscal year.
Likewise, the Mohmand Dam was approved at a cost of Rs310 billion seven years ago and it still requires a minimum of Rs173 billion more at the old price. Only Rs35.7 billion has been allocated in the new fiscal year.
Earlier this week, Ahsan Iqbal said that the government has advanced the completion of both the projects by two years and these dams will be completed by 2030. He said that on completion, Pakistan will have 7 million acre feet of additional water storage capacity.
Pakistan's two reservoirs Tarbela and Mangla dams are facing storage related issues due to sedimentation and other technical issues.
The Sindh government has given a deficit budget for the next fiscal year and also showed zero-balance for the outgoing fiscal year. This has surprised many, as the provincial government had a cash surplus of Rs395 billion till March this year, according to the Ministry of Finance's fiscal operations summary.
For the next fiscal year, Sindh has shown a Rs38.5 billion deficit budget, which defeats the IMF's core objective of getting Rs1.4 trillion cash surpluses from all the four provinces.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Pakistan stands with Iran against Israeli atrocities: Nawaz,"US
.
PML-N President and former prime minister Nawaz Sharif has condemned Israel's ongoing actions against Iran, deploring them acts of ""oppression and excess"" and reaffirmed Pakistan's solidarity with the Iranian people.
In a brief interaction with journalists outside the Avenfield residence in London, Nawaz Sharif said Israel was currently committing ""oppression and injustice"".
""We were with Iran and we will continue to stand with Iran.""
The former premier's statement came amid escalating regional tensions following Israeli strikes inside Iranian territory, drawing widespread condemnation from across the Muslim world.
Pakistan, in official statements, has firmly supported Iran's right to self-defense and denounced Israel's military aggression, calling it a violation of international law.
Commenting on Pakistan's defense posture, Nawaz Sharif said that being a nuclear power was a blessing for the country, but added that the intent behind acquiring nuclear capability was to promote peace, not war.
""Pakistan being a nuclear country is a matter of good fortune,"" he said. ""We became a nuclear power not to wage war, but to establish peace.""
He called for global efforts toward stability and coexistence.
""There should be peace in the world,"" the former premier asserted. ""Israel has wronged Iran. What is happening is oppression. Just attacking someone like that and burning them down  this is not acceptable. In what kind of society does this happen?""
He said that Pakistan remained aligned with Iran against Israeli atrocities.
""Pakistan stood with Iran against Israeli atrocities and will continue to stand by it,"" he added.
The comments by the three-time prime minister come as Pakistan has condemned the Israeli actions, rejecting Tel Aviv's military action that has entered its fifth day, while advocating restraint, dialogue and adherence to international norms.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Iranian missiles pierce through Israeli air defences,"PK
Iranian state broadcaster hit 
  Tehran asks Arab states to intercede with Trump
  Iranian lawmakers float idea of q
An Israeli strike hit Iran's state broadcaster on Monday while the head of the UN nuclear watchdog indicated extensive damage to Iran's biggest uranium enrichment plant and Iran called on the US to force a ceasefire in the four-day-old aerial war.
Israeli forces have stepped up their bombardment of Iranian cities, while Iran proved capable of piercing Israeli air defences with one of its most successful volleys yet of retaliatory missile strikes.
""If President Trump is genuine about diplomacy and interested in stopping this war, next steps are consequential,"" Iran's Foreign Minister Abbas Araqchi said on X.
""Israel must halt its aggression, and absent a total cessation of military aggression against us, our responses will continue. It takes one phone call from Washington to muzzle someone like Netanyahu.""
Sources told Reuters that Tehran had asked Qatar, Saudi Arabia and Oman to press US President Donald Trump to use his influence on Israeli Prime Minister Benjamin Netanyahu and push for an immediate ceasefire.
In return, Iran would show flexibility in nuclear negotiations, said the two Iranian and three regional sources.
Netanyahu told troops at an air base that Israel was on its way to achieving its two main aims: wiping out Iran's nuclear programme and destroying its missiles. ""We are on the path to victory,"" he said. ""We are telling the citizens of Tehran: 'Evacuate' - and we are taking action.""
Late on Monday, Israel said it hit Iran's broadcasting authority, and footage showed a newsreader hurrying from her seat as a blast struck. Iran's State News Agency also reported the strike.
Iranian media said Iran was preparing for the ""largest and most intense missile attack"" yet against Israel, including against military and intelligence targets.
NATANZ DAMAGE
Israel launched its air war on Friday with a surprise attack that killed nearly the entire top echelon of Iran's military commanders and its leading nuclear scientists. It says it now has control of Iranian airspace and intends to escalate the campaign in coming days.
Israel said it hit Iranian F-14 fighter planes at Tehran airport on Monday, and its airstrikes have also put at least two of Iran's three operating uranium enrichment plants out of action.
Rafael Grossi, head of the International Atomic Energy Agency, told the BBC on Monday it was very likely all the roughly 15,000 centrifuges operating at Iran's biggest uranium enrichment plant at Natanz were badly damaged or destroyed because of a power cut caused by an Israeli strike. There had been very limited or no damage at the separate Fordow plant, he said.
Tehran's retaliation is the first time in decades of shadow war and proxy conflict that missiles fired from Iran have pierced Israeli defences in significant numbers and killed Israelis in their homes.
Iran says more than 224 Iranians have been killed, most of them civilians. Media published images of wounded children, women, and the elderly from cities across the country.
State TV broadcast scenes of collapsed presidential buildings, burned-out cars, and shattered streets in Tehran. Many residents were trying to flee the capital, describing queues for petrol and bank machines that were out of cash.
""I am desperate. My two children are scared and cannot sleep at night because of the sound of air defence and attacks, explosions. But we have nowhere to go. We hid under our dining table,"" Gholamreza Mohammadi, 48, a civil servant, told Reuters by phone from Tehran.
In Israel, 24 people have been killed so far in Iran's missile attacks, all of them civilians. Round-the-clock television images showed rescuers working in ruins of flattened homes.
""It's terrifying because it's so unknown,"" said Guydo Tetelbaum, 31, a chef in Tel Aviv who was in his apartment when the alerts came in shortly after 4am. He went to a public shelter and was inside when the door was blown in.
Trump has consistently said the Israeli assault could end quickly if Iran agrees to US demands that it accept strict curbs to its nuclear programme. ""I'd say Iran is not winning this war, and they should talk, and they should talk immediately before it's too late,"" Trump said at a G7 meeting in Canada.
Talks between the United States and Iran, hosted by Oman, had been scheduled for Sunday but were scrapped, with Tehran saying it could not negotiate while under attack. On Monday, Iranian lawmakers floated the idea of quitting the nuclear non-proliferation treaty, a move bound to be seen as a setback for any negotiations.
'PAYING THE PRICE'
Before dawn on Monday, Iranian missiles struck Tel Aviv and Haifa, killing at least eight people and destroying homes. Iran's Revolutionary Guards said the latest attack employed a new method that caused Israel's multi-layered defence systems to target each other so missiles could get through.
Global oil prices eased on Monday, suggesting traders think exports could be spared despite Israeli attacks on domestic Iranian oil and gas targets.
The sudden killing of so many Iranian military commanders and the apparent loss of control of airspace could prove to be the biggest test of Iran's system of clerical rule since the 1979 Islamic Revolution.
Iran's network of regional allies who could once have been expected to rain rockets on Israel - Hamas in Gaza and Hezbollah in Lebanon - have been decimated by Israeli forces since the start of the Gaza war.
Netanyahu has said that, while toppling the Iranian government is not Israel's primary aim, it believes that could be the outcome.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
"Education, health get big boost","US
Punjab unveils Rs5,335b surplus budget; Federal transfers estimated at Rs4,062.2b
Punjab Finance Minister Mian Mujtaba Shujaur Rehman on Monday presented a Rs5,335 billion surplus budget for financial year 2025-26 in the provincial assembly amid strong protest by the opposition.
In the next fiscal year, the government estimated Rs4,062.2 billion federal transfers from the Federal Divisible Pool, while Rs828.2 billion would be generated from the province's own resources under the head of provincial revenue.
The government allocated Rs2,706.5 billion for the non-development expenditures – a 6% increase over expenditures in the outgoing fiscal year – which included salaries, pensions, PFC transfers and service delivery. The current capital expenditures was estimated at Rs590.2 billion.
""I am glad to inform that the Punjab government is going to present a record development budget of Rs1,240 billion  which is 23% of the total budget and 47% higher than the current year's development outlay,"" the finance minister said in his speech.
He added that it was a matter of satisfaction that the proposed expenditures under Account-II (Food) had come to Rs58.3 billiona decline of 88% compared to fiscal 2024-25.
""And its prime reason is the reduction in financial burden from national exchequer through payment of the circular debts accumulated over several decades which is glaring evidence of our government's best economic planning and that also caused 94% decrease in payments of the internal debts.""
Empowering the local governments, the minister told the house, the provincial government allocated Rs764.2 billion under the head of the PFC Award. Rs150 billion were earmarked for waste management and municipal corporations.
Education
The provincial government has allocated Rs661 billion for education which is 24.4% of the total non-development expenditures. While Rs148 billion has been allocated under the head of development in coming fiscal year for the education sector which is 127% higher than 2024-25.
The government had awarded laptops to 40,000 students of universities and colleges through the Chief Minister Punjab Laptop Scheme initiated with Rs27 billion and Rs10 billion, respectively. To promote digital education, the government also earmarked Rs15.1 billion for this purpose through which 112,000 students will be given laptops in the coming year.
An amount of Rs15 billion was allocated for the Honahar Scholarship Programme wherein efficient and deserving students will be given opportunities of the best education.
For the first time, the government has allocated Rs40 billion for renovation of the dilapidated buildings, missing facilities, IT Labs, extra class rooms in government schools through the school management councils under the Punjab Education Initiative Management Authority (PEIMA).
Rs35 billion has been earmarked for the provision of education through private participation under Punjab Education Foundation (PEF). With Rs3 billion, a project of establishing the Nawaz Sharif Centre of Excellence for early childhood education is being started in 10 divisions. Eight new government-affiliated colleges for girls are being established in the province with Rs2 billion.
For the first time in Punjab's history, that provincial government earmarked Rs25 billion for universities for the promotion of higher education. Rs2billion has been allocated for Mian Nawaz Sharif Engineering and Technology University.
Health
The government earmarked Rs181 billion for health sector under the head of development in the next fiscal year, which is 131% higher than the current fiscal year. Under the non-development head, the government allocated Rs450 billion for next fiscal year which is 16% of the total non-development expenditures.
The government earmarked Rs109 billion for for establishment of Nawaz Sharif Medical District and Land Acquisition. Under this medical district, Rs54billion will be spent on seven new projects being initiated in Lahore City.
The new projects include Children Hospital-II and Institute of Genetic Blood Diseases; Institute of Surgical Orthopaedic and Medical Rehabilitation; Specialised Medical Hospital and Medical College; 1,000-bedded Cardiac Institute; Medical University; State-of-the-art diagnostic lab; and Centre of Excellence for Nursing Education.
The government allocates Rs16 billion for establishing medical colleges in Narowal, Okara and Layyah. The project of establishing burn units in Bahawalpur and Rahimyar-Khan at a cost of Rs4 billion has also been made part of this budget.
Rs79.5 billion has been allocated for free medicines at government hospitals. In 2024-25, Rs56 billion was earmarked for this purpose, through which over 20 million patients were benefitted with free medicines worth Rs11.1billion.
The provision of quality medical treatment with Rs25 billion under the Universal Health Insurance Programme is also included in the priorities of this budget.
Rs3.2billion has been earmarked for the Chief Minister's Paediatric Heart Surgery Programme, Rs3.6billion for the Chief Minister's Special Initiative for Transport Programme, Rs8.7billion for the Chief Minister's Dialysis Programme, Rs3billion for Cath Labs, Rs9 billion for the Maryam Nawaz Health Clinics Programme and Rs12.6 billion for the Maryam Nawaz Community Health Programme through the community health inspectors.
Two projects of worth Rs20billion has been made part of this budget aimed at upgradation of the BHUs across Punjab. The government earmarked Rs2billion for provision of fire services in 39 tehsils and Rs2billion for establishing the rescue stations in 33 new tehsils and towns.
Agriculture
The government earmarked Rs123 billion under the development head and Rs56.2 billion under the non-development head in the coming fiscal year for agriculture, livestock, irrigation and water.
The government allocated Rs80 billion for agriculture sector, which is 24% higher than the current fiscal year. Green Tractor Scheme's Phase-II will be initiated with Rs5.5 billion and a new project under the banner of High-Power Tractor Programme will be initiated with Rs10 billion.
For the Kisan Card, the government earmarked Rs6.3 billion, while Rs8.7 billion for solarisation of agriculture tube-wells schemes.
The government earmarked Rs8 billion for Chief Minister's Water Efficient Agriculture (2025-27) – a project which is being initiated for the construction, conservation and efficient utilisation of water resources for agriculture purposes to help line the watercourses.
Rs25 billion has been earmarked for three projects – establishment of water reservoirs; water conservation and water use efficiency; and the water infrastructure development and establishment of water storage.
The government estimated Rs9 billion to meet the water's deficiency at Kasur with a project titled the New Ravi Syphon. A dam will also be constructed at Rawalpindi with Rs4.2 billion for watering 2,280 acres of agriculture land.
Climate resilience
To implement the Climate Resilient Punjab Vision, different projects have been made part of the climate budget, tagging a framework of Rs795 billion which is 64% of the total development budget. Out of which Rs277.4 billion is allocated for climate adaption, Rs371.7 billion for climate mitigation, Rs146 billion for environment protection.
Rs40 billion under the development head and Rs12.9 billion under the non- development head have been earmarked for environment protection, forest and wildlife. To deal with environment dangers like smog, the government earmarked Rs5.7 billion for the Punjab Clean Air Programme.
Governance and law, order
The government allocated Rs35 billion under the development head and Rs4 billion under the non-development head for governance and IT sectors. The government earmarked Rs10 billion under the development and Rs290 billion under non-development head.
To enhance efficiency of the police department, the government allocated Rs200 billion under non-development head. A new 'Crime Control Department' is being established with Rs3.3 billion under non-development head, while Rs3.24 billion under the development head to stop heinous nature crimes.
Other allocations
The government allocated Rs336 billion to infrastructure development sector, which is 27% of the total development budget. Rs4 billion is earmarked for the energy sector; Rs31.4 billion under development and Rs107.3 billion under non-development head for the social protection and welfare.
The government allocated Rs19.2 billion for 62 development schemes for the welfare of the women. The government allocated Rs28 billion under the development head and Rs1.3 billion under the non-development head to the tourism, archaeology and museums.
Opposition protest
As the budget speech started, the opposition lawmakers assembled near the chair of the speaker. They tore up the budget books and chanted slogans against the budget, terming it anti-poor people.
Chief Minister Maryam Nawaz was present in the House. The Opposition tried its best to disrupt the finance minister's speech through their noisy protest but all in vain as Rehman continued his speech.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
When Pakistani women go online,"US
Influencers rethink visibility after Sana Yousaf murder
Since seeing thousands of comments justifying the recent murder of a teenage TikTok star in Pakistan, Sunaina Bukhari is considering abandoning her 88,000 followers.
""In my family, it wasn't an accepted profession at all, but I'd managed to convince them, and even ended up setting up my own business,"" she said.
Then last week, Sana Yousaf was shot dead outside her house in the capital Islamabad by a man whose advances she had repeatedly rejected, police said.
News of the murder led to an outpouring of comments under her final post – her 17th birthday celebration where she blew out the candles on a cake. In between condolence messages, some blamed her for her own death: ""You reap what you sow"" or ""it's deserved, she was tarnishing Islam"".
Yousaf had racked up more than a million followers on social media, where she shared her favourite cafes, skincare products and traditional shalwar kameez outfits.
TikTok is wildly popular in Pakistan, in part because of its accessibility to a population with low literacy levels. On it, women have found both audience and income, rare in a country where fewer than a quarter of the women participate in the formal economy.
But as TikTok's views have surged, so have efforts to police the platform.
Pakistani telecommunications authorities have repeatedly blocked or threatened to block the app over what it calls ""immoral behaviour"", amid backlash against LGBTQ and sexual content.
TikTok has pledged to better moderate content and blocked millions of videos that do not meet its community guidelines as well as at the request of Pakistan authorities.
After Yousaf's murder, Bukhari, 28, said her family no longer backs her involvement in the industry.
""I'm the first influencer in my family, and maybe the last,"" she told AFP.
'Fear of being judged'
Only 30 per cent of women in Pakistan own a smartphone compared to twice as many men (58 per cent), the largest gap in the world, according to the Mobile Gender Gap Report of 2025.
""Friends and family often discourage them from using social media for fear of being judged,"" said a statement from the Digital Rights Foundation (DRF).
In southwestern Balochistan, where tribal law governs many rural areas, a man confessed to orchestrating the murder of his 14-year-old daughter earlier this year over TikTok videos that he said compromised her honour.
In October, police in Karachi, in the south, announced the arrest of a man who had killed four women relatives over ""indecent"" TikTok videos.
These murders each revive memories of Qandeel Baloch, dubbed Pakistan's Kim Kardashian and one of the country's first breakout social media stars whose videos shot her to fame.
After years in the spotlight, she was suffocated by her brother.
Violence against women is pervasive in Pakistan, according to the country's Human Rights Commission, and cases of women being attacked after rejecting men are not uncommon.
""This isn't one crazy man, this is a culture,"" said Kanwal Ahmed, who leads a closed Facebook group of 300,000 women to share advice.
""Every woman in Pakistan knows this fear. Whether she's on TikTok or has a private Instagram with 50 followers, men show up. In her DMs. In her comments. On her street,"" she wrote in a post. ""The misogyny and the patriarchy that is prevalent in this society is reflected on the online spaces,"" she added.
A 22-year-old man was arrested over Yousaf's murder and is due to appear in court next week. At a vigil in the capital last week, around 80 men and women gathered, holding placards that read ""no means no"".
""Social media has given us a voice, but the opposing voices are louder,"" said Hira, a young woman who joined the gathering.
The capital's police chief, Syed Ali Nasir Rizvi, used a press conference to send a ""clear message"" to the public.
""If our sisters or daughters want to become influencers, professionally or as amateurs, we must encourage them,"" he said. afp
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Singapore's Gen Z swaps pints for pour-overs,"US
Caffeine-fuelled raves usher in sober clubbing
Swaying to dance music and TikTok-fuelled pop under a disco ball, young punters are packed shoulder to shoulder while sipping on coffee, their energy powered by pour-overs rather than pints, reported AFP.
This is no underground rave, nor a brunch gone wild. It's a caffeine-powered daytime clubbing sesh - part of a growing wave of alcohol-free, Gen Z-driven events gaining traction in Singapore and elsewhere in the world.
At a recent event in Singapore's trendy Duxton district, the space was jammed by 4PM, with baristas churning out fancy coffees and DJs spinning back-to-back sets.
The crowd grooved with energy, even without the usual liquid courage.
""A lot of people think alcohol gives you the high, but caffeine sometimes can do that too,"" said Aden Low, 21, co-founder of Beans and Beats which organises coffee raves at different venues.
""That's why the atmosphere at our events tends to be quite energetic.""
The parties blend curated music with specialty coffee served in white paper cups. The vibe is light, friendly and very Gen Z.
""It's also the idea that this is a safe space,"" said Esther Low, 31, who was at the event in Duxton.
""When you go to a club setting, there's usually this underlying intention to hook up. So, for me, that's personally why I would prefer this.""
Several reports say Gen Z is chugging fewer pints than previous generations, with the sober curious movement gaining popularity on social media.
Sober curious people cut back on drinking or abstain altogether, often citing health reasons and better mental acuity.
""Changes in alcohol use have been observed in population surveys and cohort studies. Generally, alcohol use among young adults has decreased,"" the World Health Organisation said in a 2024 report.
Club culture update
From London to Los Angeles and Melbourne, similar coffee raves have swept up the social scene, appealing to young partygoers who also want to avoid hangovers.
Ashley Chean, a Singaporean student who has been alcohol-free for a year, said she appreciates these sober gatherings.
""When I lived in Paris, I realised I had a lot of alcoholic tendencies and I didn't want that to be my lifestyle,"" the 20-year-old told AFP. ""More and more of my friends are sober or sober curious.""
The coffee clubbing events are usually held in cafes and other spaces such as rooftop bars – as long as there's room for DJs and baristas to do their thing while people dance.
The parties typically end by late afternoon, just in time for golden hour selfies.
Besides the health benefits of avoiding alcohol, the events appeal to cost-conscious youth in Singapore, one of the most expensive cities in the world.
The excess drinking and hard-partying ways of Gen X - fuelled by anthems like the Beastie Boys' Fight for Your Right (to Party) and hip-hop videos glamorising club culture - are fading for members of Gen Z.
While organisers don't see Singapore's glitzy nightlife and clubbing being replaced, they hope their combination of beats and brews will keep the dance floor buzzing.
""As long as we bring the vibes, we'll be OK,"" said Ashley.
COMMENTS","['NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
