title,link,content,sentiment_chunks,title_sentiment,content_sentiment
"Trump says China deal done, Beijing to supply rare earths",https://www.thenews.com.pk/print/1320405-trump-says-china-deal-done-beijing-to-supply-rare-earths,"WASHINGTON: US President Donald Trump touted ties with China as “excellent” on Wednesday, saying the superpowers reached a deal after two days of talks aimed at preserving a truce in their damaging trade war.
Trump said on his Truth Social platform that China would supply rare earth minerals and magnets — vital elements for US industries — while Washington would allow Chinese students to remain in US universities. His post came hours after top US and Chinese negotiators announced a “framework” agreement late Tuesday following two days of marathon talks in London.
“Our deal with China is done,” Trump wrote, adding that the agreement was still “subject to final approval with President Xi (Jinping) and me.”
“President XI and I are going to work closely together to open up China to American Trade,” he said in a second post. “This would be a great WIN for both countries!!!”
US stock markets showed little enthusiasm despite Trump’s latest statements, with the broad-based S&P 500 and the Dow flat while the tech-heavy Nasdaq edged higher in morning deals.
The two sides had agreed to reduce their tit-for-tat, triple-digit tariffs during talks in Geneva last month, but cracks appeared in the detente after Trump accused China of violating the deal.
Washington was concerned at slower supplies of rare earths after Beijing in early April began requiring domestic exporters to apply for a license — widely seen as a response to US tariffs.
Rare earths are used in everything from electric vehicles to hard drives, wind turbines and missiles.
US Commerce Secretary Howard Lutnick said in London on Tuesday that US measures imposed when rare earths “were not coming” would likely be relaxed once Beijing moved forward with more license approvals. In his Truth Social post, Trump said China will supply “full magnets, and any necessary rare earths... up front.”
Washington has infuriated Beijing by vowing to revoke the visas of Chinese students — a major source of revenue for US universities. On Wednesday, Trump said: “We will provide to China what was agreed to, including Chinese students using our colleges and universities.”
The US president also said that under the deal, the United States would apply 55% tariffs on Chinese goods — a combination of his 30% additional levies and the rough average of pre-existing duties, a White House official said. He said Beijing would charge 10% duties on US goods. The rates are the same as those that were previously agreed in the truce, which brought US tariffs down from 145% and those imposed by China from 125 percent.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],NEGATIVE
"Levy imposed on locally manufactured, imported vehicles",https://www.thenews.com.pk/print/1320406-levy-imposed-on-locally-manufactured-imported-vehicles,"ISLAMABAD: The government has slapped a new levy on locally manufactured and imported vehicles in the budget 2025-26.
This new levy is titled “Energy Vehicle Adoption Levy” on locally manufactured/assembled and imported vehicles in a bid to incentivise the masses to switch to Electric Vehicles (EVs), including buses, trucks, motorcycles, and rickshaws.
According to the Finance Bill 2025-26 tabled in parliament, the manufacturer will pay one per centum ad valorem of the invoice price, inclusive of duties and taxes, on all internal combustion engine motor vehicles assembled or manufactured in Pakistan with an engine capacity of less than thirteen hundred cubic centimeters. Person importing internal combustion engine motor vehicle will pay one per centum ad valorem of assessed value, inclusive of duties and taxes on the import of all internal combustion engine motor vehicles with engine capacity less than thirteen hundred cubic centimeters. The manufacturer will pay two per centum ad valorem of invoice price, inclusive of duties and taxes, on all internal combustion engine motor vehicles assembled or manufactured in Pakistan with engine capacity from thirteen hundred cubic centimeters to eighteen hundred cubic centimeters.
The person importing an internal combustion engine motor vehicle would pay two per centum ad valorem of assessed value, inclusive of duties and taxes on all internal combustion engine motor vehicles imported in Pakistan with engine capacity from thirteen hundred cubic centimeters to eighteen hundred cubic centimeters. The manufacturer will pay three per centum ad valorem of invoice price inclusive of duties and taxes on all internal combustion engine motor vehicles assembled or manufactured in Pakistan with an engine capacity of more than eighteen hundred cubic centimeters.
All internal combustion engine motor vehicles imported in Pakistan with engine capacity of more than eighteen hundred cubic centimeters would be subjected to three per centum ad valorem of assessed value, inclusive of duties and taxes. The levy would be applicable on a person importing an internal combustion engine motor vehicle. The manufacturers will pay one per centum ad valorem of invoice price inclusive of duties and taxes on bus and truck with an internal combustion engine assembled or manufactured in Pakistan. A bus and truck with an internal combustion engine imported in Pakistan would be subjected to one per centum ad valorem of assessed value inclusive of duties and taxes on person importing internal combustion engine vehicle motor.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
KE seeks Rs4.69 per unit refund to consumers in July bills,https://www.thenews.com.pk/print/1320407-ke-seeks-rs4-69-unit-refund-to-consumers-in-july-bills,"ISLAMABAD: K-Electric, the Karachi-based power utility, has filed a petition with the National Electric Power Regulatory Authority (Nepra) willing to refund Rs4.69 per unit to consumers in July bills as part of monthly fuel charge adjustments (FCA) for April 2025, totaling approximately Rs7.173 billion.
Nepra has scheduled a public hearing on Thursday, June 19, to review K-Electric’s petition. The hearing will address primary concerns that whether the requested FCA is justified and if the utility adhered to the established merit order when generating electricity from its own power plants and purchasing it from external sources.  If this adjustment was approved, it will apply to all consumer categories except lifeline, protected domestic users, EV charging stations and pre-paid customers.
The FCA for April 2025 has been calculated using the interim tariff established in March 2023 as the reference point. K-Electric’s submission included detailed calculations and supporting documentation for Nepra’s evaluation and approval. As per the K-Electric petition, following the determination of generation tariffs for its power plants for the period after June 2023, the company has provided the required partial load, open cycle and degradation curves, along with startup costs, for regulatory approval. An amount of Rs16 billion for the period from July 2023 to April 2025 is pending adjustment. Additionally, heat rate adjustments for the Bin Qasim Power Station III and Korangi Combined Cycle Power Plant under the previous multi-year tariff — amounting to Rs0.6 billion and Rs0.2 billion, respectively — are also pending. Of the total, Nepra has set aside Rs15.2 billion in K-Electric’s fuel cost adjustment decisions for the months of November 2024 through March 2025. Earlier, on account of March FCA, Nepra also approved a negative FCA of Rs2.98/kWh—amounting to Rs4.045 billion in relief—to be reflected in June electricity bills.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
"Minimizing compliance gap will help govt lower tax rates, says FBR chief",https://www.thenews.com.pk/print/1320408-minimizing-compliance-gap-will-help-govt-lower-tax-rates-says-fbr-chief,"ISLAMABAD: Federal Board of Revenue (FBR) Chairman Rashid Mahmood Langrial on Wednesday stated that efforts are under way to minimise the tax compliance gap, which could help reduce tax rates further.
In an exclusive interview with theGeo Newsprogramme “Aaj Shahzeb Khanzada Kay Sath”, he said that the enforcement measures would fetch Rs389 billion, and it requires the help of the legislature to approve certain measures proposed in the Finance Bill 2025-26. If not agreed and convinced about enforcement, it might result in increased taxation measures in the budget. The FBR chief admitted that salaried class was bearing more tax burden in country. He said that the enforcement measures would be extended to other sectors after the country witnessed a positive outcome of similar actions in the sugar sector.
His statement came a day after the federal government unveiled the Rs17.57 trillion ($62.24 billion) budget. The budget targets higher revenues and a significant reduction in the fiscal deficit under IMF-backed reforms.
The top FBR officer said that the revenue board saw a roughly 39 percent increase in taxes from the sugar sector via enforcement measures, without any changes to the tax rate or any difference in sugarcane production. “It was a test case for us [to make sugar mills comply with tax measures] in which we have succeeded,” said Langrial. The 39 percent increase in tax proved that there was a compliance gap, he added.
The FBR chief said some sugar mills shut down production after 100 percent monitoring.
He detailed that the FBR used digital means and intelligence sources to monitor the sugar mills, besides strict monitoring of the revenue board’s team.
He went on to say that enforcement measures would be taken against the poultry and beverages sectors in the upcoming fiscal year. He added that the FBR will hold foolproof monitoring of production.
The FBR prepared a priority list to improve enforcement in different sectors, he said. “The way the government is working this year, I am confident the mafia will not be able to succeed,” claimed Langrial. He also hoped that the country would not face a revenue shortfall in the upcoming fiscal year.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
"Pakistan, India on brink of nuclear water war: Bilawal",https://www.thenews.com.pk/print/1320409-pakistan-india-on-brink-of-nuclear-water-war-bilawal,"LONDON/BRUSSELS: Bilawal Bhutto Zardari, head of a parliamentary delegation that is touring world capitals to rally support for Pakistan following a recent confrontation with India, has warned that Pakistan and India stand at the edge of a nuclear water war after the Indian government suspended the Indus Waters Treaty (IWT) to block the water flow into Pakistan.
Addressing a press conference at the Pakistan High Commission at the conclusion of his two-day tour of the UK capital, Bilawal Bhutto said that the Pakistan military had made the whole nation proud.
He said: “We are proud that the Pakistan army won the war against India under the leadership of Field Marshal General Asim Munir. Pakistan won the war under General Asim Munir’s leadership. His promotion as the Field Marshal is his recognition. The Pakistan Army proved that it can beat India, both at the military and the diplomatic front. We have shown and established our military strength. India’s war was based on lies and its whole narrative was based on falsehood. Now the whole world recognises this fact.”
Bilawal said that India and Pakistan are bound by the terms of the Indus Waters Treaty (IWT). “Pakistan has said that this will be an act of war if Pakistan’s water is stopped. India is involved in water terrorism against Pakistan. To threaten to stop water coming into Pakistan, this is an act of war. India will have to take back and withdraw its threat. The prospect of a nuclear war over water is a reality.” He said Pakistan may take more aggressive steps if India constructs new canals or dams on the three rivers within its territory.
“India’s threat to shut off the water supply to 240 million people in Pakistan is a violation of the UN Charter. Were they to act on it, Pakistan has been very clear: we’d consider that an act of war,” he said.
He was referring to India’s unilateral suspension of the Indus Waters Treaty after the April 22 militant attack in the Pahalgam area of the Indian Illegally Occupied Jammu and Kashmir (IIOJK).
Bilawal Bhutto Zardari said India was involved in transnational repression. He said the Canadian and Western intelligence services, including the US government, had evidence that India was involved in terrorism on Western soil. He mentioned the killing of Hardeep Singh Nijjar in Canada and the assassination attempt on Gurpatwant Singh Pannun, the Sikhs For Justice (SFJ) leader, on the US soil. Bilawal said that after the Pahalgaam attack, the Western world didn’t side with India because it knows that India is involved in terrorism beyond its borders, its neighbourhood and the region and is striking inside Western countries too.
Bilawal condemned Indian external affairs minister Jaishankar for threatening to “strike deep inside Pakistan”. He said: “Jaishankar speaks like a warmonger and not a diplomat. The real problem is extremism in the Indian government. It’s ironic that Modi is running a government whose reputation speaks for itself. Indian role in targeting Sikhs stands exposed before the world. India is a terrorist state, threatening missile strikes on Pakistan without any proof. It’s not a display of strength but a dangerous sign of regional instability, the word must ask who is warmongering here. To this day, India has been unable to share any identity of the so-called terrorists involved in the Pahalgam attack. The truth is India knows Pakistan has nothing to do with this attack, this is what they are hiding from its people. The Pahalgam attack was India’s intelligence failure. India has gone mad and is pursuing its strategy of warmongering but it will fail.”
Bilawal welcomed President Donald Trump’s offer to media between India and Pakistan. He said Pakistan was thankful to the US government’s pragmatic approach and its offer to mediate. “India wants to sabotage Trump’s peace efforts,” he said.
Bilawal thanked President Trump for internationalising the issue of occupied Kashmir. “Kashmir is not a bilateral issue but an international issue and India is forced to address it. India accepts the issue has gone global.” Bilawal said Pakistan had previously presented a full dossier of Indian involvement in terrorism to the world and a new dossier for the international community will be presented soon to show the true face of Indian terrorism before the world.
Talking to The New York Post in a recent interview, Bilawal warned US lawmakers and diplomats last week that the “threshold” for war between his nation and India is lower than ever following clashes in the disputed region of Kashmir last month.
“We’re incredibly grateful for the role that the US government — President Trump, Secretary [of State] Marco Rubio — created throughout this crisis in helping us all achieve this cease-fire,” Bilawal  told The Post.
“But our message has been that the cease-fire is a start, but it is only a start, and what we seek is assistance in our pursuit of peace through dialogue and diplomacy.”
Bilawal warned US lawmakers and diplomats last week that the “threshold” of war between his nation and India is closer than ever following skirmishes in the disputed region of Kashmir last month.
“We’re all a lot less safe as a result of this conflict than we were before,” he added. “The threshold of full-out military conflict between India and Pakistan has been drastically lowered — the lowest it has ever been in our history, as a result of this conflict.” The US-brokered truce between the nuclear-armed nations took effect May 10 after weeks of fighting. The Pakistani delegation that came to Washington expressed a desire to coordinate with India on counter-terrorism — but rejected that Islamabad was involved in any way with the attack.
“The Prime Minister of Pakistan offered an impartial international inquiry because we were confident that Pakistan is not involved in this terrorist incident,” Bilawal said. “The international intelligence community endorses this view.”
“As things stand now, if there’s a terrorist attack anywhere in India,” he went on, “it immediately means war, and the law of reciprocation means, therefore, if there’s a terrorist attack in Pakistan, we are to also treat it as an act of war.” Bilawal also said that India’s threat to cut off Pakistan’s water was “an existential matter” that would be considered “an act of war.”
“If we are to engage in a new dialogue with India, make new promises with one another that could potentially lead to new treaties, then it’s very important that they abide by the old treaties like the Indus Water Treaty,” he said.
“I’m optimistic that the president is passionate about peace and that he will be successful in pushing that message here in the United States,” he said of Trump. “Pakistan is obviously ready.”
“We had a military upper hand when we agreed to the cease-fire. We did so on the stipulation that the cease-fire would be the first step,” he said. “I’m optimistic that the president is passionate about peace and that he will be successful in pushing that message here in the United States.” Later, led by the former foreign minister and PPP Chairman Bilawal BhuttoZardari, the parliamentary delegation arrived in Brussels after successful visits to Washington, New York and London.
Ambassador of Pakistan to the European Union, Belgium and Luxembourg Rahim Hayat Qureshi received the delegation.
One the directive by the prime minister, the delegation will present Pakistan’s position on recent tensions with India and advocate for a just resolution of the Kashmir dispute in line with UN resolutions and the aspirations of the Kashmiri people.
The Bilawal-led delegation includes Climate Change and Environmental Coordination Minister Musadik Malik, Senate Standing Committee on Climate Change and Environmental Coordination Chairperson Sherry Rehman, National Assembly Standing Committee on Foreign Affairs Chairperson Hina Rabbani Khar, former minister for commerce, defence and foreign affairs Khurram Dastgir Khan and Mutahidda Qaumi Movement Parliamentary Leader in the Senate Faisal Ali Subzwari.
The delegation also comprises two former foreign secretaries —  Jalil Abbas Jilani, who also served as caretaker foreign minister, and Tehmina Janjua.
In Brussels, the delegation will engage with EU leadership, European Parliament members, EU Commission, European External Action Service, think tanks and media.
They will emphasize Pakistan’s commitment to peace and responsible diplomacy in contrast to India’s provocative actions, calling for dialogue over confrontation, and urging global support for lasting peace in South Asia, including the resumption of the Indus Waters Treaty.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
JCP meeting to be held on June 19 at SC,https://www.thenews.com.pk/print/1320410-jcp-meeting-to-be-held-on-june-19-at-sc,"ISLAMABAD: A meeting of the Judicial Commission of Pakistan (JCP) will be held here on June 19, 2025 at the Supreme Court.
According to Secretary Judicial Commission of Pakistan (JCP) Niaz Muhammad Khan, the agenda of the meeting includes extension in the terms of constitutional benches of the Supreme Court of Pakistan.
Similarly, the JCP will also deliberate upon the policy decision regarding framing of rules for setting up effective standards for annual performance evaluation of judges of the high courts under Article 175A(20) of the Constitution of the Islamic Republic of Pakistan.
All the members of the commission have been requested to make it convenient to attend the meeting.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
ATC rejects police plea for Imran’s forensic tests,https://www.thenews.com.pk/print/1320411-atc-rejects-police-plea-for-imran-s-forensic-tests,"LAHORE: An anti-terrorism court (ATC) in Lahore has dismissed the police request to conduct polygraph and photogrammetric tests of Pakistan Tehreek-e-Insaf (PTI) founder Imran Khan in 12 cases related to the May 9 riots.
Rejecting the fresh plea of the prosecution, the ATC judge remarked that the court granted permission to the police twice but it failed to conduct polygraph and photogrammetric tests of the accused. The court questioned how the investigation would proceed after the accused’s repeated refusal.
It remarked that the accused was given two opportunities to prove his innocence, but he wasted them due to his obstinacy. The ATC ruled that it would be a mere waste of time to give the accused a third opportunity. It further remarked that this is a unique case where the accused is unwilling to prove his own innocence, and therefore, no additional chances for the tests are required. Later, the ATC ordered the investigation officer to use all legal procedures for completing the probe.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],NEGATIVE
Govt backtracks on electricity bill surcharge,https://www.thenews.com.pk/print/1320412-govt-backtracks-on-electricity-bill-surcharge,"ISLAMABAD: In a dramatic reversal, Finance Minister Muhammad Aurangzeb on Wednesday disowned the very proposal he announced a day earlier in his budget speech—imposing a 10 percent surcharge on electricity bills—despite Pakistan having already assured the International Monetary Fund (IMF) that it would implement the levy to manage circular debt repayments.
There is no such plan, the minister declared during his post-budget press briefing when asked if the surcharge would be enforced. The comment contradicts his budget speech on Tuesday, where he announced a proposed amendment to the Nepra Act empowering the federal government to impose and extend a 10 percent Debt Servicing Surcharge (DSS) “for a specific period and purpose.”
“In order to manage the repayment of current circular debt through refinancing, any debt servicing surcharge (DSS) will not be used for paying mark-up or profit but strictly for principal debt repayment,” he had said in parliament.
Aurangzeb during the briefing also confirmed the government has finalised Rs1.3 trillion in bank borrowing to retire power sector debt. “That surcharge was of the Power Division and a DSS was levied. The government wants to convert the costly credit into cheap credit to finance the circular debt and its retirement,” he told reporters.
He said recoveries in the power sector had improved, although “transmission losses are still to move in the right direction”. Due to these gains, power sector subsidies will be trimmed to Rs1.036 trillion in FY26, down from Rs1.19 trillion—saving Rs154 billion.
Yet, the IMF’s staff report, issued May 17, states that Pakistan committed to adopt legislation by June 2025 to remove the DSS cap and finance Rs1.252 trillion in new loans through DSS revenues over six years. This would repay Rs683 billion in PHL loans and Rs569 billion in arrears to producers. If DSS revenue falls short, it will be increased to meet payment targets.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
£190 million case: IHC adjourns case over judge’s leave,https://www.thenews.com.pk/print/1320413-190-million-case-ihc-adjourns-case-over-judge-s-leave,"ISLAMABAD: The Islamabad High Court (IHC) on Wednesday adjourned the hearing on an application for suspension of the sentence of PTI founder Imran Khan and his wife Bushra Bibi, convicted in the £190 million case, and their release on bail.
The cause list of the case was cancelled due to the absence of Justice Muhammad Asif, a member of the division bench that heard the case in the Islamabad High Court, being on leave.
The next hearing will be held on June 26.
A two-member division bench of the IHC, consisting of acting Chief Justice Sardar Sarfraz Dogar and Justice Muhammad Asif, was to hear the applications for suspension of sentence of PTI founder Imran Khan and Bushra Bibi in the £190 million case, but due to the absence of Justice Muhammad Asif the petitions could not be heard.
PTI founder’s sister Aleema Khan, along with Khyber Pakhtunkhwa Chief Minister Ali Amin Gandapur and the PTI leadership, met acting Chief Justice’s secretary on scheduling the next date.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Pakistan rejects Jaishankar’s remarks,https://www.thenews.com.pk/print/1320414-pakistan-rejects-jaishankar-s-remarks,"KARACHI: Pakistan’s Ministry of Foreign Affairs on Wednesday issued a sharp rebuke to recent comments made by Indian External Affairs Minister Subrahmanyam Jaishankar during his visit to Brussels, calling the Indian foreign minister’s statements “irresponsible” and accusing India of promoting hostility instead of regional peace.
In an official statement, the ministry said: “Pakistan categorically rejects the irresponsible remarks made by the external affairs minister of India during different media engagements in Brussels. The discourse of top diplomats should aim to promote peace and harmony, rather than producing bellicose punchlines. The tone and tenor of a foreign minister should be commensurate with his dignified status”.
The statement further said that India has been waging a “malicious campaign” against Pakistan based on a “fictitious narrative of victimhood”, while simultaneously engaging in “state-sanctioned oppression” in Indian Illegally Occupied Jammu and Kashmir and sponsoring terrorism beyond its borders.
“Instead of pointing fingers at others, India should introspect on its own involvement in terrorism, subversion and targeted assassinations. India must also desist from concocting misleading narratives to justify its recent aggressive actions”, said the ministry. Reaffirming its commitment to diplomacy, Islamabad added: “Pakistan believes in peaceful coexistence, dialogue and diplomacy. However, it stands resolute in its intent and ability to safeguard its sovereignty against any aggression, as exemplified by its robust response to India’s reckless strikes, last month”.
The ministry has also advised the Indian leadership to shift focus inward and “discard their obsession with Pakistan”, warning that history will judge leaders not by “who shouted the loudest — but by who acted the wisest”.
Pakistan was responding to Jaishankar’s comments, during a press conference in Brussels on Tuesday alongside EU High Representative Kaja Kallas, in which he characterised the India-Pakistan conflict as a fight against terrorism.
“This is not a conflict between two states per se. This is actually a response to the threat and to the practice of terrorism. So, I would urge you not to think of it as India-Pakistan, but ‘India-Terroristan’, you will then appreciate it”, he said.
In an interview with POLITICO, Jaishankar also claimed that Pakistan was using terrorism as an instrument of state policy and said that India’s recent military actions had significantly damaged Pakistani military infrastructure.
“As far I’m concerned, how effective the Rafale was or frankly, how effective other systems were — to me the proof of the pudding are the destroyed and disabled airfields on the Pakistani side”, he claimed, in reference to last month’s hostilities.
Jaishankar also alleged that Pakistan was openly training “thousands” of terrorists and warned of further retaliatory strikes if cross-border attacks continued.
“We are not going to live with it.... retribution will be against the terrorist organisations and the terrorist leadership....And we don’t care where they are. If they are deep in Pakistan, we will go deep into Pakistan”, he added.
On Thursday, PPP head and former foreign minister Bilawal Bhutto Zardari also condemned Jaishankar’s remarks, saying that “Jaishankar speaks like a warmonger and not a diplomat”. Speaking at a press conference at the Pakistan High Commission in London, Bilawal added that “the real problem is extremism in the Indian government”.
Another Rs2 billion has been released for Ring Road missing link from Warsak Road to Nasir Bagh Road
Additionally, ongoing international sanctions affecting Iran and Russia have complicated banking transactions for...
Patients in urgent need of blood can call Emergency Helpline 15 and press ‘4’ to be directly connected to Virtual...
United States has multiple bases in Middle East, with largest located in Qatar
Yunus was answering questions after speaking at London’s foreign policy think tank Chatham House
Ahmad further revealed that rightsizing process has been ongoing for past year
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
