title,content,sentiment_chunks,title_sentiment,content_sentiment
LJCP to identify areas of law for review,"FR
.
The Law & Justice Commission of Pakistan (LJCP) on Thursday discussed developing a mechanism for review of laws, including identification of areas of law for review and stakeholders engagement. The 44th meeting of the LJCP was chaired by Chief Justice of Pakistan Justice Yahya Afridi.
An advisory committee was constituted under the convenorship of the Ministry of Law & Justice secretary. Other members of the committee are Khawaja Haris Ahmed, Muhammad Munir Paracha, and Kamran Murtaza.
COMMENTS","['POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
"ASI booked for harassment, bribery","US
During the investigation, ASI Liaqat summoned Alishbah and her husband to the police station.
An assistant sub-inspector has been detained and a case registered against him on charges of misuse of authority, bribery, and harassment of a woman.
The action was taken following initial investigations into a complaint.
According to the complainant, Alishbah, her mother had lodged a case at the Pattoki City Police Station a few weeks ago, claiming that she had been abducted. The complainant stated that she had not been abducted but had married Muhammad Kashif. Her mother later filed a petition under Section 491 of the CrPC, seeking her recovery.
During the investigation, ASI Liaqat summoned Alishbah and her husband to the police station. He asked the husband to leave, assuring him that the police would present his wife in court. Once alone with her, the ASI allegedly subjected her to verbal abuse, physical assault and threats, the complainant alleged, adding that he had harassed her and extorted Rs50,000 from her.
Kasur DPO Muhammad Essa Khan initiated an inquiry into the matter. During the investigation, the ASI failed to provide a satisfactory explanation in response to the allegations. The probe confirmed that the ASI had acted unlawfully by interrogating the woman in a room without the presence of a female constable, abusing and threatening her, and forcibly taking money, thereby misusing his official powers.
Following the confirmation of the allegations, ASI Liaqat was charged and detained.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Rs600m corruption unearthed in Dasu project,"US
Senate panel seeks NAB, FIA probe into transmission line graft
The Senate Standing Committee on Economic Affairs on Thursday detected mega corruption in Dasu Hydropower Transmission Line project, calling for a thorough investigation by the relevant authorities, including the Federal Investigation Agency (FIA) and the National Accountability Bureau (NAB).
The committee which met with its chairman Senator Saifullah Abro in the chair, was informed that that the project contract was awarded on the basis of a letter from the Engineering Development Board (EDB) in 2015, while the National Engineering Services Pakistan (Nespak) presented wrong figures.
The chair expressed anger over the alleged corruption in the project, amounted to Rs600 million. ""How could the project be given to a company based on a letter,"" he raised the question. ""It is the responsibility of all institutions to investigate it.""
The committee was informed that Nespak presented wrong figures during the scrutiny of the bidder, and the Nespak managing director confessed to the wrong figures. The committee directed action against the wrong figures presented by Nespak officials.
""The negligence of the Power Division [in this issue] should be investigated. This matter should be investigated by NAB and FIA,"" Abro told the committee. ""The officials who gave wrong figures should be terminated,"" he added.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Govt to challenge KE tariff decision,"US
Leghari says profits must come from efficiency, not subsidies that hit masses
Minister for Power Awais Ahmad Khan Leghari on Thursday announced that the government would challenge the decision of the power-sector regulator and would file a review petition with the National Electric Power Regulatory Authority (Nepra) for reassessing K-Electric’s (KE) tariff structure.
He stressed that power companies must earn profits through operational efficiency rather than relying on subsidies or charitable assistance.
Speaking to the media after addressing a workshop on “Reforms in the Power Sector,” Leghari announced “we are working to ensure that neither the federal government nor the power consumers are overburdened.”
He emphasised the need for performance-based profits in the power sector. “We are moving towards privatisation. K-Electric and other investors should earn profits based on efficiency, not subsidies.” He called for the enforcement of regulatory frameworks in distribution companies (DISCOs).
“We will approach Nepra to ensure that consumers get electricity at reasonable prices,” the minister said, adding that K-Electric’s tariff burden was indirectly shared by the consumers of other DISCOs through taxes. “We expect Nepra to take decisions that benefit both the nation and the consumers.”
Regarding net metering, Leghari said that consultations with stakeholders had been completed and a revised policy had been prepared. “If the new net metering policy is approved, it will be implemented within a month,” he said.
The minister also noted that climate change has reduced hydropower generation, forcing the country to rely on more expensive sources of electricity. “The fuel cost adjustment (FCA) varies monthly due to fluctuations in generation costs,” he said.
The power minister highlighted reductions in electricity costs, saying “prices have decreased by 31% for the industrial sector and by 50% for 18 million household consumers.” However, he acknowledged that climate change has led to a drop in hydropower generation, forcing reliance on more expensive sources. “The FCA varies monthly, but overall, electricity prices have declined.”
Regarding the circular debt, Leghari revealed that the government was planning to borrow from banks to eliminate the mounting debt.He stressed that there was ample electricity for grid supply over the next three years, adding that in the past one year, the government implemented key reforms to provide relief to power consumers.
The minister strongly denied reports of any increase in electricity prices, stating that the government has not raised tariffs in any form.“In the last year alone, industrial tariffs have been reduced by 30%. The government is committed to bringing long-term, sustainable reductions in power tariffs,” he said.
Leghari stated that Pakistan was undergoing a revolution in renewable energy. “For the past year, we have been conducting research and analysis in the energy sector and are also reviewing agreements with the independent power producers (IPPs). As a result, electricity prices have started to decline.”
He further said solar energy was a remarkable and promising source. In recent years, solar power production has increased significantly.
The minister criticised past planning in the energy sector, saying the projections made in previous years were not realistic. He reaffirmed the government’s intention to reduce tariffs sustainably and highlighted the exponential progress in alternative energy sources.
“During the Covid-19 pandemic, energy demand increased. We are now working on separating the government from future electricity procurement,” he added. He also emphasised that the inclusion of Bhasha Dam into the power system would be a significant development.
Leghari assured that the government was making efforts to shield consumers from the consequences of poor planning in the power system. Reforms are underway in the transmission sector, although the country currently lacks modern technology to assess load pressure on transformers and feeders.
Regarding thermal plants, he said the government is trying to ensure that coal- and gas-fired power plants do not adversely impact the environment.
In response to a question, the federal minister said that the cabinet has ordered a review of the net metering policy. Stakeholder consultations will be held and feedback will be sought. After the cabinet’s approval, the revised policy will be implemented.
COMMENTS","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEUTRAL
Weightlifter Sybil to create history for Pak,"IE
The CW champion will be first Pak woman to compete in Asian Weightlifting
The 2024 Commonwealth Powerlifting champion Sybil Sohail will make history as the first Pakistani woman to compete at the Asian Masters Weightlifting Championship in Doha, Qatar, on Friday.
""I just want to ask for prayers and best wishes from the entire nation as I'm going to make history here,"" Sybil, who has won at least 20 international medals and 36 national medals in her career, told this correspondent from Doha. ""I will be aiming for the medal-winning performance. But, I badly need support and prayers. I want to make Pakistan like I always have tried to on the international level.""
She will be competing in the W-30 59 Kg in Doha as her event will start at 1900 PST on Friday.
The championship will feature athletes from 26 countries and Sybil is expecting a tough competition in the sweltering summer in Doha.
Pakistan is also fielding Neelum Riaz and Nadia Maqsood in 76kg and 87 kg events, along with four male weightlifters to compete in various categories.
The Lahore-based athlete has been one of the pioneering powerlifters and weightlifters in Pakistan, as she hails from a family of extremely empowered women that has won numerous accolades on the international stage.
Her younger sisters include Twinkle Sohail, Veronika Sohail, and Mariam Sohail, all of whom have also been the Commonwealth Classic and Equipped Bench Press and Powerlifting Champions. They made the unique world record of winning 15 gold medals, three silver, and one bronze medal in October.
Sybil alone won six of those medals.
The sisters have been playing a crucial role in pushing the envelope for what Pakistani women can achieve in sports. Still, they have also been a shining example for the Christian community of the country, where athletes from minorities are becoming a rare sight progressively.
For Sybil, the eldest of the quartet, competing at the Asian Weightlifting Championship is a dream come true.
""The Asian Championship is extremely important to me, it is about making history, I will become the first woman from Pakistan to lift the weights for the country at this stage,"" said the 31-year-old.
""I'm excited beyond words, and I must credit my coach Rashed Malik for this, without whose guidance and training I wouldn't have reached this stage. After God, I thank him for all that my sisters and I have achieved so far.""
'Determined to succeed for my family'
She added that she trained at Punjab University Sports Complex in Lahore.
""I have been training for this event for at least two hours in the morning and then four in the evening. But You know that we still struggle to have quality gyms and equipment in Pakistan,"" explained Sybil, who is also planning to start her MPhil next year as she is done with her Bachelor in Sports Science from Punjab University.
However, comparing the conditions in Doha to Lahore she added that the facilities are world-class and have training camps for athletes that help them succeed in the competitions too.
""You can't beat athletes that get proper facilities, infrastructure, and support and training with these resources. I belong to a middle-class family, but training and carrying on in limited resources, and managing a career in a sport that is male-dominated is difficult.
""Grooming one wrestler is difficult in these economic conditions, but in our home, there are four of us, so it is not difficult.
""I have seen times when my father would drink water for himself but make sure that all of us would get milkshakes so we grow strong, so when we saw all of these difficult times and how my parents have sacrificed for us, all four of us decided and make it our aim that we win medals, it is a blessing for us. No one has won 15 gold medals like we did at the Commonwealth and Asian level.""
Switching from Powerlifting to Weightlifting
Now Sybil is aiming for the weightlifting medal.
""Weightlifting is definitely a more technical sport, and in my career since 2013, it has not been easy to switch quickly because techniques are there, we get injured too, but my eyes are always on the prize,"" said Sybil.
However, she made an appeal to the government of Pakistan,"" I just want the government to support us, we can only do so much on an individual level. We need institutional support like even now I am competing courtesy Arshad Khan Turk, who agreed to sponsor me.""
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Night traffic patrolling plan rolled out for Eid,"US
Cattle markets to be allowed only at authorised sites
In a bid to ensure public safety and manage rising traffic during Eidul Azha, Lahore's Chief Traffic Officer (CTO) Dr Athar Waheed has announced round-the-clock patrolling across all 44 sectors of the city.
Special focus will be placed on areas near major cattle markets, where dedicated traffic police camps have been established.
These camps are equipped with public address systems and water facilities to assist commuters and buyers.
""E-Challan defaulters will face immediate action. All violators will be dealt with strictly,"" said Dr Waheed. ""We aim to ensure a smooth and secure experience for citizens during Eid.""
The announcement comes as part of a broader province-wide security and traffic plan rolled out by the Punjab Home Department.
Amid increased public movement and security concerns during the festive season, authorities are implementing strict protocols at Eidgahs, mosques, markets, and other public venues.
Only organisations registered with the Punjab Charity Commission will be permitted to collect sacrificial animal hides. The Home Department reiterated that banned outfits will face a zero-tolerance policy.
""All districts have been directed to formulate special security plans, including surveillance and screening measures,"" said a spokesperson for the Home Department.
The deputy commissioners have been empowered to impose Section 144 wherever necessary to maintain peace and order.
Entry and exit points across the province will be closely monitored, with divisional and district intelligence committees instructed to finalize security arrangements immediately. Cattle markets are to be established strictly at designated locations outside city limits, with a ban on animal sales elsewhere.
Security around sensitive locations will be reinforced through coordinated, intelligence-based search operations.
Major Eid congregations will feature walk-through gates, CCTV cameras, and on-ground screening teams. The Punjab Sound Systems (Regulations) Act 2015 will be strictly enforced to prevent sectarian or inflammatory speech, with violators facing swift legal action.
Hospitals have been placed on high alert and instructed to ensure adequate medical supplies and full staff availability.
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Two injured in encounter,"PL
.
Two men were injured, allegedly by their accomplices, during an encounter with the police on Thursday.
A team of the Crime Control Department (CCD) was patrolling the Bahawalpur Road when they spotted three suspects on two motorcycles. The officials signaled the suspects to stop but they opened fire.
Two of the suspects were injured in the exchange of fire, who were identified as Amir Hamza and Shahbaz. The police seized a pistol and a motorbike from the scene. Rescue teams shifted the injured to a nearby hospital, while the third suspect fled.
COMMENTS","['NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Tirah Valley tribes cobble up peace force,"US
The initiative reflects a growing resolve among local communities to restore peace
A joint tribal peace force locally known as Aman Lashker has been established in the Tirah Valley of Khyber tribal district, comprising members from the Zakhakhel, Malik Deen Khel, and Shalobar clans, according to an official statement.
The declaration urges local residents to actively support the administration in combating terrorism and emphasizes that facilitation or support of terrorists will not be tolerated.
Citizens are also advised to keep their children away from extremist elements and refrain from providing shelter or food to terrorists.
The initiative reflects a growing resolve among local communities to restore peace and resist militant influence in the region.
It may be recalled that on May 23, three young men were abducted and brutally executed by suspected terrorists on charges of espionage in the volatile Tirah Valley.
The victims – identified as Ibrahim, son of Masoor, Samad, son of Piyo Khan, and Naveed, son of Sher Ghulam – belonged to the local Malik Din Khel tribe.
The three were abducted by suspected terrorists on Thursday, according to sources. Their bodies were found dumped in an open field early Friday morning. They were apparently shot execution style.
The bodies were found by local tribesmen.
The grisly discovery whipped up fear and panic among local tribesmen who called on the government and security forces to take immediate action and restore law and order in the scenic Tirah Valley, where the Mangal Bagh-led banned Lashkar-e-Islam (LeI) terrorist group once held sway.
Bagh, along with his loyalists, had fled to the Afghan province of Nangarhar, which borders Tirah Valley, in 2010 after a series of military operations and growing resentment among local population against his vigilantism.
Bagh's LeI has since established a symbiotic relationship with other terrorist groups sheltering in Afghanistan to carry out hit-an-run attacks in Pakistan.
Last week, the military claimed that 22 terrorists were killed and 18 others injured in a series of intelligence-based operations (IBOs) in Tirah valley during the past month.
The raids were carried out following an uptick in terrorist violence targeting civilians and security personnel in the area.
COMMENTS","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEUTRAL
