title,content,sentiment_chunks,title_sentiment,content_sentiment
Visiting lecturer dismissed over alleged harassment,"US
IUB committee begins inquiry into issue involving female student
The vice chancellor of Islamia University of Bahawalpur has dismissed a visiting lecturer from service and banned his entry into the campus over an accusation of harassment.
According to sources, the visiting lecturer of the information technology department has been accused of harassing a female student along with an offer of awarding her nine extra marks in an exam.
The University Anti-Harassment Committee Chairperson Dr Rubina Bhatti has promised full cooperation during the inquiry.
The IUB Centre for the Prevention of Harassment and Discrimination checked the relevant record, but no prior complaint against the teacher was found in the official register.
The vice chancellor reiterated the university's zero-tolerance policy toward harassment and said strict action would be taken over any such complaint.
The university's anti-harassment committee begun a formal inquiry and the visiting lecturer was barred from entering the campus. The administration has also promised cooperation with the law enforcement agencies regarding the case.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Crisis to cannonade,"US
.
As Israel and Iran trade fire to the extent of annihilation, Pakistan has come up with a categorical stance on the evolving warfare in the region. The National Security Committee, highest civil-military combine, yesterday reaffirmed Tehran's right to self-defence, and called for immediate cessation of hostilities. The emergent session under Prime Minister Shehbaz Sharif condemned Israel's acts of aggression, and feared that it could lead to catastrophic results. The committee was reportedly debriefed by the Army Chief Gen Asim Munir on the details of his meeting with President Donald Trump last week at the White House, as the session called for dialogue and diplomacy to tackle the situation in the Middle East.
Islamabad has taken a leap forward in defusing the crisis as it joined Russia and China in tabling a draft resolution at the UN Security Council demanding ceasefire and protection of civilians. The bombing of Iranian nuclear facilities by the US has circumvented all prospects of a negotiated solution, as Iran has vowed to avenge it in days to come by broadening the scope of retaliation. This is where some critical diplomacy and abject positioning is desired, and Pakistan is on the mark, sticking to a principled approach of non-violation of any state's territorial integrity. The crisis at hand, especially the attack on Iranian nuclear facilities, is a clear breach of International Law – an aspect castigated by the IAEA itself.
Panic in the Straits of Hormuz, nonetheless, tipped the conflagration to new heights as commercial vessels were seen flagging for peace. This nervousness, coupled with exigency statements – German Chancellor Friedrich Merz insisting that there was ""no reason to criticize"" the US for striking Iran, and NATO chief Mark Rutte stressing that Tehran should not be allowed to have a nuclear bomb – are unreasonable stunts. The alignment on the other side of the divide, however, is marshalling as Russian President Vladimir Putin threw his weight behind Iran as he met Foreign Minister Abbas Araghchi in Moscow. This evolution from crisis to conflagration demands astute diplomacy and not a cannonade.
COMMENTS","['POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEUTRAL
"War indispensable if India violates IWT, says Bilawal","IN
PPP chief condemns US-Israel strikes on Iran; announces his party's support for budget
Pakistan Peoples Party (PPP) Chairman Bilawal Bhutto Zardari asserted in the National Assembly on Monday that Pakistan had secured military, diplomatic and narrative dominance over India in the recent war, warning that Pakistan would be forced to go to war again if India attempts to block the country's water in violation of the Indus Water Treaty.
The PPP chairman also vehemently condemned the Israeli and US strikes on Iran, calling the attacks illegal and dangerous.
The former foreign minister, who has returned after presenting Pakistan's stance before the world on the recent victory against India in a four-day war, said Iran's sovereignty was violated under false pretexts, with military leaders, scientists and innocent civilians targeted in their homes and nuclear facilities attacked in breach of international law.
""Any attack on nuclear facilities is not just a potential attack on Iran, if there is any leakage, it would have consequences for all neighbouring countries in the region, including Pakistan,"" the PPP leader said.
Since October 2023, he said, the world is seeing Israel's genocidal, apartheid-imposing expansionist regime conducting ever-expanding war, which has the potential to drag us all into World War III.
He maintained that the US conducted a more expansive attack on Iran's nuclear sites, and the Israeli government is forcing the US public into a war that the people do not support. Chairman PPP said that after decades of pushing the same lie that Iran was days away from developing nuclear weapons, a claim that the Israeli prime minister made in 1996, 2001, 2003, 2007, 2010, 2012, 2023, 2024 and in 2025.
At last, he said, Israel's regime attacked Iran under the pretext of this lie. ""We condemn the attack on Iran,"" he said, ""Iran's sovereignty was violated in violation of international law."" He said that this was done through the same lie that was peddled before the American public before the Iraq war in 2003.
During his address in the National Assembly, PPP chairman said that Chief of Army Staff Field Marshall Asim Munir was invited for lunch by President Trump at the White House. ""Is a defeated army ever extended such an invitation?"" he questioned before saying the answer is no.
""This was a congratulatory lunch to the head of the military that defied the entire world's expectations, by defeating a country seven times larger in size and significantly bigger economically,"" Bilawal said, ""President Trump's remarks on the meeting are a testimony of this.
Turning to Indian aggression, Bilawal cautioned that Pakistan's red lines had been crossed. He said that India said that the Indus Water Treaty was no longer to be followed after the Pahalgam attacks, saying they are holding the treaty in abeyance.
This is illegal, he said, because the treaty even today is binding on India and Pakistan.
However, the mere threat of stopping the flow of water to Pakistan is a violation of the UN Charter and is illegal, he said, saying India cannot do this.
""If India decides to implement this threat, we would have to fight another war,"" he warned, saying PM Shehbaz Sharif and the NSC have already stated that if the flow of water is stopped, then we would have to fight.
Reflecting on Pakistan's response to Indian aggression, Bilawal credited the PM Shehbaz Sharif-led government for resisting pressure and responding with force, in contrast to the alleged ""helplessness"" shown by ex-PM Imran Khan's administration in 2019.
""This time, when Kashmir was attacked, and Pakistan was attacked, we did not bow or succumb to fear; we fought a war and won,"" he said, noting the downing of six Indian jets and a diplomatic shift that revived international recognition of Kashmir as a disputed issue.
He also warned that India's attempts to use terrorism and water as tools of aggression would be countered forcefully.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
Quality assurance panels to monitor projects,"US
This board will investigate complaints of corruption and misconduct within the department
The Punjab Housing, Urban Development and Public Health Engineering Department has established Quality Assurance Committees in all key subordinate agencies and development authorities across the province.
Official sources confirmed that these committees will operate within Water and Sanitation Agencies (WASAs), Parks and Horticulture Authorities, and Development Authorities.
Their primary mandate is to monitor project execution, verify adherence to technical standards, and provide consistent feedback to improve ongoing and future development schemes.
Each committee will include departmental engineers, quality control officers, and administrative staff to ensure a comprehensive review of project implementation.
Reports from these committees will be regularly submitted to the Housing Department's central monitoring cell for oversight and any required corrective actions.
This quality control initiative follows the earlier creation of a high-level Search Committee tasked with ensuring merit-based recruitment of top positions, such as Directors General, Managing Directors, and Chief Engineers.
Chaired by Housing Minister Bilal Yasin, the committee evaluates service records and seniority to ensure that appointments reflect capability and integrity.
Additionally, the department has established an Internal Accountability Board, operating under the Punjab Employees Efficiency, Discipline and Accountability (PEEDA) Act.
This board will investigate complaints of corruption and misconduct within the department and its subsidiaries, enforces internal discipline, audits compliance, and advises on policy reforms.
Commenting on the department's multi-layered reforms, Housing Secretary Noorul Amin Mengal said: ""The Quality Assurance Committees are another critical step toward institutionalising excellence in public service. When combined with the Search Committee and Internal Accountability Board, we are creating a governance model rooted in merit, integrity, and public trust.""
He stressed the importance of responsible use of public funds, noting that billions of rupees are invested annually in housing and sanitation projects.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
New rescue station opens,"US
.
The Punjab Emergency Service (Rescue 1122) formally inaugurated its new Jaurian Rescue Station in Rawalpindi on Saturday, aiming to significantly enhance emergency response capabilities for the residents of Chak Beli Khan and adjoining areas.
The inauguration ceremony was graced by Member of the Provincial Assembly (MPA) Chaudhry Naeem Ijaz, who served as the chief guest. In his address, he lauded the professionalism and dedication of Rescue 1122 personnel, calling their services ""a model for Punjab.""
""This new station will ensure timely, efficient, and high-quality emergency support for the local population, guaranteeing that no citizen is left unaided in times of crisis,"" Chaudhry Naeem Ijaz stated. Engr Sibghatullah, DEO for Rawalpindi, reiterated Rescue 1122's unwavering commitment to public safety.
COMMENTS","['POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
"Turkiye looks for jointventures in IT, tourism","US
The ambassador said that many leading companies of Turkiye were already operating in Pakistan
Turkiye Consul General Durmus Bastug on Monday visited the Lahore Chamber of Commerce and Industry (LCCI) to explore ways to expand trade and investment cooperation with Pakistan.
Key areas that came up for discussion were technology, tourism and agriculture along with regular exchange of business delegations.
The ambassador said that many leading companies of Turkiye were already operating in Pakistan, which reflected the confidence of Turkish investors in the South Asian country's market. He stressed the importance of strengthening business-to-business ties and shared Ankara's interest in initiating more joint ventures with Pakistani firms.
Speaking on the occasion, LCCI Vice President Shahid Nazir Chaudhry highlighted Turkiye's consistent support for Pakistan on key international matters. While acknowledging the strong relationship, he pointed out that the current volume of bilateral trade was modest.
Pakistan's exports to Turkiye during fiscal year 2023-24 amounted to $337 million while imports stood at $491 million, bringing the total trade volume to around $828 million.
He stressed the need for greater efforts to unlock the untapped trade potential and fully utilise the Trade in Goods Agreement, which came into effect in May 2023. He expressed optimism that with mutual collaboration, the trade volume could be increased to at least $5 billion in the coming years.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Japanese sunscreens go global as influencers drive skincare boom,"US
Light-weight, effective SPF solutions lead race
When YouTuber Hannah Price set out to compare Japanese and Australian sunscreen, she was not expecting her deep dive into the subject to rack up over two million views.
The huge number of people poring over Ms Price's video shows the growing interest in skincare products from Japan, much like the K-beauty phenomenon from South Korea.
It includes sun protection, increasingly recognised as a daily essential by influencers who want to shield their skin from ageing and enthuse about the lightweight texture of Japanese brands.
Companies that have perfected their secret formulas want to capitalise on booming demand, including by building factories overseas and selling to Japan's record influx of foreign tourists.
Ms Price, 32, fell into a ""year-long rabbit hole"" while making her video, learning about everything from SPF science to cultural attitudes to sun exposure.
""I always loved Japanese sunscreen since I first moved to Japan in 2012,"" she told AFP at her studio in Tokyo. ""I remember trying it for the first time and thinking, 'this is so much better than anything I tried in Australia',"" her home country where sun cream felt ""thick, sticky, greasy"".
""I thought that the video would be popular... but I wasn't expecting it to reach as far"" as it did, Ms Price said.
The habit of regular sunscreen use is spreading, especially among younger generations, said Mr Takuya Wada, who works in marketing for Japanese chemical and cosmetics firm Kao.
""There are no borders when it comes to obtaining information on social media, especially Instagram and TikTok,"" he said, adding that influencer posts have a ""very large"" impact on global sunscreen sales.
Beautifully white
The global skincare market was worth more than US$115 billion (S$148 billion) in 2024 and is expected to grow to US$194 billion by 2032, according to Fortune Business Insights.
A boom in celebrity skincare brands has contributed to the industry's growth – with A-listers like Kylie Jenner using social media to share their beauty routines, including sun protection, with hundreds of millions of followers.
When it comes to sunscreen, country-specific regulations mean no single company dominates the field, as the entry barriers to new markets are higher.
Kao's main sunscreen brand Biore UV is ranked 10th worldwide for sales, and second in Asia – competing with the likes of L'Oreal and Beiersdorf, and Japanese rivals such as Shiseido.
The company wants sales from sun protection to reach 35 billion yen (S$308 million) in 2027, up 1.6 times from 2023. It plans to boost overseas production by opening three new sunscreen factories, in Indonesia, Brazil and Germany.
It is technically difficult to develop formulas that block the rays effectively with a smooth texture, as demanded by Japanese consumers, said Mr Takashi Fukui, research and development director for Kao skincare products.
But using scientific know-how to strike this tricky balance is what makes Kao ""different from other European or American makers"".
In Japan, a cultural obsession with light skin dates back to the sixth century and using white powder imported from China later became a status symbol among nobility. Fair skin indicated a life away from outdoor labour and sun exposure, and an old Japanese proverb says ""white skin covers the seven flaws"".
In the 1990s, people began using sunscreen or other cosmetics to avoid tanning – a trend dubbed ""bihaku"" or beautifully white.
These days, Japanese women use sunscreen as everyday protection against sunspots and ageing, caused when UV rays penetrate into the skin, said Mr Fukui.
Tans have long been fashionable in Western countries, but awareness of skin cancer risks is rising, making sunscreen an important healthcare product there, Mr Fukui said.
One fan of Japanese brands is Thai skincare influencer Suari Tasanakulpan, who calls them ""lightweight"" compared to ""heavy and uncomfortable"" Western offerings.
""There are always new technologies and innovative textures that are often ahead of other countries,"" the 40-year-old, who reviews sunscreens on YouTube, told AFP. afp
COMMENTS","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Guardiola wanted more goals against Al-Ain,"LT
Man City smashed six goals against the Saudi club
Manager Pep Guardiola was a little disappointed that Manchester City were unable to get a seventh goal in their rout of Al-Ain on Sunday despite the English club securing passage to the knockout stages of the Club World Cup.
German Ilkay Gundogan scored two goals as City comfortably dispatched the Emiratis 6-0 at Mercedes-Benz stadium to draw level with Juventus on points and goal difference at the top of Group G.
City play Juventus in their final opening-round match on Thursday to decide who tops the group and who finishes second.
Juventus go into the clash with a slight edge as goals scored is the second tiebreaker after goal difference for teams level on points. Juve have scored nine goals to City's eight.
In the round of 16, the top team in Group G will play the second-placed team in Group H, currently Red Bull Salzburg, while the runners-up will face the top team, currently 15-times European champions Real Madrid.
Guardiola: ""We pushed and pushed to score another goal to try to finish first, but we missed by one goal. But yeah, we know what we need to do against the Italian team to finish as number one.""
Guardiola on substitute Rodri's gradual return from an ACL injury: ""Step-by-step. He cannot play more than 30 minutes. He still struggles a bit in the duels, still needs to be a little bit stronger, but it's normal.
""It's important he played much, much better than the previous game. We miss him a lot. Any team would miss the best player in the world.""
Guardiola on goalscorer Claudio Echeverri: ""It's a pity for the twisted (ankle), which is a little bit sore. It was a problem, that's why he could not continue after halftime. He's an incredible player, a big, big talent in small spaces. I'm happy for him, because it was a great goal.""
COMMENTS","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
