title,content,sentiment_chunks,title_sentiment,content_sentiment
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Tanker driver pushes bus full of picnickers into sidewalk,"DE
15, including women and children, injured, errant driver escapes
Several passengers were injured when a bus carrying families to Kalri Lake for a picnic met with an accident on the National Highway near the Razzaqabad Police Training Centre on Friday morning.
The mishap occurred when the bus driver reportedly lost control of the vehicle after being aggressively tailgated and honked at by a speeding water tanker. The bus veered off the road and collided with a sidewalk, leaving more than 15 people injured, including women and children. Rescuers and police arrived at the scene and shifted the injured to JPMC.
According to an Edhi spokesperson, the passengers were residents of Orangi Town and were on a family excursion at the time of the accident.
Initially, some of the injured declined medical assistance but later agreed to treatment after being persuaded by Edhi volunteers and police.
Among the severely injured were six passengers identified as 48-year-old Mukhtar Ahmed, 25-year-old Mohtasim Hussain, 18-year-old Naveed Hussain, 20-year-old Azeem Shakir, 20-year-old Naqqash, and 26-year-old Gulshan.
Police confirmed that the tanker driver, believed to be responsible for the collision, fled the scene after the mishap. Further investigations are underway.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Man held for burning 10-month-old son,"DE
The police registered a case against Amir based on the complaint filed by Nasima
A dispute between a husband and wife has landed their 10-month-old baby boy in the hospital due to alleged torture and burns inflicted by his father. Ahmed's father, Amir, allegedly tortured and burned him during an altercation with his wife, Nasima, at their residence in Liaquatabad.
The infant was admitted to the National Institute of Child Health (NICH) in critical condition. According to police, the incident occurred a few days ago when Amir got into an argument with his wife and brutally beat their son before placing him on a burning stove. The baby suffered severe burns and was initially rushed to Abbasi Shaheed Hospital before being shifted to NICH.
The authorities were informed about the incident, and the in-charge of the Woman and Child Protection Cell Sobia Nazir visited the hospital and recorded the mother's statement. The doctors attending to the baby said that the child was subjected to severe physical abuse and is currently fighting for his life.
The police registered a case against Amir based on the complaint filed by Nasima, who had married Amir two years ago. She alleged that on June 11, Amir physically abused their son and threatened to kill him by placing his hands and legs on the burning stove, causing severe burns.
Amir was arrested by the Woman and Child Protection Unit. During the initial investigation, he claimed that his wife was demanding a divorce, which led to the altercation. However, further investigation is underway to determine the circumstances surrounding the incident.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Sri Lanka deports dozens of Chinese,"US
.
Sri Lanka deported 85 Chinese nationals on Friday, months after they were detained on suspicion of carrying out cybercrimes against banks.
The suspects were expelled for violating the terms of their tourist visas and fined around $250 each.
""They were arrested by police in October over allegations that they were carrying out online scams targeting international banks,"" a senior immigration official who asked for anonymity as he was not authorised to speak to media without permission, told AFP.
He said the group, including 13 women, was flown to the southern Chinese city of Guangzhou on a chartered SriLankan Airlines flight on Friday morning accompanied by Sri Lankan police and Chinese security escorts.
Meanwhile, Sri Lankan police said a court in the central Kandy district ordered the electronic devices seized from the group to be handed to Chinese authorities. AFP
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Two booked for TikToker's 'gang rape',"US
Alleged victim claims Khanpur police stalling arrests
Khanpur police have registered a case against two suspects for allegedly gang-raping a content creator.
The woman had approached the district police officer (DPO) of Haripur seeking justice after allegedly being gang-raped in a moving vehicle on Khanpur Road.
The DPO, Farhan Khan, took notice and ordered Khanpur police to register a case. An FIR has been filed under Sections 376, 392, 505, and 34 of the Pakistan Penal Code.
However, no arrests have been made yet. Sources claim that police in Khanpur are allegedly facilitating the suspects.
It is reported that intermediaries conveyed messages to the accused advising them to seek pre-arrest bail immediately after the FIR was filed.
The victim, identified as a 26-year-old from Taxila, has also allegedly received a message criticising her for going directly to the DPO.
Insiders further reveal that Khanpur police have been deliberately delaying the investigation and are keeping the suspects informed of all developments.
The victim's close associates stated she is prepared to pursue all legal avenues to ensure the arrest of the culprits and, if necessary, will approach the courts.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
The small graves of Gaza and the silence that enables them,"US
.
There are some truths too painful to bear, yet too dangerous to ignore. In Gaza, children are being killed — by bombs, by siege, by a world that has decided their lives are expendable. Behind the numbers are tiny bodies, lifeless in rubble. They are dreams shattered before they began, futures erased with the press of a button.
These children are not soldiers. They carried schoolbooks, not rifles. Their only crime was being born in a place where war is a constant, and where even childhood is seen as a threat. And yet, they die by the hundreds with hospitals overwhelmed, schools flattened, and their homes turned into graves. Their parents dig through the ruins with bare hands, searching for a body to bury something, anything, to hold onto in their grief.
But amid this horror, there is another kind of tragedy, which is a big silence from the most powerful voices in the world. Chief among them is the United States of America. As Gaza burns, the US continues to arm, defend and shield Israel at global forums. It vetoes resolutions for ceasefires. It downplays war crimes. It offers not just weapons but political cover. And with each uncritical statement of support, more small graves are dug. This is not neutrality. This is complicity.
The children of Gaza are dying under bombs made in America, fired with impunity by an ally emboldened by silence. The so-called ""unshakable support"" for Israel has come to mean unshakable disregard for Palestinian lives. Human rights are not divisible. You do not get to mourn one child and ignore another because of the flag they died under.
And now, the shadow of a broader war is no longer looming — it has begun. With Israeli strikes already hitting Iran, what was once framed as ""pre-emptive defence"" now risks spiralling into a regional conflict far beyond Gaza's borders. The US administration warns against escalation, even as it green-lights the conditions for it. The world sees this contradiction, and so do the grieving families of Gaza. They understand that the line between indifference and endorsement is thin, and America has crossed it long since.
What is the value of diplomacy, of human rights, of law when the most vulnerable can be massacred and the world's superpower defends the machinery that kills them?
This is not about denying Israel's right to exist or to defend itself. This is about denying any state the right to kill children and call it security. This is about recognising that US policy is not abstract — it has blood on it. Every weapon shipment, every veto at the UN, every statement that calls a massacre ""regrettable"" instead of ""unacceptable"" sends a message that some lives matter more than others. And yet, the world still watches.
Hope feels thin in Gaza. But if there is to be any hope at all, it must begin with truth. It must begin with the courage to call things by their name. What is happening to Palestinian children is not just war — it is the consequence of decades of political shielding, of selective outrage, of using human lives as pawns in geopolitical games.
If the world has any conscience left, it must act. Not tomorrow. Now. Because every time we look away, another small grave is dug. And history will ask not only who did this, but who let it happen.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
PSX closes flat over Israel-Iran tensions,"US
Profit-taking erases early advances; index holds 120,000 level
Pakistan Stock Exchange (PSX) closed flat on Friday as investors remained cautious amid ongoing uncertainty about the Israel-Iran conflict.
After opening on a positive note, driven by reports that the Trump administration may delay its decision on taking action in the Middle East by two weeks, the benchmark KSE-100 index touched the intra-day high of 120,829 points. However, it later succumbed to profit-taking, settling marginally higher by 21 points at 120,023. Key support at the 120k level held firm throughout the week despite volatile sessions.
""Stocks closed lower on fears of an escalation in Middle East tensions,"" said Ahsan Mehanti, Managing Director of Arif Habib Corp. Weak rupee and a slump in global equities fuelled panic selling at the PSX, he said.
At the end of trading, the benchmark KSE-100 index posted a slight gain of 20.65 points, or 0.02%, and settled at 120,023.24.
Topline Securities, in its review, wrote that the KSE-100 index, after opening on a positive note, traded in the positive zone for most part of the session on news that the Trump administration had decided to exercise restraint and would decide on US action in the Israel-Iran conflict within two weeks. However, due to the lack of confidence, the index came down during latter hours to close flat at 120,023, up 0.02%.
Top positive contribution to the index came from Hub Power, Systems Limited, UBL, OGDC, Maple Leaf Cement and Pakistan Petroleum as they cumulatively added 168 points. On the flip side, top negative contributors were Pakgen Power, TRG Pakistan, Fauji Fertiliser Company, Pakistan Services, Engro Fertilisers and MCB Bank, which erased 180 points from the index, Topline said.
""It was another volatile session that ended with thin change,"" noted Ali Najib, Deputy Head of Trading at Arif Habib Limited, as the benchmark index closed marginally higher at 120,023 (+21 points). It is pertinent to note that the 120k level has so far proved to be a saviour throughout the week.
He pointed out that the market opened on a positive note, driven by media reports suggesting a possible de-escalation in the Israel-Iran conflict. However, profit-taking in the final hour, ahead of the weekend, erased early gains as short-term investors squared off their positions, Najib added.
Mubashir Anis Naviwala of JS Global commented that the market started the session on a weak note, with sentiment remaining cautious throughout the day. After touching the intra-day high of 120,829, the index dropped to the low of 119,872 amid profit-taking.
However, the positive takeaway was that the index managed to close above the 120,000 psychological mark, he said.
Overall trading volumes were recorded at 421.6 million shares compared with the previous tally of 604.5 million. The value of shares traded was Rs15.7 billion. Shares of 468 companies were traded. Of these, 178 stocks closed higher, 245 fell and 45 remained unchanged.
WorldCall Telecom was the volume leader with trading in 42.8 million shares, losing Rs0.04 to close at Rs1.45. It was followed by TRG Pakistan with 26.7 million shares, losing Rs5.12 to close at Rs56.68 and Pervez Ahmed Consultancy with 25.5 million shares, losing Rs0.25 to close at Rs2.84. During the day, foreign investors sold shares worth Rs69.3 million, according to the NCCPL.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Fuel and food items lift SPI by 0.27%,"US
Short-term inflation extends upward trend but annual reading eases 2.06%
The Sensitive Price Indicator (SPI) for the week ended June 19, 2025 recorded an increase of 0.27% compared to the previous week, driven by higher prices of key food and energy items, according to data released by the Pakistan Bureau of Statistics (PBS).
Notable weekly increases were seen in liquefied petroleum gas (LPG, up 14.86%), potatoes (3.75%), diesel (3.10%), gur (2.25%), chicken (2.17%), sugar (2.13%), petrol (1.88%), mustard oil (1.12%), powdered milk (0.97%), broken Basmati rice (0.84%), cooked daal (0.68%) and prepared tea (0.39%).
Conversely, prices declined for eggs (-9.53%), tomatoes (-5.62%), garlic (-1.03%), pulse gram (-0.35%), 2.5kg vegetable ghee (-0.17%), five-litre cooking oil (-0.03%) and bananas and firewood (-0.01% each).
Out of 51 essential items monitored across 50 markets in 17 cities, prices of 23 items rose, eight fell and 20 remained unchanged.
On a year-on-year (YoY) basis, the SPI showed a decrease of 2.06%, with major drops in prices of onions (-63.22%), tomatoes (-56.11%), electricity charges for Q1 (-41.63%), garlic (-32.58%), pulse mash (-19.09%) and potatoes (-17.97%). However, significant annual increases were recorded in ladies' sandals (+55.62%), pulse moong (+28.90%), sugar (+26.19%), powdered milk (+25.93%) and LPG (+21.77%).
The weekly SPI serves as a key tool to gauge short-term price movements in essential commodities and to monitor inflationary trends across the country.
The SPI has shown mixed trends in recent weeks, with slight fluctuations influenced by petroleum price revisions and market demand dynamics. After experiencing declines earlier in May, the SPI has been gradually inching upwards since late May, indicating renewed inflationary pressures in both food and energy segments, according to data compiled by Optimus Capital Management.
Market observers suggest that the coming weeks may witness further volatility depending on global commodity prices and domestic supply conditions. The Monetary Policy Committee (MPC) of the State Bank of Pakistan (SBP) noted that inflation was expected to trend up and stabilise in the target range during FY26.
JS Global Research Head Muhammad Waqas Ghani noted that following a 3.5% YoY increase in May 2025, the monthly Consumer Price Index (CPI) was expected to stand at 3.1% in June.
The base effect is now fading, signalling a return to normalised price trends. This will take the FY25 average to 4.6%, down from the FY24 average of 23.9%.
Food inflation for June 2025 is expected to rise 2.8% on a YoY basis, which was 0.97% last year, owing to the dissipation of base effect. Nevertheless, price decreases in certain food items are likely to lead to a month-on-month (MoM) decline in food inflation. Housing, gas and electricity segment is projected to post a 4% YoY decline in June, primarily due to a reduction in electricity tariffs.
Core inflation is expected to clock in around 8.5% YoY in June 2025. It is pertinent to note that core inflation, which excludes food and energy items, has remained around 9-10% for the past many months. Urban core inflation was registered at 7.3% in May while rural core inflation was reported at 8.8%.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
Woman chokes husband to death,"US
.
A woman killed her husband by strangling him to death with the help of her paramour in Madina Town on Friday.
In a separate incident, a labourer lost his life after being hit on the head with a chair during a scuffle at a local mill.
Police said Humaira Bibi was having an affair with Shoaib alias Shebi, who had visited her at her residence in X Block, Madina Town.
When her husband, Muhammad Nawaz aged 45 arrived home, Humaira Bibi hid Shoaib in a room and later, along with him, she strangled her husband to death.
The police arrested Humaira Bibi, while Shoaib is still at large. The police have launched a manhunt to arrest the absconding accused.
In another account, a labourer named Abdul Razaq, 30, was beaten to death by his coworkers, including Ehsan Ullah, at a private mill in the jurisdiction of Chak Jhumra police station. As the altercation escalated, Ehsan Ullah along with three other accused persons allegedly assaulted Abdul Razaq, hitting him on the head with a chair.
The victim succumbed to his injuries and died on the spot.
Upon receiving information, the police arrived at the scene, took possession of the body, and shifted it to the hospital for post-mortem examination.
Meanwhile, the mystery surrounding the death of police constable Arshad Naveed has been solved.
The murder suspect has been arrested and confessed to killing the constable and throwing his body into the Saim Canal.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Water — not a bargaining chip,"US
.
In international diplomacy, some agreements are too foundational to tamper with. The Indus Waters Treaty (IWT), signed in 1960, is one such rare pillar of stability between Pakistan and India. It has stood wars, diplomatic tensions and political changes. Now, however, with an alarming twist, India has unilaterally ""held it in abeyance"", an expression of elasticity with potentially disastrous results. This is not just a bureaucratic manoeuvre. It is an affront to legal norms, a threat to regional peace, and most gravely, a dangerous suggestion that water, the source of life, is now a bargaining chip.
Water is not optional for Pakistan. With more than 80% of its agricultural output relying on the Indus River system, and with already dwindling per capita water availability, any disruption to this flow is an existential threat. The provinces of Punjab and Sindh, which form the country's breadbasket, would face drought, economic paralysis and civil unrest. The consequences would not be limited to economic losses as it would increase inequalities, fuel provincial tensions and make an already unstable situation in the political arena much more complex.
The legal basis of the Indian claim of the treaty being in abeyance is weak and the first in history. There is no provision in the IWT allowing a suspension and anyway what due process has been adopted by India in its regard under the Vienna Convention on Law of Treaties. Under Article 57 of the Convention, a treaty may be suspended only by mutual consent or within the framework of the treaty itself and neither of these applies here. Article 60 does allow for suspension if a material breach occurs which India has no proof of. In essence, India has invented a legal grey area to justify a political decision. It is a breach not only of treaty obligations but of the basic principles of international law.
To turn water into a pressure tactic is to reduce a humanitarian and ecological concern into a geopolitical lever. And once that precedent is set, it becomes dangerously difficult to undo. If water is fair game in power politics, what comes next?
This is why the global community cannot afford to stay neutral. South Asia is already one of the most water-stressed regions. Climate change is causing shrinking glaciers and monsoons slackening, and has been speeding the dearth of platforms. The IWT despite all its shortcomings was a paradigm of collaboration on common resources. Such an undermining not only destabilises Pakistan, but also sends the signal to other riparian basins in Africa, Latin America and Central Asia that a unilateral weaponisation of water security is possible.
Pakistan must act, but not recklessly. Although there is nothing wrong with citing India's shift as a possible casus belli, it has to first make all the diplomatic attempts. That involves appealing to the Security Council of the UN under Chapter VII of the UN Charter that specifically provides the possibility of interfering when there is a threat of peace.
Water, especially when controlled by one nuclear power over another, constitutes exactly that kind of threat. The P5 states must be reminded of their 1998 commitment to intervene if South Asia's stability is at risk. That moment is now.
This is not merely about sovereignty or national pride. It is about redefining what should be off-limits in conflict. Civilian water access cannot be a pawn in strategic calculus. Pakistan's response must reinforce this principle, legally and morally. Because if this treaty falls, the damage will go far beyond the Indus Basin — it will corrode the very idea of principled diplomacy.
Water sustains life; it should never be used to choke it. The IWT is not a perfect document, but it is a symbol of what diplomacy can achieve even between enemies. To treat it as a bargaining chip is to abandon that legacy and to gamble with peace itself.
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
