title,link,content,sentiment_chunks,title_sentiment,content_sentiment
"Salutes, smiles and solidarity: Rare display of Shehbaz Sharif’s vision of institutional harmony",https://www.thenews.com.pk/print/1315398-salutes-smiles-and-solidarity-rare-display-of-shehbaz-sharif-s-vision-of-institutional-harmony,"ISLAMABAD: The political and military elite witnessed a rare display of mutual respect and understanding on Friday night, as the President, Prime Minister Shehbaz Sharif, and the Field Marshal stood side by side in a show of unity.
The high-profile dinner, hosted by the Field Marshal, celebrated Pakistan’s military victory over India during the recently concluded Operation Bunyanum Marsoos.
In a gesture that drew admiration from all present, the Field Marshal -- although not wearing a cap, as it was not required -- saluted both the President and the Prime Minister upon their arrival and again at their departure.
The salutes were seen as symbolic of the respect and institutional harmony.
The event brought together a distinguished gathering of the country’s top leadership -- with senior political figures, general officers from all three armed services, and heads of constitutional institutions in attendance. Such a broad-based civil-military assembly is rare and underscored the significance of the occasion.
“This was also a rare moment for the premier as his political vision of institutional harmony stood realised and his stance vindicated,” commented one of the participants.
He observed that the Prime Minister enjoyed clear admiration in military circles -- a reflection of his longstanding image as a hardworking administrator, a doer, and a go-getter. At one point during the evening, a round of applause broke out for Prime Minister Shehbaz Sharif, highlighting the strong rapport he shares with the armed forces.
While the President remained seated for most of the event due to health reasons, Prime Minister Sharif was seen informally engaging with senior military officers, exchanging pleasantries and light-hearted conversation in a relaxed and cordial atmosphere.
The evening also featured the presentation of commemorative gifts by the Field Marshal and other senior military commanders to key national leaders, including the President, Prime Minister, Chairman Senate, Speaker National Assembly, and others -- a gesture seen as a token of appreciation and unity.
The dinner was hosted to honour not only the political leadership but also the steadfast commitment of the armed forces and indomitable spirit of the people of Pakistan, as demonstrated during Operation Bunyanum Marsoos, a defining moment in the country’s defence history. According to the source, the evening concluded in a display of renewed resolve, with civil and military leadership united.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],POSITIVE
Qalandars claim third PSL title with dominant six-wicket win over Gladiators,https://www.thenews.com.pk/print/1315399-qalandars-claim-third-psl-title-with-dominant-six-wicket-win-over-gladiators,"LAHORE: Lahore Qalandars clinched their third Pakistan Super League title after they decimated Quetta Gladiators by six wickets in the tournament’s 10th edition clinical final at the packed Gaddafi Stadium on Sunday night.
The victory, achieved with one ball to spare, marked another chapter in the Qalandars’ recent dominance of Pakistan’s premier T20 competition, adding to their previous triumphs in PSL 7 and 8 (2022, 2023).
In their chase of Quetta’s 201 for nine, Lahore clobbered 204 for four in 19.5 overs. The foundation for this comprehensive victory was laid by a magnificent chase orchestrated by Kusal Perera, who remained unbeaten on 62 runs off 31 balls, striking five boundaries and four towering sixes. His match-winning knock was perfectly complemented by Sikandar Raza’s explosive cameo of 22 not out from just 7 balls, featuring two fours and two sixes, as the pair added an unbroken 59 runs for the fifth wicket to seal the title in an emphatic fashion.
The Qalandars’ pursuit of 202 runs got off to a steady start with an opening partnership of 39 runs between Fakhar Zaman (11) and Mohammad Naeem, before Naeem took center stage with a blistering knock of 46 runs off 26 balls. His innings, which included one four and six maximums, provided the early momentum that would prove crucial in the successful chase. Abdullah Shafique continued the aggressive approach with a well-constructed 41 runs off 28 balls, hitting four boundaries and a six, as he combined with Naeem for a second-wicket partnership of 46 runs that kept the required run rate within manageable limits.
However, the turning point of the match came in the 19th over of Quetta’s bowling effort, when Mohammad Amir’s expensive spell conceded 18 crucial runs, effectively sealing the Gladiators’ fate. The veteran left-arm pacer, who had been expected to deliver in the pressure moments, instead provided the Qalandars with the breathing space they needed to cruise home. Amir finished with figures of 1 for 41, while his bowling colleagues Faheem Ashraf (1-49), Abrar Ahmed (1-27), and Usman Tariq (1-38) also proved expensive as the Gladiators’ bowling attack wilted under pressure.
The drama wasn’t limited to the cricket action, as the match witnessed an unfortunate collision between Mohammad Naeem and Asif Ali during the 12th over, which forced the Qalandars to use a concussion substitute. Mohammad Akhlaq replaced Asif Ali for the remainder of the innings, highlighting the physical intensity of the high-stakes encounter.
Earlier in the day, Hasan Nawaz had played a match-defining knock of 76 runs off 43 balls to guide the 2019 PSL champions Quetta Gladiators to what seemed like a competitive total of 201 for 9 wickets. After winning the toss and electing to bat first, the Gladiators found themselves in early trouble at 21 for 2 within the first four overs, losing both openers Saud Shakeel (4) and Finn Allen (12) cheaply to Shaheen Shah Afridi’s inspired bowling.
Rilee Rossouw provided some respite with a quickfire 22 off 11 balls, striking four boundaries and a six, before departing in the seventh over with the score at 58 for 3. It was then that Hasan Nawaz took charge of the innings, building crucial partnerships and accelerating the scoring rate with his aggressive stroke play. The wicket-keeper batsman’s innings was studded with eight fours and four towering sixes, as he counter-attacked the Qalandars’ bowling attack with remarkable composure under pressure.
Avishka Fernando complemented Nawaz’s efforts with a valuable contribution of 29 runs off 22 balls, hitting six boundaries to maintain the momentum in the middle overs. The partnership between Nawaz and Fernando of 67 runs steadied the ship before Fernando’s dismissal in the 13th over triggered another mini collapse. Dinesh Chandimal provided late fireworks with a quickfire 22 off 13 balls, including two massive sixes, while Faheem Ashraf chipped in with 12 runs off just 4 balls featuring a four and a six.
However, the innings took a dramatic turn in the final three overs as Qalandars’ bowlers, led by Shaheen Shah Afridi, struck back with a flurry of wickets. Afridi finished with impressive figures of 3 for 24, proving why he remains one of the most feared fast bowlers in T20 cricket. Salman Mirza and Haris Rauf claimed two wickets each, though at a higher cost of 51 and 41 runs respectively, while Sikandar Raza and Rishad Hossain also chipped in with a wicket apiece. The Gladiators lost five wickets for just 30 runs between the 171-run mark and the end of their innings, a collapse that ultimately proved costly despite Nawaz’s heroic efforts.
The final was graced by several distinguished guests, with President Asif Ali Zardari serving as the guest of honour for the closing ceremony. He had arrived from Islamabad early Sunday morning specifically to attend the title match. The presence of Pakistan Naval Chief Admiral Naveed Ashraf, US Chargé d’Affaires Natalie Baker, Federal Minister for Finance Muhammad Aurangzeb, and various political leaders and high civil and military officials added to the grandeur of the occasion.
In a touching tribute during the day’s proceedings, the Pakistan Navy received special recognition in the presence of Admiral Naveed Ashraf, who keenly witnessed the tribute ceremony. This activity was marked to celebrate the Pakistan armed forces’ valor that humbled India in Operation Bunyanum Marsoos, with the Pakistan Navy being formally honored during the innings break of the final. Similar ceremonies had earlier paid tribute to the Pakistan Army and Air Force, showcasing the nation’s appreciation for its military services.
The PSL-X champions collected a prize of US$500,000 along with the coveted silverware, while the runners-up received US$200,000, marking the end of another successful edition of Pakistan’s premier T20 tournament. For the Qalandars, this victory represents the continuation of their golden era in PSL cricket, while the Gladiators will rue the missed opportunity to add to their solitary title from 2019.
The match concluded with Lahore Qalandars reaching 204 for 4 in 19.5 overs, a comprehensive victory that showcased their depth, skill, and mental fortitude when it mattered most. As the confetti fell and celebrations began at the Gaddafi Stadium, the Qalandars had once again proved why they remain the standard-bearers of PSL cricket.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],POSITIVE
China will never allow any country to violate Pakistan’s borders or sovereignty: Chinese scholar,https://www.thenews.com.pk/print/1315400-china-will-never-allow-any-country-to-violate-pakistan-s-borders-or-sovereignty-chinese-scholar,"ISLAMABAD: In the aftermath of the recent Pakistan-India military skirmish, China has reaffirmed its unshakeable alliance with Pakistan, declaring it an “iron-clad friend” and vowing to fully support its sovereignty and territorial integrity.
Beijing sent a strong message to the global community: “Do not mess with China.” The joint military collaboration between China and Pakistan — particularly evident in the use of Chinese defence technology — has astonished global powers.
Victor Zhikai Gao, a prominent Chinese foreign policy expert and Vice President of the Center for China and Globalization, described the conflict as a powerful demonstration of the depth of China-Pakistan military ties and a clear reflection of China’s rising defence superiority on the global stage. He emphasized that the Pakistan Air Force deployed weaponry largely manufactured by China or co-produced through China-Pakistan cooperation, marking a new height in operational partnership between the two nations.
Highlighting the performance of Chinese-made J-10C fighter jets, Gao asserted that these aircraft outclassed some of the most advanced European and Russian warplanes. He termed this not just a technological triumph but a strategic signal to world powers — especially the United States and its allies —that China’s military capabilities now stand among the best in the world. Gao warned that any provocation or interference would carry grave consequences.
He went on to say that the China-Pakistan relationship is no longer limited to ideological or diplomatic lines but has transformed into a fully operational alliance. “China will never allow any country to violate Pakistan’s borders or sovereignty,” Gao affirmed. This partnership, he stressed, will not only preserve the balance of power in South Asia but will also guarantee regional peace and stability.
On a global level, Victor Gao criticised the US-led “Quad” alliance and President Biden’s Cold War-era strategies, cautioning that such policies promote proxy wars and global instability. He noted that President Trump’s bilateral and comparatively non-interventionist approach was relatively less harmful.
He also condemned the US for its silence and complicity in Israeli attacks on Gaza, which resulted in the deaths of civilians, pregnant women, and children. Gao called this a “shameful stain on humanity” and urged the US to adopt a role grounded in justice, peace, and compassion rather than fueling global conflicts.
This entire episode, Gao concluded, clearly illustrates that China is not only a regional force but an emerging global power. Its alliance with Pakistan is not merely symbolic — it is a strategic doctrine, resistant to all external pressure. “Our technology is battle-tested, our alliances are durable, and our tolerance for provocation is limited,” he declared in a clear warning to adversaries.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],POSITIVE
Loss of life in thunderstorm to be compensated: PDMA,https://www.thenews.com.pk/print/1315401-loss-of-life-in-thunderstorm-to-be-compensated-pdma,"LAHORE: The Provincial Disaster Management Authority (PMDA) said Sunday compensation will also be provided to the families of those who died in Saturday’s thunderstorm.
As many as 14 people had died while at least 153 were injured in various accidents in Punjab during the recent rain, wind and hailstorm.
As per the data collected from the PDMA, 14 people died and 101 were injured in various accidents. Giving details, the PDMA data said 2 people died and 32 people were injured in Jhelum, 3 people died due to lightning and roof collapse in Lahore while deaths were also reported in Rawalpindi, Sialkot, Sheikhupura, Gujranwala, Mianwali and Layyah.
The PDMA spokesperson said 48mm of rainfall was recorded in Attock, 37mm of rainfall was recorded in Shamsabad, 27mm in Chaklala, 10mm in Kachehri in Rawalpindi, 13mm rain in Mianwali, 12mm rain in Isa Khel, 12mm rain was recorded in Chakwal, 11mm rain in Murree, Noorpur Thal and Narowal, 11mm rain was recorded at Lahore Airport, 3mm rain in Laxmi Chowk, 2mm rain in Gulberg, Upper Mall and Jail Road.
He said light rain occurred in Faisalabad, Sialkot, Mandi Bahauddin, Gujranwala, Jhang and Rajanpur.
The PDMA DG said according to the instructions of Punjab government, loss of life will be compensated while assistance will also be ensured to families of the deceased as per the government policy.
The Punjab PDMA DG instructed citizens to take precautionary measures in bad weather conditions.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Iraq’s water reserves lowest in 80 years: official,https://www.thenews.com.pk/print/1315404-iraq-s-water-reserves-lowest-in-80-years-official,"BAGHDAD: Iraq’s water reserves are at their lowest in 80 years after a dry rainy season, a government official said Sunday, as its share from the Tigris and Euphrates rivers shrinks.
Water is a major issue in the country of 46 million people undergoing a serious environmental crisis because of climate change, drought, rising temperatures and declining rainfall.
Authorities also blame upstream dams built in neighbouring Iran and Turkey for dramatically lowering the flow of the once-mighty Tigris and Euphrates, which have irrigated Iraq for millennia.
“The summer season should begin with at least 18 billion cubic meters... yet we only have about 10 billion cubic meters,” water resources ministry spokesperson Khaled Shamal said.
“Last year our strategic reserves were better. It was double what we have now,” Shamal said. “We haven’t seen such a low reserve in 80 years,” he added, saying this was mostly due to the reduced flow from the two rivers.
Iraq currently receives less than 40 percent of its share from the Tigris and Euphrates, according to Shamal.
He said sparse rainfall this winter and low water levels from melting snow has worsened the situation in Iraq, considered by the United Nations to be one of the five countries most vulnerable to some impacts of climate change. Water shortages have forced many farmers in Iraq to abandon the land, and authorities have drastically reduced farming activity to ensure sufficient supplies of drinking water.
Agricultural planning in Iraq always depends on water, and this year it aims to preserve “green spaces and productive areas” amounting to more than 1.5 million Iraqi dunams (375,000 hectares), said Shamal.
Last year, authorities allowed farmers to cultivate 2.5 million dunams of corn, rice, and orchards, according to the water ministry.
Water has been a source of tension between Iraq and Turkey, which has urged Baghdad to adopt efficient water management plans.
In 2024, Iraq and Turkey signed a 10-year “framework agreement,” mostly to invest in projects to ensure better water resources management.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
China possibly ‘obstructing Sutlej flow into India’: Indian expert,https://www.thenews.com.pk/print/1315405-china-possibly-obstructing-sutlej-flow-into-india-indian-expert,"ISLAMABAD: Amid ongoing Pakistan-India tensions, concerns have emerged in India over the water it receives from China, as Indian expert Dr. V. Nityananda suggested that Beijing may be discreetly obstructing the flow of Sutlej River into Indian territory.
In the wake of the Pahalgam incident – blatantly contravening international norms and laws -- India last month announced the suspension of Indus Waters Treaty (IWT) and threatened to halt the flow of water into Pakistan. The IWT governs the distribution of rivers between Pakistan and India.
According to a report by Indian journal Business Today, Dr. V. Nityananda, a geospatial researcher and former NASA station manager, conducted research using satellite data on the flow of Sutlej River. The data reportedly indicates a significant decline in the Sutlej River’s water volume within India. This decrease in flow is occurring before the river enters Indian territory from Tibet.
In a statement, Dr. V. Nityananda claimed that in the past years, the volume of water flowing into India from the Sutlej River has dropped by over 75 percent. “The amount of water coming to India through the Sutlej has dipped from 8,000 gigalitres to just 2,000 gigalitres.”
He questioned whether China is deliberately controlling the flow of water into India. There are reportedly two major reasons behind this massive decline in Sutlej’s flow into India – China may have altered the river’s course, or the decrease could be due to natural causes.
However, it stated, the second possibility appears less likely, as climate data indicates that glaciers in the Himalayas are melting rapidly. In such a case, the river’s flow should be increasing, not decreasing.
In the Yarlung Zangbo (Tsangpo) Gorge in Tibet, China has constructed dams and hydroelectric infrastructure. The dams have enhanced China’s technical capacity and enabled its control of the flow of water that reaches India.
China and India do not have any formal water-sharing agreement. The data-sharing agreement between the two countries expired in 2023. As a result, China is not obligated to provide India with information regarding the flow of water in the Sutlej River. There is no public evidence to suggest that China is deliberately reducing the water flow. “However, due to China’s increased control and the absence of agreements, India’s concerns have grown.”
Another independent expert has indicated that India has failed in studying and taking benefit from the satellite imagery for reading the flow of water and changes in Sutlej River.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Khuzdar blast toll rises to eight,https://www.thenews.com.pk/print/1315406-khuzdar-blast-toll-rises-to-eight,"QUETTA: The death toll in the Khuzdar bus blast rose to eight after two more female students succumbed to their injuries in a hospital on Sunday.
According to security sources, two students —Shema Ibrahim and Muskan — died at the hospital after battling for life for almost four days.
As per the latest update, those lost their lives in the terrorist attack include seven female and one male students.
On May 21, at least five people, including three female students, were killed on the spot and 43 others injured in a suicide attack on a school bus near Zero Point in Khuzdar on the Quetta-Karachi highway when it was on its way to drop the students at the Army Public School in Khuzdar Cantonment.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
9 terrorists killed in three KP IBOs,https://www.thenews.com.pk/print/1315407-9-terrorists-killed-in-three-kp-ibos,"RAWALPINDI: Security forces have killed nine Indian-sponsored Khwarij in three separate engagements in the Khyber Pakhtunkhwa province in the last two days.
An Intelligence Based Operation (IBO) was conducted by the security forces in Dera Ismail Khan district on reported presence of Indian-sponsored Khwarij.
During the conduct of operation, own troops effectively engaged the Khwarij location, and after an intense fire exchange, four Indian-sponsored Khwarij were killed.
Another IBO was conducted in the Tank district and in ensuing fire exchange, two more Indian-sponsored Khwarij were killed by the security forces.
In the third encounter that took place in general area Bagh, Khyber district, own troops successfully neutralised three more Indian-sponsored Khwarij.
Weapons and ammunition were also recovered from the killed Indian-sponsored Khwarij, who remained actively involved in numerous terrorist activities in these areas.
Sensitisation operations are being conducted to eliminate any other Kharji found in the area, as the security forces of Pakistan are determined to wipe out the menace of Indian-sponsored terrorism from the country, the Inter-Services Public Relations (ISPR) in a statement said.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Bangladesh court begins first trial of Hasina-era officials,https://www.thenews.com.pk/print/1315408-bangladesh-court-begins-first-trial-of-hasina-era-officials,"DHAKA: Bangladesh began the first trial on Sunday at a special court prosecuting former senior figures connected to the ousted government of Sheikh Hasina, the chief prosecutor said.
The court in the capital Dhaka accepted a formal charge against eight police officials in connection to the killing of six protesters on August 5 last year, the day Hasina fled the country as the protesters stormed her palace.
The eight men are charged with crimes against humanity. Four are in custody and four are being tried in absentia.
“The formal trial has begun,” Tajul Islam, chief prosecutor of Bangladesh’s domestic International Crimes Tribunal (ICT), told reporters.
“The prosecution believes that this prosecution will be able to prove the crimes done by the accused,” he said.
It is the first formal charge in any case related to the killings during last year’s student-led uprising, which ended Hasina’s iron-fisted rule of 15 years.
Up to 1,400 people were killed between July and August 2024 when Hasina’s government launched a brutal campaign to silence the protesters, according to the United Nations.
The list of those facing trial includes Dhaka’s former police commissioner, Habibur Rahman, who is among those being tried in absentia.
Hasina also fled by helicopter to India, her old ally.
She remains in self-imposed exile, defying Dhaka’s extradition request to face charges of crimes against humanity.
The launch of the trials of senior figures from Hasina’s government is a key demand of several of the political parties now jostling for power as the South Asian nation awaits elections that the interim government has vowed will take place before June 2026.
Islam said the eight men were accused of “different responsibilities,” including the most senior for “superior command responsibility, some for direct orders.. (and) some for participation”.
He said he was confident of a successful prosecution.
“We have submitted as much evidence as required to prove crimes against humanity, both at a national and an international standard,” he said. Among that evidence, he said, was video footage of the violence, as well as voice recordings of Hasina in “conversations with different people where she ordered the killing of the protesters using force and lethal weapons”.
The ICT was set up by Hasina in 2009 to investigate crimes committed by the Pakistani army during Bangladesh’s war for independence in 1971.
It sentenced numerous prominent political opponents to death over the following years and became widely seen as a means for Hasina to eliminate rivals.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],POSITIVE
Bangladesh’s Yunus seeks unity with fresh political talks,https://www.thenews.com.pk/print/1315409-bangladesh-s-yunus-seeks-unity-with-fresh-political-talks,"DHAKA: Bangladesh’s interim leader held a second day of marathon talks Sunday with multiple parties seeking to build unity and calm intense political power struggles, party leaders and officials said.
Muhammad Yunus, the 84-year-old Nobel Peace Prize winner who is leading the caretaker government as its chief adviser until elections are held, has called for rival parties to give him their full support.
The South Asian nation of around 170 million people has been in political turmoil since former prime minister Sheikh Hasina was ousted by a student-led revolt in August 2024, ending her iron-fisted rule of 15 years.
Yunus met around 20 party leaders on Sunday, after talks that stretched late into Saturday evening with the major political parties, including those who have protested against the government this month.
Mamunul Haque, leader of the Islamist Khelafat-e-Majlish party, was among those who spoke to Yunus on Sunday in discussions that he said focused on “the ongoing crisis”.
After a week of escalation during which rival parties protested on the streets of the capital Dhaka, the government led by Yunus warned on Saturday that political power struggles risked jeopardising gains that have been made.
“Broader unity is essential to maintain national stability, organise free and fair elections, justice, and reform, and permanently prevent the return of authoritarianism in the country,” it said in a statement.
Yunus on Saturday met with the key Bangladesh Nationalist Party (BNP), seen as the election front-runners, who are pushing hard for polls to be held by December.
According to Bangladeshi media and military sources, army chief General Waker-Uz-Zaman also said this week that elections should be held by December, aligning with BNP demands.
Microfinance pioneer Yunus, who returned from exile at the behest of protesters in August 2024, says he has a duty to implement democratic reforms before elections he has vowed will take place by June 2026 at the latest.
The caretaker government has formed multiple reform commissions providing a long list of recommendations -- and is now seeking the backing of political parties.
Yunus has said polls could be held as early as December but that holding them later -- with the deadline of June -- would give the government more time for reform.
But Mujahidul Islam Selim, a veteran leftist politician, said he told Yunus that the interim government was not required to complete all reforms.
“We urged them to leave fundamental reforms to the people,” Selim said Sunday.
“If they delay solving problems, the opposite may happen -- the situation may further deteriorate.”
Yunus last held an all-party meeting -- to discuss efforts to overhaul Bangladesh’s democratic system -- on February 15. Some parties cited frustration at the lack of contact.
“We told him that if only he had engaged with political parties more frequently, nobody would mind delaying the election by a few weeks,” Saiful Haque, of the Biplobi Workers Party, told reporters after his meeting.
Sources in his office and a key political ally said on Thursday that Yunus had threatened to quit, but his cabinet said he would not step down early.
On Saturday, the government warned that it had faced “unreasonable demands, deliberately provocative and jurisdictionally overreaching statements,” which it said had been “continuously obstructing” its work.
Bangladesh’s tax authority workers ended a two-week partial strike on Sunday after they said the interim government would address their demands to stop an overhaul of the body.
Security forces had surrounded the national tax authority headquarters, after government orders to reform the National Board of Revenue (NBR) sparked fury from employees.
Yunus also met with leaders of Jamaat-e-Islami, the Muslim-majority nation’s largest Islamist party, and the National Citizen Party (NCP) made up of many students who spearheaded the uprising that ended Hasina’s rule.
NCP leader Nahid Islam warned on Saturday that rival parties were pushing for swift elections to skip reforms and “assume power,” and that he believed there were “indications” that a “military-backed government could re-emerge”.
Iqbal urged every citizen to pay taxes and called on tax-compliant individuals to act as guardians against tax evasion
Jornet ran to summit while Vedrines, who also holds record for speed ascent of K2 in Pakistan, mixed trail-running and...
Tourists described Malam Jabba as place of peace, beauty, and serenity
During conference, all participants unanimously issued joint declaration rejecting proposed Mines and Minerals Bill
This decision was formally challenged before ILO Credentials Committee last year
Official data shows 38,505 women were naturalised by marriage from 1993 to 2020
Copyright © 2025. The News International, All Rights Reserved |Contact Us|Authors","['POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
