title,content,sentiment_chunks,title_sentiment,content_sentiment
Rickshaw ban extended,"US
The roads include Sharea Faisal, Shahrah-e-Quaid-e-Azam, II Chundrigar Road, Shershah Suri Road and more
Commissioner Syed Hassan Naqvi extended the ban on three-seater and five-seater rickshaws on 20 major roads for another two months.
The roads include Sharea Faisal, Shahrah-e-Quaid-e-Azam, II Chundrigar Road, Shershah Suri Road, Shaheed-e-Millat Road, Abdullah Haroon Road, Dau Talwar Shahrah-e-Firdous, Stadium Road, Sir Shah Sulaiman Road, Rashid Minhas Road, Mauripur Road, Shahrah-e-Pakistan, Hub River Road, the Quaidabad-Landhi 89 route, University Road, Korangi Road, Orangi Road, and Superhighway.
COMMENTS","['NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEUTRAL
"Aurangzeb pledges tax, energy and SOE reforms","KR
Stresses need to stop fiscal bleeding as pension bill crosses Rs1tr
Minister for Finance Muhammad Aurangzeb on Tuesday reaffirmed the government's resolve to implement structural reforms to achieve long-term economic growth and stability.
Speaking at the ""National Workshop on Transitioning to Defined Contribution Pension Schemes"", organised by the Securities and Exchange Commission of Pakistan, the minister said that the government was committed to reforming the areas of taxation, energy and state-owned enterprises (SOEs).
He emphasised that a major reform initiative introduced in the current year pertained to the tariff structure, aimed at transforming Pakistan into a more competitive economy. This includes gradually dismantling the wall of protection that has long hindered industrial growth.
The minister noted that such steps would help domestic industries advance and enable the export sector to become more robust and globally competitive. The government has also taken several measures to address public finance issues, particularly to reduce debt servicing costs, not just through the decline in policy rate, but also through broader fiscal measures.
Muhammad Aurangzeb underscored the importance of pension reform as a key component of the broader fiscal strategy and recalled that the government had taken a significant step in that direction last year.
""As of July 1, 2024, we announced that all new entrants to the federal government and civil service will move to a defined contribution scheme,"" he said, adding that it was a necessary move before even beginning to address the legacy issue of unfunded liabilities.
The minister stressed the need to stop fiscal bleeding as in this year's budget the pension bill alone crossed Rs1 trillion. He called pension reform not only a matter of fiscal responsibility but it was also essential to ensure long-term macroeconomic sustainability, predictability in government finances and to manage costs effectively.
He highlighted that the shift from defined benefit to a defined contribution pension model had significant implications at the individual level. ""This transition isn't just a fiscal adjustment; it's about empowering employees to take ownership of their retirement savings.""
The finance minister pointed out that the government in the FY26 budget proposed a 7% increase in pensions, which was aligned with prevailing inflation trends to protect their purchasing power. The government has also recommended a progressive taxation measure. ""We have proposed a 5% tax on the annual pension income exceeding Rs10 million, which has been submitted to parliament for approval.""
The minister said that those steps reflected a balanced approach, providing relief to pensioners while also ensuring that high-income recipients contribute fairly to national resources.
COMMENTS","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Vehicle carrying hazardous milk impounded,"US
The PFA director general said the adulterated milk was intended for supply to Lahore and adjoining areas
A Punjab Food Authority enforcement team lodged an FIR against a vehicle owner for supplying adulterated milk.
The team seized the vehicle from the Lahore-Kasur Bypass along with prohibited blue drums and discarded 550 litres of the hazardous milk.
The PFA director general said the adulterated milk was intended for supply to Lahore and adjoining areas.
He said that harmful substances including water and chemical powders were found during screening and samples had been sent to a lab for detailed analysis.
He stated food safety checkpoints had been set up at the city's entry points, where 277,330 litres of milk had been screened.
COMMENTS","['NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Budget debate remains inconclusive,"US
Treasury, opposition benches continue to trade verbal barbs
The treasury and opposition benches traded verbal barbs during general debate on provincial budget on Tuesday.
Opposition MPAs accused the Sindh government of ignoring their constituencies in the allocations for development schemes.
The general debate on budget for the fiscal year 2025-26 continued for the second consecutive day on Tuesday with Deputy Speaker Naveed Anthony in the chair.
Government members termed the budget balanced and people-friendly despite tough economic conditions. However, the opposition described it as 'the darkest budget in Sindh's history', alleging that opposition constituencies were deliberately ignored.
Yousuf Baloch of PPP praised Sindh chief minister and his team for formulating a budget 'keeping public interest in view'. Arooba Rabbani claimed that special attention was given to education and health in the budget. Fahim Patni of MQM-P accused the government of neglecting public issues in his constituency, stating that only the ruling elite would benefit from the budget. Other MQM-P members also accused the Sindh government of ignoring Karachi and failing to provide basic facilities in their constituencies.
PPP members Sarfraz Shah, Pir Mujeeb-ul-Haq, Seema Khurram, Nasir Qureshi, and Jam Shabbir Ali praised the budget and demanded the completion of development projects in various districts.
PPP's Faqir Sher Mohammad proposed converting large RO (reverse osmosis) plants in Thar from diesel to solar energy. He mentioned that many plants are non-functional due to diesel shortages.
Nasir Qureshi of MQM-P criticised the health budget, saying it seemed to reflect hostility towards Hyderabad. He pointed out that there is no hospital in Nawabshah, which is why the President of Pakistan had to be taken to Karachi. He also said that the cardiology department of the Paretabad Hospital is non-functional and demanded an increase in ICU beds at Civil Hospital Hyderabad.
There were several heated exchange of words between government and opposition members during the session. PPP's Saadia Javed's speech met with protests from MQM-P and PTI members. The deputy speaker later appealed for peace in the house and ordered the removal of unparliamentary remarks. PTI's Sajid Hussain called the budget 'unrealistic and anti-people', while MQM-P's Anil Kumar questioned the absence of schemes for minorities.
PPP members Ali Ahmed, Shah Hussain Shirazi, Sher Muhammad Khan Mugheri, Ejaz Swati, and Heer Soho described the budget as a milestone in Sindh's development and defended the ongoing projects in various sectors. Jamaat-e-Islami member Mohammad Farooq also referenced the advisory committee's recommendations and termed the arrest of the opposition leader as political revenge. The session saw continued sarcasm and accusations exchanged between PPP and PTI members, which at times escalated into altercations.
During PPP member Ejaz Khan Swati's speech, PTI members created a commotion. Some PPP members used the words of prisoner number 420 for the founder of PTI. The deputy speaker remarked that no one should be called 'Prisoner 420' and that members should address the speaker when speaking.
During this time, repeated exchange of harsh words occurred between PPP and PTI members. JI's Mohammad Farooq reminded the assembly that the decisions made in the advisory committee were meant for everyone and noted that only one leader is currently in jail. PPP ministers continued to mock the PTI chief in subtle terms.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Couple fall prey to 'honour killing',"US
Victims were living in Kahna after marriage following elopement
A young couple were shot dead in what police suspect was an 'honour killing' in the Kahna area.
The victims were identified as 22-year-old Aneesa and her 25-year-old husband Peer Muhammad who had been living on rent in the Noor Park area for the past few days.
According to police sources, the couple had eloped and gotten married, which had apparently angered the woman's family.
The sources said local residents had told the police that unknown relatives of the woman had carried out the shooting.
Lahore DIG Operations Faisal Kamran formed and investigation under the supervision of the Model Town SP to apprehend the killers. ""Initial reports suggest that the couple had eloped and gotten married. They had been living on rent in Noor Park for some days,"" a police spokesperson said.
According to a spokesperson for the Edhi Foundation, the attack rook place in the rented accommodation on Ahlo Road in Kahna.
Edhi ambulances transported the bodies to a morgue after the police and forensics teams completed their investigation at the crime scene.
""According to local residents, unknown relatives of the girl opened fire at the victims,"" the spokesperson stated.
A case was registered and evidence collected from the scene.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Lack of local govts complicates 'khula' cases,"HK
Even when family courts issue 'khula' decrees, women have to wait months before Union Councils are able to finalize
In Punjab, the country's most populous province, the lack of a fully functional local government system has created serious challenges for women seeking divorce. Over the past five years, where the rate of khula has steadily increased, divorced women often face months of delay in obtaining their khula certificates from Union Councils (UCs) even after family courts have issued official decrees.
Punjab is divided into ten divisional headquarters where over 230 family courts are operational. Lahore alone has 30 to 35 family courts, with the city leading in terms of the number of active family courts, followed by Multan, Faisalabad, Rawalpindi, Gujranwala, and Bahawalpur. Despite receiving court verdicts, many women must wait extended periods for Union Councils to issue the necessary legal certificates, highlighting the pressing need for reform in the local governance structure of Punjab.
Samara Babar, who has been pursuing a khula for over two years — first through the Union Council and later through the family court, shared her ordeal. ""For an entire year, the UC kept giving me the runaround. Sometimes the secretary wasn't available, and other times the person responsible for serving notices was absent. Eventually, I filed a case in the family court, which issued an ex parte decision last month since my husband never appeared in court. If the local bodies were functional, I wouldn't have had to wander from office to office for a simple divorce,"" she lamented.
Former Professor of Philosophy at the Government College University Lahore, Dr Javed Iqbal Nadeem, attributed rising khula rates to unequal distribution of household responsibilities and authority. ""Though society claims to uphold equal rights for men and women, post-marriage dynamics often turn oppressive. When a man is employed, women tend to sacrifice their careers, but the reverse is rarely true. Educational disparity also contributes to marital conflict, as more women than men are pursuing higher education. Parents often marry off educated daughters swiftly to undereducated men, who struggle to cope. This leads to frequent disputes and, eventually, divorce,"" said Dr Iqbal.
According to records obtained from the Punjab Local Government Department, Union Councils in Lahore alone issued over 11,000 khula certificates in 2021, over 13,000 in 2022, over 14,000 in 2023, and more than 16,000 in 2024. As of May 2025, over 3,800 certificates have already been issued. Records obtained by The Express Tribune revealed that Lahore tops the list of cities with the highest number of khula cases, followed by Faisalabad and Rawalpindi.
Advocate Mian Zeeshan Hanif Bhandara, who handles khula cases, confirmed a daily influx of divorce cases in family courts. ""The number of khula petitions filed by women has doubled compared to divorce cases filed by men. Although we encourage women to think carefully before filing, in most cases, emotional and financial conflicts including demands for separate housing or disputes over property lead women to seek khula. A khula case typically takes six to nine months for court processing. If the opposing party does not appear, the court issues a unilateral (ex parte) decision in favor of the woman,"" explained Bhandara.
Director of the Local Government Department, Muhammad Umair, explained that once a family court has issued a khula decree, the department sends monthly notices to the husband. ""If no response is received within 90 days, the khula certificate is issued in compliance with legal requirements. In 95 per cent of the cases, the men do not respond at all,"" revealed Umair.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Karachiites brave another hot and humid day,"RO
Some respite expected tomorrow amid light drizzle forecast
The metropolis braved scorching heat on Tuesday, with temperatures shooting up to 39.9°C at the official weather station due to stalled sea breeze, according to the weatherman.
The heatwave persisted throughout the day and the conditions were exasperated by 53% humidity. Some neighbourhoods of the city reported even higher temperatures: 40.7°C at Jinnah Terminal and 40.5°C in Gulistan-e-Jauhar.
The Pakistan Meteorological Department (PMD) forecasts that sea breezes will resume today (Wednesday), bringing slight respite from the scalding heat.
Starting Tomorrow (Thursday), light rain showers and drizzle are expected during morning and nighttime hours, triggered by low-level cloud cover moving in from the Arabian Sea.
PMD's Early Warning Centre reports a humid air mass prevailing over eastern Sindh, contributing to the discomfort. Karachi can expect stronger-than-usual winds on Wednesday and Thursday, while the rest of the province may continue to experience hot and dry conditions.
According to Anjum Nazeer Zaigham of the PMD, the current heat spell results from a low-pressure system over Indian Gujarat that has disrupted normal sea breeze patterns, leading to elevated temperatures in Karachi for the past two days.
On Tuesday, the temperature had already crossed 39°C by 11 am, as a low-pressure system disrupted standard weather patterns, causing sea breezes to either stall or slow significantly.
However, these breezes are expected to return by Tuesday evening, with light rain showers and drizzle likely on Thursday during the early morning and nighttime hours.
COMMENTS","['NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],NEGATIVE
Regional conflict derails Pakistan-Russia train,"US
.
The departure of Pakistan Railways' first freight train to Russia has been cancelled due to regional instability triggered by the ongoing Iran-Israel conflict, railway sources confirmed on Friday.
The cargo train was scheduled to depart from Lahore on June 22 (Sunday) but has been postponed indefinitely due to border closures between Pakistan, Iran and other transit countries affected by the conflict.
According to PR officials, the freight train was intended to be the first of its kind, aiming to travel from Lahore to the Russian city of Astrakhan.
The train was to depart with sixteen freight wagons loaded with a variety of goods destined for Russia, with plans to increase the number of containers to thirty and eventually fifty in phased operations.
The launch of the cargo train was part of PR's broader strategy to strengthen trade connectivity between South Asia and Central Asia, facilitating direct overland exports and imports with Russia, Turkmenistan, and Kazakhstan.
""Due to the Iran-Israel conflict and related security risks, the train cannot be dispatched at this time. It will only depart once the war ends and the situation stabilises,"" railway sources said.
The proposed route of the freight train included transit through Iran, Turkmenistan and Kazakhstan before reaching Russia.
The trade corridor was expected not only to enable Pakistani exports but also to bring in goods from Russia and Central Asian countries such as Turkmenistan and Kazakhstan.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
74 Pak players registered for BBL 15,"US
Abrar, Salman and Haris are among some noticeable names for the draft
Pakistan's T20I captain Salman Ali Agha is among the 74 Pakistani male cricketers who have signed up for the Big Bash League (BBL) 15 Draft, as announced by Cricket Australia (CA) on Monday.
The draft, scheduled for June 19, will also include 11 Pakistani women cricketers competing for spots in the Women's Big Bash League (WBBL), showcasing a growing interest and presence of Pakistani talent in Australia's premier T20 competitions.
Joining Salman in the men's draft are explosive opener Mohammad Haris and mystery spinner Abrar Ahmed, both of whom have impressed with their recent performances at the domestic and international levels.
These names add to an already star-studded list of Pakistani players previously registered for the BBL 15 Draft, including pace spearhead Shaheen Shah Afridi, wicketkeeper-batter Mohammad Rizwan, leg-spinner Shadab Khan, fast bowler Haris Rauf, spinner Usama Mir and pacer Mohammad Hasnain.
Meanwhile, Pakistan's star batter Babar Azam has already been secured by the Sydney Sixers as one of the 15 pre-signed marquee players for the upcoming season across both the men's and women's competitions.
The BBL 15 draft will feature over 600 overseas players, making it one of the most competitive drafts in recent years.
The men's draft includes players from England (178), the West Indies (42), Sri Lanka (13), and even one from India. The women's draft pool is headlined by players from England (46), India (15), New Zealand (15) and Pakistan (11).
For the unversed, Brisbane Heat will have the first pick in the men's draft, giving them the opportunity to lead selections from this elite pool of global talent.
Mega-money Babar
Former Pakistan cricket team captain Babar Azam has joined the list of the highest-paid players in Australia's Big Bash League (BBL) after signing with the Sydney Sixers for a fee higher than the Platinum category base price.
This will be Babar's first appearance in the BBL and the Sixers have secured his services for the upcoming season. Details of the agreement between Babar and the franchise have also emerged.
According to reports, the Sixers picked Babar in the Platinum category and offered him a pre-signing deal with a salary exceeding the base price.
The base price for Platinum category players is around PKR 7.75 crore, but sources claim Babar's deal is worth nearly PKR 10 crore, making him one of the highest-paid signings in BBL.
With over 10,000 international runs across formats, the 30-year-old has firmly established himself as one of the game's most prolific and consistent performers.
As per BBL regulations, each team is permitted to pre-sign one overseas player ahead of the official BBL 15 draft, scheduled for Thursday, June 19.
List of Pakistan players
Asif Afridi, Shaheen Shah Afridi, Abrar Ahmed, Muhammad Akhlaq, Ammad Butt, Asif Ali, Haider Ali, Hasan Ali, Muhammad Ali, Nauman Ali, Salman Ali Agha, Umar Amin, Ali Asfand, Azan Awais, Saim Ayub, Danish Aziz, Tahir Baig, Ahmed Daniyal, Sahibzada Farhan, Zafar Gohar, Mohammad Haris, Mohammad Hasnain, Mohammad Huzaifa, Muhammad Imran Jr, Aamer Jamal, Azam Khan, Haseebullah Khan, Ihsanullah Khan, Jahandad Khan, Mubasir Khan, Sajid Khan, Shadab Khan, Shahzaib Khan, Usman Khan, Yasir Khan, Zaman Khan, Irfan Khan Niazi, Shan Masood, Zahid Mehmood, Arafat Minhas, Usama Mir, Mehran Mumtaz, Sufiyan Muqeem, Khawaja Nafay, Hasan Nawaz, Rohail Nazir, Muhammad Nawaz, Usman Qadir, Momin Qamar, Haris Rauf, Ali Raza, Mohammad Rizwan, Abdul Samad, Ali Shafiq, Abdullah Shafique, Hunain Shah, Khushdil Shah, Naseem Shah, Khurram Shahzad, Mohammad Shahzad, Saud Shakeel, Hussain Talat, Usman Tariq, Siraj Uddin, Imam-ul-Haq, Ihsanullah, Imad Wasim, Muhammad Wasim, Arif Yaqoob, Zeeshan Zameer, Muhammad Zeeshan.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
