title,content,sentiment_chunks,title_sentiment,content_sentiment
Sectarianism stoked to block Islamic rule: Fazl,"US
Denounces moon-sighting body, Muharram discord
JUI-F chief Maulana Fazlur Rehman has claimed that certain forces stoke the flames of sectarianism to sow discord among religious scholars of different schools of thought whenever calls are made for the imposition of an Islamic system in the country.
""There are sectarian organisations in the country, but they fight each other only at the behest of some forces. Sectarianism is fanned whenever people raise their voice for an Islamic system,"" said Fazl on Saturday while addressing a digital media convention in the country's economic hub.
Denouncing the official moon-sighting system, Fazl noted that the Ruet-e-Hilal Committee has been operating without a legal framework, and attempts to access its founding documents or minutes have led nowhere.
He said if there were a proper law in place, it would lead to accountability. ""But the lack of legislation allows disputes among scholars over moon sighting to escalate into larger issues,"" he added.
Fazl lamented that no code of conduct had been developed over the past 77 years regarding Muharram processions, calling it a deliberate omission intended to pit religious groups against one another. ""At the state level, such measures are taken to keep religious factions in conflict,"" he said.
He also criticised those who advocate a wall of separation between religion and state, arguing that religion is blamed too quickly for disorder.
""However, sectarianism alone is not the sole cause of discord in the country. Ethnicity, provincialism, regionalism, and similar factors also contribute to unrest. At times, conflicts between Baloch and Pashtuns, Sindhis and Mohajirs, and other groups have led to disorder,"" he said.
He said there has never been any dispute over the Objectives Resolution, and all schools of thought are united on the Islamic provisions of the Constitution.
Fazl said the Constitution clearly states that no law can be made in the country that contradicts with teachings of Islam and its sharia. However, laws, according to him, are being made on the instruction of the International Monetary Fund, the Financial Action Task Force and the United Nations.
In this regard, he cited the example of the recent passage of a bill banning marriage under the age of 18 in Islamabad and said the religion does not impose any such restrictions.
Fazl said nowadays, highlighting vices is being considered news, especially when it comes to politicians.
""One should not go around searching for people's faults and mistakes; this is a grave sin. When a person pursues someone to exploit their weaknesses, it is highly condemnable,"" he added.
According to the JUI-F chief, some institutions running on our tax money sit in their offices and fabricate lies about politicians. He said in the media that the search for news and the effort to find good stories are natural.
""However, it is also essential to avoid evil and to distinguish between what is halal and haram.""
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],NEUTRAL
More than just a drink,"US
How coffee became the world's most favourite fix
Coffee's pop icon status is firmly established — from Starbucks' iconic Frappuccino turning 30 this year to the latest TikTok trends leading us to try Dalgona or cloud coffee. But beyond fads, coffee has been brewed in ceremonies and sipped in salons across time and geography. Its history is steeped in colonialism; establishments serving it have also fuelled revolutionary thinkers, reports DW.
Today, rising global temperatures and erratic rainfall are hitting farmers hard, leading coffee prices to soar to record highs. But the beverage remains — at least for now — an intrinsic part of world culture. Here's a (non-exhaustive) look at how and why it came to be that around 2 billion cups of coffee are reportedly drunk daily worldwide.
Mythical and spiritual roots
Legend credits an Ethiopian goatherd named Kaldi with discovering coffee after he'd noticed his goats becoming frisky from eating red berries. While the story is likely apocryphal, coffee — namely the Arabica variety — is indeed native to Ethiopia's Kaffa region, where it still plays a ritual role.
The Ethiopian coffee ceremony, where beans are roasted over an open flame and brewed in a clay jebena, is a moment of pause, hospitality and community.
In Senegal, cafe Touba — infused with Guinea pepper and cloves — originated from Islamic Sufi traditions and is both a beverage and spiritual practice.
In Turkey, unfiltered coffee brewed in a copper cezve is often followed by a reading of the leftover grounds, a centuries-old tradition that is still cherished, even among Turkey's Gen Zs.
In Brazil, the cafezinho — a tiny, sweet shot of coffee — is a symbol of welcome, offered everywhere from homes to street corners.
Finally in 2020, as the world hunkered down during the COVID lockdown, South Korea's Dalgona coffee — instant coffee whipped with sugar and water — exploded on TikTok. Beyond aesthetics, the trend offered people a simple, soothing ritual.
Unique flavours
Across cultures, coffee has taken wildly inventive forms. In Nordic countries like Finland and Sweden, black boiled coffee is sometimes poured over cubes of kaffeost, or ""coffee cheese,"" made from cow or reindeer milk, in a centuries-old tradition.
Vietnam's ca phe trung (or egg coffee) blends whipped egg yolk with sweetened condensed milk — a wartime improvisation that is now ubiquitous.
Then there's Indonesia's kopi luwak, often called the ""Holy Grail of Coffees,"" made from partially digested beans that have been eaten and defecated by the Asian palm civet. Though prized for its smooth, fermented flavour, kopi luwak has been ethically controversial. High demand has led some producers to cage and force-feed civets. Others now promote ""wild-sourced"" versions from free-roaming animals, but third-party verification has been inconsistent.
From sacred brew to global commodity
Coffee didn't just travel in sacks — it travelled with trade winds, spiritual journeys and imperial ambitions.
Though discovered in Ethiopia, the earliest written evidence of coffee cultivation points to Yemen. There, it earned the Arabic term ""qahwa"" — originally meaning wine - which gave rise to the words coffee and cafe.
Sufi mystics drank it to maintain spiritual focus during long night chants. The port of Mocha on Yemen's Red Sea coast became a centre of trade, shipping beans across the Islamic world and into Asia.
Another legend says that an Indian Sufi saint, Baba Budan, smuggled seven fertile beans from Yemen to southern India in the 17th century, defying an Arab monopoly. That act seeded coffee plantations in Karnataka's Chikmagalur region.
Soon, European colonial powers also grasped the bean's potential. The Dutch planted it in Java, the French in the Caribbean and the Portuguese in Brazil — each expansion driven by empire and built on the backs of enslaved labour. Brazil, introduced to coffee in the 1700s, would grow into the world's largest producer.
Even Australia, a latecomer, has developed a robust coffee culture. Fun fact: Both Australia and New Zealand claim to have invented the flat white in the 1980s.
Conspiracies, civil unrest and cats
Throughout history, cafes have been more than watering holes — they've been incubators of ideas, art and revolution.
In 16th-century Istanbul, authorities repeatedly tried to ban them, fearing that caffeine-fuelled gatherings could spark unrest.
In Enlightenment-era Europe, cafes offered a cup of coffee and a heady dose of radical thought, frequented by thinkers like Voltaire and Rousseau.
In colonial America, coffee became a patriotic substitute for British-taxed tea. Boston's Green Dragon Tavern, dubbed the ""Headquarters of the Revolution,"" hosted meetings of the Sons of Liberty — activists who organised resistance against British rule, particularly unfair taxation and policies that eventually led to the American Revolution.
Over the past decades, cafes have returned as a ""third place"" — neither home nor office, but somewhere in between. Coffeehouses have also evolved into refuges for modern life.
In the early 1990s, when home internet access was not yet widespread, many cafes started providing public internet access, which drew people to start working from those spaces.
Meanwhile, other cafe owners came up with unusual perks for their businesses.
In Taipei, the world's first cat cafe — Cat Flower Garden — opened in 1998, giving urbanites a cosy space to sip and socialise among feline companions. The trend exploded in Japan and now thrives worldwide, where the blend of caffeine and calm continues to comfort overstimulated cities.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Speak gently,"GB
Tone reveals one's hidden personality and can have severe repercussions
Throughout the centuries, rude and harsh behaviour has been a major factor in the destruction of peace and stable environments, often leading to conflict, instability, and disdain in people's hearts. A single word spoken harshly can throw the world into confusion and frustration, inviting despair and disappointment. Such behaviour can either stem from the nature or from the society that raises individuals who lack manners and gentle conduct — traits which are not inherently innate but must be nurtured.
Tone reveals one's hidden personality and can have severe repercussions. People often become reactionary when confronted with rudeness, mirroring the negativity they receive. This is the bitter harvest reaped from discourteousness. Words like ill-mannered, impertinent, impolite and thoughtless come to mind when thinking about those who misbehave. Isn't it so?
Plagued by such behaviour, countries frequently face political turmoil. This is visibly evident in state leaders who violate political decorum, often creating noisy and hostile environments in assembly halls or on media platforms — launching vitriolic attacks on each other. In doing so, they contribute to the erosion of human values. Strict social control, authoritative governance and human rights abuses often follow such displays of dominance, much to the dismay of the public.
In a world full of noise and harshness, even a small gesture of gentleness can disarm the warmonger and pave the way toward peace. A gentle speech can act as therapy during times of despair and disappointment, solving manifold problems that harsh behaviour only exacerbates. For instance, nations often resort to violence and war when faced with stern rhetoric and rigid stances. However, the same nations are willing to call a ceasefire when invited to the dialogue table - a peaceful alternative.
Kind words and moderate language open many doors to bonding and building relationships based on love and respect. The Quran emphasises this in Surah Al-Baqarah: ""And speak kindly to people."" (2:83)
All prophets throughout time have been epitomes of gentleness, teaching lessons of decency, sobriety and politeness. Yet, we seldom act upon these teachings.
Does it cost dollars to speak kindly and softly? Do we earn accolades for high-pitched voice or behaving rudely? Certainly not. Then why is the world so invested in such destructive and senseless behaviour just to showcase dominance?
Let us examine the reality: people often behave rudely to assert that ""might is right"". But in doing so, they reveal their lack of inner value, stooping to low levels while trying to belittle others. This doesn't impress the recipient — it only paints a picture of moral weakness and poor upbringing. Those who encounter such individuals often respond with dislike and contempt, rightly seeing them as troublesome and undignified.
Being kind and polite in communication wins hearts, earns respect and creates a lasting impression. Respect born out of fear is not true respect; it is mere compulsion bred from resentment. Even animals respond with loyalty when treated kindly. Humans, with their complex emotions, respond a thousand times more positively when shown love and regard.
Words carry tremendous power. Post-Pahalgam, India and Pakistan teetered on the edge of fragility. The nasty rhetoric exchanged — statements from Modi and military officials aired on the media — only inflamed hatred and animosity. If those same situations had been handled with diplomacy and dialogue, peace in the region might have been preserved. We all hoped for tranquility instead of belligerency.
In short, courteous behaviour and gentle words have the significant power to conquer everything. Therefore, create a world where people live with mutual respect and love, and let your words contribute to building an amiable environment for all. Moreover, let's avoid the world of mess and destruction. Hatred no more. Young and old, age and aged, all need the world where harmony prevails and love rules.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
K-P govt seeks party status in reserved seats case,"US
.
The K-P government has filed an application in the Supreme Court seeking to become a party in the ongoing review case concerning reserved seats.
The petition was submitted by the K-P additional advocate general, asserting that the government and the speaker are necessary parties.
The application argues that the review petitioners deliberately excluded the K-P government, adding that the court's decision directly affects its fundamental rights and interests.
The K-P government has requested the SC to formally include it as a respondent in the reserved seats case.
COMMENTS","['NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Minister's Bajaur house targeted once again,"US
Minister's Bajaur house targeted once again
Unknown miscreants on Saturday launched a rocket attack on the house of the minister of state on tribal affairs, Mubarak Zeb Khan, in Bajaur district of Khyber Pakhtunkhwa (K-P).
DPO Bajaur Waqas Rafiq confirmed the incident, stating that it occurred at 1am, after which the police immediately launched an investigation. ""The projectile damaged a portion of the minister's residence but no one was reported injured,"" he said.
This was the second attack on Khan in as many months. Last month, in May, alleged terrorists had blown up the main gate of his house with an improvised explosive device (IED).
Following the Saturday attack, Mubarak Zeb Khan issued a statement, stating that such cowardly attacks could not deter him from serving the people.
He said that the earlier attack, which occurred on May 14, was claimed by the outlawed Tehreek-e-Taliban Pakistan (TTP).
He said he had been receiving threatening calls and messages from international numbers recently.
The minister suggested that operatives of the banned outfit near the Pakistan-Afghan border might have carried out the attack with the support of some local elements.
He claimed that he was being targeted due to his people-centered approach and his attempts to utilize available resources to uplift the region.
""Those involved in such attacks are clearly opposed to the ongoing development work,"" he noted.
""They contacted us through international numbers and issued threats to halt the developmental activities. But we are not afraid. The development of Bajaur will not stop."" he said.
Reaffirming their commitment, he said, ""We have confronted such elements in the past and will continue to do so. We will not back down from our mission to serve the people of this region.""
Prime Minister Shehbaz Sharif strongly condemned the rocket attack, noting that such unacceptable acts of violence aimed at destabilizing peace in the region.
He directed the relevant authorities to conduct an immediate and thorough investigation into the incident and to arrest the culprits. ""The government is committed to eliminate terrorism and ensure the safety and security of public representatives and citizens across the country,"" he said.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],NEUTRAL
Cop shot dead in Battagram,"US
The constable collapsed on the spot and succumbed to his injuries.
A unidentified man on a motorcycle shot and killed a police constable at a petrol pump in the Battagram area late Friday night.
According to the police, the suspect opened fire on the constable and fled the scene immediately after committing the crime. They added that Constable Ghulam Ishaq, a resident of Pazzang, Allai, was refueling his motorcycle at a petrol pump in the Maidan Battagram area when the suspect, who had been chasing him, opened fire at a close range.
The constable collapsed on the spot and succumbed to his injuries.
Following the incident, a heavy contingent of Battagram police along with a large number of local residents reached the crime scene. The body was shifted to a nearby hospital for post-mortem and later handed over to the victim's family for burial in his native village.
Police have sealed all exit routes and set up checkpoints in a bid to apprehend the accused. According to the FIR lodged by the victim's family, a rival party from the same village was reportedly involved in an ongoing dispute over a girl has been named in the case.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Centre agrees to resolve 'financial matters',"US
Finance advisor says NFC meeting scheduled for August
Khyber-Pakhtunkhwa Finance Advisor Muzammil Aslam has announced that the federal government is now willing to recognize the province's rightful shares in net hydel profit, National Finance Commission Award (NFC Award), royalties, and other revenue heads.
A meeting for the 11th National Finance Commission (NFC) has been scheduled for August, and the Center has also agreed to resolve outstanding financial matters concerning the merged tribal districts, which are administratively integrated but still face economic challenges.
Addressing a post-budget press conference in Peshawar on Saturday, Aslam revealed that K-P has presented its largest-ever budget, amounting to Rs2,119 billion. He noted that the province is on track to generate Rs93 billion from its own resources. ""Whether the federation provides funds or not, we are committed to spending on the tribal areas from our own treasury,"" he declared. Aslam emphasized a shift away from reliance on federal support, announcing plans to construct the Peshawar-DI Khan Motorway independently.
He defended the provincial government's economic performance, recalling criticism when the current administration took office last year amid concerns of an empty treasury. ""Today, we have presented a Rs157 billion surplus budget,"" he said, highlighting timely salary payments and increases of 10 per cent in salaries and seven per cent in pensions for government employees in the new fiscal year. The minimum wage has also been raised to Rs40,000.
Aslam contrasted K-P's development budget of Rs547 billion with the federal government's Rs1 trillion-plus allocation, pointing out that despite being a smaller province, K-P has managed substantial development spending. He acknowledged that while the province remains under debt — currently at Rs680 billion — loan repayments have been made and a dedicated repayment fund established.
He clarified that any current inflows under debt are part of previously agreed contracts, and there are no plans for new borrowing unless required for a major project.
Criticizing the center for sidelining K-P, he stated that only Rs550 million have been allocated to the province this year. ""Despite minimal federal cooperation and receiving Rs90 billion less under NFC allocations, we increased our development budget,"" he noted. K-P also allocated Rs20 billion from its own funds to the tribal districts, demonstrating its commitment to inclusive development.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
"PTI slams govt over 'bad economy, load-shedding'","US
.
Pakistan Tehreek-e-Insaf (PTI) on Saturday lambasted the federal government over the worsening electricity crisis, economic mismanagement and a growing assault on constitutional rights.
In a joint press conference held at the Khyber Pakhtunkhwa House, senior PTI leaders, including Sheikh Waqas Akram, Shibli Faraz, Omar Ayub and Taimur Jhagra, blasted the government.
Referring to the controversial February 8 elections, former provincial minister Taimur Jhagra warned the public not to forget how the current coalition government led by the PML-N and PPP came into power.
He said electricity tariffs under the present administration have become massively expensive compared to the previous PTI government.
""Where there used to be just a few hours of loadshedding in Punjab, now people are enduring outages lasting over 12 hours. In K-P, the temperature has hit 46 degrees Celsius and there is still no respite from prolonged power cuts,"" he said.
He dismissed the government's economic claims as ""fabricated figures"", arguing that it had failed to protect even the most basic rights of ordinary citizens. ""From agriculture to industry, all sectors are in decline. The required electricity supply is simply not reaching those who need it most,"" he said.
Jhagra also drew comparisons with regional competitors, lamenting, ""Today, Bangladesh is miles ahead of us in the power sector.""
He criticised the government's plans to privatise only three distribution companies – LESCO, FESCO and IESCO – asking, ""What national benefit can come from selectively privatising just three utilities?""
He said over six million people in the former FATA region remain without electricity access, and no one in government has taken responsibility.
""The K-P budget has been presented. Let the people see for themselves what makes the difference,"" he said, referring to the provincial government's unveiling of the budget with a total outlay of Rs2,119bn for the fiscal year 2025-26, a day ago.
Jhagra also protested that PTI leaders were being denied meetings with the incarcerated party founder, Imran Khan, questioning under what law or constitutional provision such restrictions were being imposed.
Electricity shortfall
Speaking on the occasion, Sheikh Waqas Akram lamented that the country was facing a growing shortfall between electricity demand and supply.
""The situation in rural areas is especially dire. Loadshedding in K-P and Balochistan now spans 12 to 18 hours daily. Even in Punjab, there is a minimum of four hours of outages,"" he said.
He slammed the utility privatisation narrative, saying, ""Go ahead and privatise FESCO if you wish, but what about improving the performance of LESCO, IESCO and others?""
Akram also raised alarm over the treatment of political prisoners, particularly those held in Kot Lakhpat military trials. ""These prisoners are being subjected to political vengeance. In this heat, they are being denied their basic rights, including the right to appeal,"" he said.
Senior leader Shibli Faraz stressed the power sector's centrality to the economy. ""Electricity is the engine that drives our economy. Our power sector is vast but has seen no meaningful development in recent years,"" he said, accusing PML-N and PPP of damaging the sector.
""Today, there are long hours of loadshedding in most major cities. When there's only one buyer for your power company, problems are inevitable. We introduced competition in the power sector during our tenure,"" he added.
Faraz also highlighted the growing burden of circular debt and unpaid dues of petroleum and power companies.
Omar Ayub said his speech during the federal budget session was deliberately taken off air. ""Even WiFi access was suspended during the session. They feared I would hold up a mirror to their failures,"" he claimed.
He noted that international markets are becoming unstable due to the Israel-Iran conflict, which could severely disrupt oil supplies. ""If this war continues, the country's Rs6.5 trillion deficit could worsen. Iran, a key oil hub, exports to Japan, Europe and others. Any disruption there will impact us all,"" he warned.
Ayub accused the current government of shelving PTI-era power projects and said the nation had access to significantly cheaper electricity during PTI's rule.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Man commits suicide after killing ex-wife,"GB
The victim supported herself by giving tuitions.
A prison police personnel killed his ex-wife in front of their two young daughters before taking his own life.
The police shifted both the bodies to a hospital for autopsy.
Shazia Bibi, a resident of Alvi Park in Jaranwala, had married Tanveer Ahmed, the prison police employee. It was a love marriage, but six years ago, the woman had obtained divorce through a court due to irreconcilable differences.
The victim supported herself by giving tuitions.
Tanveer, still harboring resentment, broke into Shazia's home and shot her dead in front of their daughters. He then turned the gun on himself and committed suicide.
The Jaranwala police took possession of the bodies and handed them over to the heirs after completing the legal formalities.
The police registered a case under Section 302 of Pakistan Penal Code against the deceased Tanveer on the complaint of Shazia's brother Muhammad Shehbaz.
In the FIR, Shehbaz maintained that Tanveer used to blackmail and threaten his sister for money after their divorce. On the day of the incident, he had demanded money from her and, upon her refusal, shot her dead before taking his own life.
The police said they were investigating the matter after registering the case.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Attempt to marry off 13-year-old girl foiled,"HK
Police asked the family to produce official documentation to verify the girl's age
An attempt to solemnise the marriage of a 13-year-old girl in Hijrat Colony was foiled on Friday after a joint operation by local police and the Women and Child Protection Cell.
According to a police spokesperson, the raid was carried out after the Women and Child Protection Cell received credible information regarding the planned child marriage. The cell immediately alerted District South SSP Mehtor Ali, who directed the Civil Lines police to take action.
A police team rushed to the address and found that preparations were underway for the underage girl's wedding. Officials intervened just in time, stopping the ceremony before it could take place.
Police asked the family to produce official documentation to verify the girl's age, which confirmed that she was only 13-year old. Acting on the minor's statement and other available evidence, police arrested the girl's parents and several others allegedly involved in organising the marriage.
A case has been registered at the Civil Lines police station under Sections 3 and 5 of the Sindh Child Marriage Restraint Act, 2013, and Section 511 of the Pakistan Penal Code (PPC), which pertains to attempts to commit an offence.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
