title,content,sentiment_chunks,title_sentiment,content_sentiment
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Four cops injured as terror bid foiled,"US
Police and outlaws exchanged fire for more than 50 minutes
Four policemen sustained injuries when armed terrorists launched two different attacks on police stations in Bannu and Bajaur. However, the police force managed to foil the terror bid.
According to details, Unknown assailants launched an attack with heavy weapons on a police station in Bannu during the night of Monday and Tuesday. However, the policemen repulsed the attack and foiled the terror bid.
Police and outlaws exchanged fire for more than 50 minutes. Meantime, more police contingents reached the spot to support their colleagues. Later, the terrorists retreated and managed to flee by taking an advantage of darkness.
After the incident, the police started surveillance with drone cameras and launched a search operation to trace terrorists' safe haven.
Meanwhile, scores of outlaws also stormed in a police station in Bajaur. However, the terrorists' attempt was foiled by the police. During an ensuing firing, four policemen sustained injuries.
The injured policemen were identified as SHO Fazl-e-Rehman, Shakir, Torsum and Muhammad Hasan. The injured policemen were shifted to Headquarter Khar Hospital.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Punjab gets first Child Protection Policy,"US
CM announces plan to reduce power tariffs
The Punjab cabinet has approved the province's first-ever comprehensive Child Protection Policy.
This policy developed by the Child Protection and Welfare Bureau with technical support from UNICEF Pakistan was described as a new benchmark for child welfare, marking a transformative step toward ending violence, abuse, exploitation and neglect against children in the communities.
The policy, according to the CPWB chairperson, serves as a comprehensive roadmap for child protection mechanisms across Punjab. It is the culmination of efforts that began over two years ago with the submission of the draft to the home department. Case management activities under the policy framework have been underway for over a year.
Chairing the cabinet meeting that took up 101 agenda items, Chief Minister Maryam Nawaz Sharif also announced a plan to reduce the power tariffs in order to provide maximum relief to the people.
This is the second time that a province was fiddling with electricity tariffs that originally is a federal subject. Once implemented, Punjab will became the first province to voluntarily reduce electricity tariffs.
The chief minister approved reduction in the tariffs of Punjab's power companies. On the direction of Chief Minister Maryam Nawaz, the tariffs may be reduced by 30 to 40 per cent.
The provincial cabinet approved the reduction in tariffs of the Quaid-i-Azam and Punjab Thermal Power Private Limited.
To address the grievances of the provinces estranged farmers, the chief minister said that a huge package is going to be given to the wheat growers.
It was informed in the meeting that the payment of Rs5,000 per acre subsidy has been completed to 514,000 wheat farmers.
The payment will be made after the verification process of another 500,000 farmers is completed.
An alllocation of Rs63 billion was provided in the second phase through the Kisan Card and farmers have purchased fertilizer worth Rs18 billion.
The cabinet approved the Chief Minister Wheat Programme 2025.
Continuing with the tradition of the provincial PML-N government of creating layers upon layers of companies and authorities, the cabinet approved the establishment of the Air Punjab Private Limited Company.
The CM set a target of launching Air Punjab within a year.
She ordered immediate steps for closing vaping centres in the province. She also directed the authorities to ensure safety gear for labourers and assigned the labour department a target of implementing safety SOPs for workers within a month.
The provincial cabinet approved ration cards for workers and miners registered with the labour department and the provision of electric buses in nine divisions of Punjab.
The CM issued directives to establish charging stations in all major cities as soon as possible.
Eco-tourism projects were approved for Changa Manga and Lal Sohanra parks.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Substandard hospital mats seized in Swat,"US
The contractor was accused of violating procurement rules by delivering poor-quality mats
Anti-Corruption authorities in Swat have taken swift action against a contractor for supplying substandard foam mats to Saidu Group of Teaching Hospital, Saidu Sharif.
A total of 180 non-compliant mats were confiscated on-site for failing to meet approved PC-1 specifications.
The crackdown followed a citizen complaint filed by Arbab Naveed with the Directorate of Anti-Corruption Establishment, Khyber Pakhtunkhwa.
The contractor was accused of violating procurement rules by delivering poor-quality mats from unauthorized manufacturers.
An investigation led by Assistant Director Anti-Corruption Malakand Division, Malik Khan Afsar Khan, confirmed the allegations. The contractor was found guilty of deliberate non-compliance.
Authorities gave the contractor one week to replace the substandard items with 320 mats that meet official standards. The directive was fulfilled within the deadline, and the case has now been referred to the Directorate for further legal proceedings.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Govt opens special children's rehab centre,"US
CM announces Inclusive City project for people with special needs
Chief Minister Murad Ali Shah on Monday inaugurated a rehabilitation centre for children with physical and neurological developmental challenges.
The facility was established through collaboration between Marie Adelaide Leprosy Centre (MALC), the Department of Empowerment of Persons with Disabilities (DEPD), and the government.
The inauguration event was attended by DEPD Secretary Taha Ahmed Farooqi, German Consul General Dr Rüdiger Lotz, Global Health Advisor German Leprosy and TB Relief Association (GLRA) Dr Anil Fasstino, and MALC CEO Mervyn Francis, among other notable figures.
Calling the centre a beacon of hope for children with conditions such as autism and Down Syndrome, as well as other physical and neurological challenges, the CM expressed that the government's vision is to provide treatment and opportunities to these children so they may live dignified and fulfilling lives.
CM Shah revealed that the centre offers a comprehensive range of services provided by specialists. These include physiotherapy to improve children's physical development, speech therapy to enhance communication, remedial therapy to support cognitive development, behavioural therapy for encouraging constructive behavior, occupational therapy focusing on daily life skills, and a sensory room to help the children with sensory processing. Further, the facility also offers a play area under professional supervision. The CM visited the center, reviewed the facilities, and met with the children.
He also stated that the government has allocated 100 acres of land near the Malir Expressway for the establishment of an Inclusive City for people with special needs. The city will provide schools, rehabilitation centres, vocational training institutes, a hospital, a neuropsychiatric ward, and residential facilities, as well as a 20 acre park to offer a safe play space for children with special needs, along with a large building housing offices of various welfare organisations.
The CM stated the city would become a model of accessibility and opportunity, where people with disabilities could live independently and contribute actively to society.
Meanwhile, responding to a question, CM Shah stated that the provincial budget would be presented on June 13, 2025, with special attention given to the agriculture sector. Further, he urged provincial representation on the boards of K-Electric (KE), and other power distribution companies, so that Sindh's consumers may directly benefit.
He also stated the government wants to run Hyderabad Electric Supply Company (HESCO) and Sukkur Electric Power Company (SEPCO) under a public-private partnership model.
The CM revealed that discussions with the federal government on the matter are ongoing, and while progress is being made, results will take time.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Ukraine's deep strike,"US
Ukraine has shown that it can strike not just at military outposts near the frontlines.
In what may prove a turning point in Europe's largest war since 1945, Ukraine has launched its boldest attack yet — striking four Russian air bases, including one deep in Siberia. Using 117 drones in a meticulously coordinated operation, Kyiv claims to have damaged or destroyed 40 aircraft — nearly a third of Russia's strategic bombers. The sheer scale, distance and success of the strike mark a significant escalation.
Dubbed 'Operation Spiderweb', the attack is being compared by some to Pearl Harbor. Russia's belief in its own territorial invincibility has been pierced.
Ukraine has shown that it can strike not just at military outposts near the frontlines, but at the core of Moscow's strategic depth. This comes just a day before long-stalled peace talks resumed in Istanbul — a calculated message from Kyiv.
President Volodymyr Zelensky has made clear that peace cannot come at the price of rewarding Russian aggression. Ukraine's readiness to strike so far behind enemy lines gives it new leverage, and changes the tone of negotiations.
Kyiv enters not as a weakened party seeking compromise, but as a state still very much in control of its military capabilities. But this also raises the stakes - for everyone.
The world must now confront the fact that the war may not wind down so easily. It is evolving. And with every evolution comes the risk of a wider, more unpredictable conflict.
If Russia chooses to respond with escalation, especially with the support of allies like Iran or North Korea, the fallout may not remain confined to Eastern Europe. Ukraine's attack may not end the war. But it has ended the illusion that this conflict can be managed through patience alone.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
'Game of Thrones' star Liam Cunningham sets sail for Gaza,"US
Actor joins Greta Thunberg and others to release aid
Irish actor Liam Cunningham, 64, famous for playing Davos Seaworth in HBO's Game of Thrones series, has announced that he will be joining 11 activists in their attempt to break the Israeli siege on Gaza. Cunningham has been vocal in his support for Palestine since the Israeli bombings began in 2023, and he is joined in the cause by Greta Thunberg, a renowned Swedish climate activist. Member of the European Parliament Rima Hassan will also be accompanying the group.
The group set sail on Sunday on the boat Madleen, operated by the Freedom Flotilla Coalition (FFC). The journey is expected to take seven days if they are not hindered. As reported previously by Al Jazeera, the Freedom Flotilla Coalition had attempted to sail the vessel Conscience in early May, but it was attacked by Israeli drones while passing through Maltese waters.
Cunningham has been documenting and sharing their progress on social media.
According to a press release by the FFC, the boat is named Madleen after Gaza's first and only fisherwoman in 2014, symbolising the ""unyielding spirit of Palestinian resilience and the growing global resistance to Israel's use of collective punishment and deliberate starvation policies.""
In a press release on the UN Office of Human Rights Commission website, experts called for safe passage for the Freedom Flotilla Coalition's ship carrying essential aid supplies to Gaza. They expressed concern for Israel's disregard for international laws and its constant attacks on humanitarian aid workers.
""Aid is desperately needed for the people of Gaza to forestall annihilation, and this initiative is a symbolic and powerful effort to deliver it. Israel should remember that the world is watching closely and refrain from any act of hostility against the Freedom Flotilla Coalition and its passengers,"" the experts said.
""The people of Gaza have the right to receive aid through their own territorial waters even under occupation, and the Coalition ship has the right to free passage in international waters to reach the people of Gaza,"" they said. ""Israel must not interfere with its freedom of navigation, long recognised under international law.""
Call for solidarity
Another Irish supporter of Palestine who made news this week is the Irish MMA Fighter Paddy McCorry, who shouted ""Free Palestine"" while tackling his Israeli opponent, Shuki Farage, in an act of solidarity with Gaza on Saturday. This event happened at the Cage Warriors 189 event in Rome, Italy, where he also raised the Palestinian Flag after his win. He shared the viral clip of this win and captioned it ""Street justice"".
According to the UN World Food Program, more than 70,000 children and 17,000 women in Gaza need urgent treatment for acute malnutrition. They state on their website that ""more than 116,000 metric tons of food assistance – enough to feed 1 million people for up to 4 months – is ready to be brought into Gaza if the blockade is lifted.""
Earlier, actors, musicians, activists and other public figures wrote a letter calling on Prime Minister Keir Starmer to ""end the UK's complicity in the horrors in Gaza"".
British-Albanian pop sensation Dua Lipa has been vocal about the war in Gaza and last year criticised Israel's offensive as a ""genocide"".
Other signatories include actors Benedict Cumberbatch, Tilda Swinton and Riz Ahmed, and musicians Paloma Faith, Annie Lennox and Massive Attack.
COMMENTS","['POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
NA body seeks stronger oversight on rice exports,"US
.
The National Assembly Standing Committee on Commerce on Tuesday called for enhanced administrative oversight by the Department of Plant Protection to prevent recurring disruptions in Pakistan's rice exports, a vital sector of the country's agricultural economy.
The committee reviewed the progress of crucial legislative measures and examined pressing trade-related issues aimed at strengthening Pakistan's commercial landscape.
Among the primary concerns discussed was the issue of delays and disruptions that have hampered rice exports in recent months.
COMMENTS","['POSITIVE', 'NEGATIVE']",['NEGATIVE'],NEUTRAL
Buoyed projections?,"US
Inflation is being seen at 7.5%
The government's projection of an exalted growth rate of 4.2% for the next fiscal year has made jaws drop. On what premise it is so confident is hard to guess, but the ground realities suggest a dismal picture. The beleaguered dispensation is pinning its hopes on tight monetary control and effective management of the economy – but that is no small task.
All the projected targets for the ongoing fiscal year were missed as the economy achieved 2.68% growth as against the projected 3.6%. The agrarian sector merely posted 0.56% growth and the country is now on the verge of importing grains. So are the pathetic statistics with industry and other plum portfolios.
The euphoria seems based on the sole achievement that the economy has swelled to $411 billion with a per capita income rise to $1,824. Likewise, the services, transport, storage, construction, information and communication sectors have managed moderate upward trends. All this seems to have encouraged the government to propose new growth targets of 4.4% in commodity-producing sectors; 4.5% in agriculture sector, 3.5% in LSM and 3% in mining.
Inflation is being seen at 7.5%. But there is a surprising squeeze too that the government is eyeing: the construction sector which grew by 6.6% this year is targeted at only 3.8%. So is the case with electricity, gas and water supply sectors that are nourished by 29% this year, but are projected to grow by only 3.5% next year. This is untenable and what crosscurrents they will leave behind is another enigma of sorts.
On the international front, there is a tight-walking for the government as the IMF is too inquisitive, having almost torpedoed the plans on crypto, and insisting on tax collection to be raised to Rs16 trillion. On the other hand, the Planning Commission says it has only left with Rs880 billion and only high-priority developmental projects will see the light of the day.
The rare hope-line is the largesse of the ABD which has doled out $800 million to strengthen fiscal sustainability and improve public financial management programmes.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'NEGATIVE', 'POSITIVE']",['NEGATIVE'],NEGATIVE
