title,content,sentiment_chunks,title_sentiment,content_sentiment
Iran poised to dismiss US nuclear proposal,"US
Washington demands Tehran scrap uranium enrichment and ship stockpile abroad
Iran is poised to reject a US proposal to end a decades-old nuclear dispute, an Iranian diplomat said on Monday, dismissing it as a ""non-starter"" that fails to address Tehran's interests or soften Washington's stance on uranium enrichment.
""Iran is drafting a negative response to the US proposal, which could be interpreted as a rejection of the US offer"", the senior diplomat, who is close to Iran's negotiating team, told Reuters.
The US proposal for a new nuclear deal was presented to Iran on Saturday by Omani Foreign Minister Sayyid Badr Albusaidi, who was on a short visit to Tehran and has been mediating talks between Tehran and Washington.
After five rounds of discussions between Iranian Foreign Minister Abbas Araqchi and President Donald Trump's Middle East envoy Steve Witkoff, several obstacles remain.
Among them are Iran's rejection of a US demand that it commit to scrapping uranium enrichment and its refusal to ship abroad its entire existing stockpile of highly enriched uranium -- possible raw material for nuclear bombs.
Tehran says it wants to master nuclear technology for peaceful purposes and has long denied accusations by Western powers that it is seeking to develop nuclear weapons.
""In this proposal, the US stance on enrichment on Iranian soil remains unchanged, and there is no clear explanation regarding the lifting of sanctions,"" said the diplomat, who declined to be identified due to the sensitivity of the matter.
Araqchi said Tehran would formally respond to the proposal soon. The US State Department declined to comment. Tehran demands the immediate removal of all US-imposed curbs that impair its oil-based economy. But the US says nuclear-related sanctions should be removed in phases.
Dozens of institutions vital to Iran's economy, including its central bank and national oil company, have been blacklisted since 2018 for, according to Washington, ""supporting terrorism or weapons proliferation"".
Trump's revival of ""maximum pressure"" against Tehran since his return to the White House in January has included tightening sanctions and threatening to bomb Iran if the negotiations yield no deal.
During his first term in 2018, Trump ditched Tehran's 2015 nuclear pact with six powers and reimposed sanctions that have crippled Iran's economy. Iran responded by escalating enrichment far beyond the pact's limits. Reuters
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
"Pakistan eyes 8,000MW target with Chashma-5 project","PK
Work progressing rapidly on 1,200MW plant; PAEC, CNNC joint effort underway
The under-construction Chashma-5 Nuclear Power Plant is expected to contribute 1,200 megawatts (MW) of clean, safe, and low-cost electricity to the national grid.
Chashma Nuclear Power Complex General Manager Engineer Habibur Rehman made these remarks while briefing a group of journalists at the Chashma Nuclear Complex.
Informing that the project was advancing swiftly, he said that Pakistan was working towards enhancing its nuclear power generation capacity to 8,000MW, aiming to make nuclear energy a dependable component of the country's sustainable and affordable energy mix.
On the occasion, media representatives toured several operational and under-construction units of the facility, where they were briefed on plant performance, safety protocols, technical systems, and environmental standards.
Engineer Habibur Rehman noted that Pakistan currently ranked among the top 20 nuclear power-producing countries globally, operating six nuclear reactors with a combined generation capacity of 3,530MW.
The figure is projected to rise to 4,730 MW following the completion of Chashma-5, he added.
He explained that the Chashma-5 project was based on the advanced Hualong One (HPR1000) design, a third-generation pressurised water reactor.
The plant was being developed in collaboration with the Pakistan Atomic Energy Commission (PAEC) and China National Nuclear Corporation (CNNC). The project's first concrete was poured on December 30, 2024.
Highlighting global trends, he noted that nuclear power was regaining international attention.
Several developed nations, including the United States, Japan, the United Kingdom, and South Korea, which had previously scaled back or planned to phase out nuclear power, were now re-engaging with the sector and actively building new nuclear plants.
The general manager said that nuclear energy offered a cost-effective, safe, and environmentally friendly electricity source. In calendar year 2024, nuclear power accounted for roughly 13% of Pakistan's total electricity supply. In December 2024 alone, its share peaked at around 26.5%.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'POSITIVE']",['NEGATIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
Luari Sharif shrine dispute echoes in Badin,"RO
The armed men wanted to stop the press conference.
A group of men, allegedly associated with one of the contested custodians of the Luari Sharif shrine in Badin district, reportedly assaulted journalists by attacking Badin Press Club on Monday.
The club's president stated that armed men forcefully entered the club at a time when some people belonging to an opposing group of the custodians were addressing a press conference. The armed men wanted to stop the press conference.
He said that the armed men climbed the club's walls to enter the place. He, however, felt relieved that the attackers could not get close to Mir Tariq Talpur and others who were speaking at the press conference.
Talpur's group is said to be at loggerheads with Pir Muhammad Sadiq Qureshi's group. Memon lamented that though the police promptly reached the club on their complaint, they stood as spectators instead of trying to control the situation.
Separately, a meeting of journalists at the club denounced the attack and demanded immediate action against the attackers by arresting them and charging them in an FIR under provisions of the Anti Terrorism Act.
Though the incident's FIR could not be registered by the evening, police detained at least seven people who have been blamed for the assault.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
England beat West Indies to clinch ODI series,"US
Joe Root registered career-best 166 not out
Joe Root scored his 18th One-Day International century and became England's leading run-scorer in the format when the hosts beat West Indies by three wickets on Sunday to take an unassailable 2-0 lead in the three-match ODI series.
Root's masterly 166 off 139 balls helped England, who won the first ODI by 238 runs at Edgbaston, chase down a target of 309 at Sophia Gardens in Cardiff.
Root, 34, overtook Eoin Morgan to become England's leading ODI run-scorer and also the first Englishman to score more than 7,000 runs in the format.
The victory also ensured England's new era under Harry Brook began on a flying note. He succeeded Jos Buttler after the wicketkeeper-batter stepped down following their group stage exit from the ICC Champions Trophy.
""As long as I have the motivation, want to get better every day, want to be there at the end, you are always adding to the group,"" Root said.
""If I keep contributing, I will keep putting myself forward.""
After winning the toss and electing to bowl, England made an early breakthrough to make it 6-1 by claiming the wicket of 18-year-old opener Jewel Andrew (0), before Brandon King and Keacy Carty put on a run-a-ball 141-run stand to calm West Indies' nerves.
Spinner Adil Rashid broke the partnership when King (59) holed out to long-off, and all-rounder Will Jacks struck to end Carty's fluent knock of 103 off 105 balls, reducing West Indies to 205-3.
Carty was dropped twice - on one and 41 - and also survived a few run-out chances, before going on to punish the England bowlers by notching his fourth ODI century.
But Rashid continued to shine with the ball, trapping Shimron Hetmyer (4) lbw and finishing with figures of 4-63 to become England's highest wicket-taking spinner across formats.
'Fell away'
West Indies lost wickets at regular intervals, but captain and wicketkeeper-batter Shai Hope (78) and Justin Greaves (22) came to their rescue, helping the visitors to a total of 308 all out in 47.4 overs.
England opened their run chase in disastrous fashion, reduced to 2-2 after both openers, Jamie Smith and Ben Duckett, were dismissed for ducks.
Dropped on 30 by Hope off the bowling of Jayden Seales, Brook went on to make 47 as he tried to stabilise their innings before falling to Alzarri Joseph, who ended with figures of 4-31.
With Buttler out for a duck and Jacob Bethell trapped lbw, Root anchored the innings, putting together a 143-run partnership with Jacks (49).
But after Brydon Carse (2) was dismissed, Rashid (10) provided Root help on the other end as England chased down the target with seven balls to spare.
""We certainly did (lose our way),"" Hope said. ""With the position we were in around that 35-over mark, we should have put on 30 to 40 more runs at least.
""But we just fell away at the end and didn't give ourselves the best chance of dominating the game with the bat.
""I have to commend the bowlers for the fight they showed to keep us in the game. They fought until the end."" The final ODI will be played at The Oval in London on Tuesday.
COMMENTS","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE', 'NEGATIVE', 'POSITIVE']",['POSITIVE'],POSITIVE
Title not found,Content not found,['NEGATIVE'],['NEGATIVE'],NEGATIVE
UK judge convicts man over blasphemy,"US
State prosecutors insisted Coskun was not being prosecuted for burning the book.
A Turkish-born man who desecrated the holy Quran in London was on Monday found guilty of a religiously aggravated public order offence, in a case taken up by free-speech campaigners.
Hamit Coskun, 50, shouted blasphemous remarks as he desecrated the holy Quran outside the Turkish consulate in London last February 13.
District Judge John McGarva at London's Westminster Magistrates' Court found Coskun guilty of using disorderly behaviour ""within the hearing or sight of a person likely to be caused harassment, alarm or distress"".
He was motivated by ""hostility towards members of a religious group, namely followers of Islam"", said McGarva, who issued Coskun a £240 ($325) fine, with a statutory surcharge of £96.
""Your actions in burning the Koran where you did were highly provocative, and your actions were accompanied by bad language in some cases directed toward the religion and were motivated at least in part by hatred of followers of the religion,"" said the judge.
State prosecutors insisted Coskun was not being prosecuted for burning the book. AFP
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
Polish nationalist wins presidency,"US
In a victory for European conservatives inspired by US President Donald Trump
Nationalist opposition candidate Karol Nawrocki narrowly won Poland's presidential election, results showed on Monday, delivering a big blow to the centrist government's efforts to cement Warsaw's pro-European orientation.
In a victory for European conservatives inspired by US President Donald Trump, Nawrocki secured 50.89% of the vote, election commission data showed. The outcome presages more political gridlock as he is likely to use his presidential veto to thwart Prime Minister Donald Tusk's liberal policy agenda.
Nawrocki's rival, Rafal Trzaskowski, Tusk's ruling Civic Coalition (KO) candidate, had declared victory immediately after the publication of an exit poll late on Sunday that showed the result would be very close. ""I'm sorry that I didn't manage to convince the majority of citizens of my vision of Poland,"" Trzaskowski said on X. ""I congratulate Karol Nawrocki on
winning the presidential election."" Reuters
COMMENTS","['POSITIVE', 'NEGATIVE', 'NEGATIVE']",['POSITIVE'],NEGATIVE
Immediate resumption of cellular services ordered,"US
DC, SSP warned of legal action against non-compliance of court orders
The Civil Judge and Judicial Magistrate I, Moro, Madad Ali Khoso, while taking exception to non-compliance with his May 31 order, directed the government to immediately resume the cellular network services.
The services were suspended in Moro taluka after May 20 clash between the police and the nationalist workers in Noushehero Feroze district, which claimed lives of two young men.
""The respondents (government) are directed to remove public nuisance and immediately restore all mobile networks,"" the order reads. The authorities had suspended mobile networks in Moro; surrounded Bijarani-Laghari village whose two residents were killed in the clash and also recently enforced section 144 to ban gatherings of people in Moro.
The measures were taken to prevent people from organising protests or road blockades, according to the officials. The judge warned the deputy commissioner, SSP and other officers in the district that disobedience will entail legal action against them.
The order has been given in a petition filed by five residents of Moro including Qadir Bux Korai, Pir Andal, Abdul Karim Kalhoro, Majid Hussain Zardari and Jam Shahnawaz Korejo.
The same court had on May 31 passed an identical order even though the SSP in his report had contended that the law and order situation in Moro necessitated suspension of the cellular phone services.
The judge noted that around a million people in Moro taluka and its surrounding areas and villages suffered due to the suspension of the service. Students, people earning from online trades, banks and other businesses were also immensely suffering. ""The respondents haven't brought any substantial proof regarding the law and order situation,"" the judge observed.
On May 20 the nationalist workers tried to block the national highway by staging a sit-in protest against construction of six new canals on the Indus River and the corporate farming.
The police, however, tried to prevent the blockage of the highway. The authorities alleged that the workers in reaction attacked the house of Sindh Home Minister Ziaul Hassan Lanjar in protest and set it partially on fire.
The protesters alleged that the police opened fire on them killing Zahid Laghari and Irfan Ali Laghari, who died in a hospital in Hyderabad after fighting for life for four days.
COMMENTS","['NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE', 'NEGATIVE']",['NEGATIVE'],NEGATIVE
